Q_ID,action,dataset,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,J(A1-A2),J(A1-A34),J(A1-A1*),J(A1-A1**),Q1,Q2,Q3,Q4,A1,A2,A3,A4,A1*,A1**,A1_empty_ratio,A2_empty_ratio,A3_empty_ratio,A4_empty_ratio
135,wikidata,spinach,gpt-4o,1,1,1,1,1,0.0,0.0,0.0,0.0,Give me all members of Prodigy.,List every member of Prodigy.,Give me all current members of Prodigy.,Give me all former members of Prodigy.,[],[],[],[],[],[],1,1,1,1
135,wikidata,spinach,o3,0,0,0,1,1,0.5,0.6667,0.0,0.0,Give me all members of Prodigy.,List every member of Prodigy.,Give me all current members of Prodigy.,Give me all former members of Prodigy.,"['Sharky', 'Liam Howlett', 'Keith Flint', 'Leeroy Thornhill', 'Maxim Reality']","['Sharky', 'Liam Howlett', 'Rob Holliday', 'Jim Davies', 'Keith Flint', 'Leeroy Thornhill', 'Maxim Reality', 'Gizz Butt', 'Leo Crabtree', 'Kieron Pepper']","['Liam Howlett', 'Maxim']","['Sharky', 'Keith Flint', 'Leeroy Thornhill']",[],[],0,0,0,0
135,zero-shot,spinach,gpt-4.1-2025-04-14,1,0,1,0,1,1.0,0.8333,0.0,0.0,Give me all members of Prodigy.,List every member of Prodigy.,Give me all current members of Prodigy.,Give me all former members of Prodigy.,"['Sharky', 'Liam Howlett', 'Maxim', 'Keith Flint', 'Leeroy Thornhill']","['Sharky', 'Liam Howlett', 'Maxim', 'Keith Flint', 'Leeroy Thornhill']","['Liam Howlett', 'Maxim']","['Sharky', 'Keith Flint', 'Maxim Reality', 'Leeroy Thornhill']",[],[],0,0,0,0
135,zero-shot,spinach,gpt-4.1-mini-2025-04-14,1,0,1,0,1,1.0,0.3333,0.0,0.0,Give me all members of Prodigy.,List every member of Prodigy.,Give me all current members of Prodigy.,Give me all former members of Prodigy.,"['Keith Edward Elam', 'Albert Johnson']","['Keith Edward Elam', 'Albert Johnson']","['Keith Edward Elam', 'Albert Johnson']","['Kris Weston', 'Leeroy Thornhill', 'Maxim Reality', 'Keith Palmer']",[],[],0,0,0,0
135,zero-shot,spinach,gpt-4.1-nano-2025-04-14,1,0,1,1,1,1.0,0.0,0.0,0.0,Give me all members of Prodigy.,List every member of Prodigy.,Give me all current members of Prodigy.,Give me all former members of Prodigy.,"['Keith Flint', 'Liam Howlett', 'Maxim Reality']","['Keith Flint', 'Liam Howlett', 'Maxim Reality']",[],[],[],[],0,0,1,1
135,zero-shot,spinach,gpt-4o,0,0,1,1,1,0.0,0.0,0.0,0.0,Give me all members of Prodigy.,List every member of Prodigy.,Give me all current members of Prodigy.,Give me all former members of Prodigy.,"['Sharky Fletcher', 'Liam Howlett', 'Keith Flint', 'Leeroy Thornhill', 'Maxim Reality']",[],[],[],[],[],0,1,1,1
135,zero-shot,spinach,o3,0,1,1,1,1,0.6667,1.0,0.0,0.0,Give me all members of Prodigy.,List every member of Prodigy.,Give me all current members of Prodigy.,Give me all former members of Prodigy.,"['Sharky', 'Liam Howlett', 'Maxim', 'Keith Flint', 'Leeroy Thornhill']","['Sharky', 'Liam Howlett', 'Keith Flint', 'Leeroy Thornhill', 'Maxim Reality']","['Liam Howlett', 'Maxim']","['Sharky', 'Keith Flint', 'Leeroy Thornhill']",[],[],0,0,0,0
136,classification,spinach,gpt-4.1-mini-2025-04-14,0,0,1,1,1,0.3333,0.75,0.75,0.3333,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']","['Roger Waters', 'Nick Mason', 'Richard Wright', 'David Gilmour']","['Roger Waters', 'David Gilmour']",['Bob Ezrin'],"['Roger Waters', 'Bob Ezrin', 'David Gilmour']","['Roger Waters', 'Nick Mason', 'Richard Wright', 'David Gilmour']",0,0,0,0
136,classification,spinach,gpt-4.1-nano-2025-04-14,1,1,1,1,1,0.0,0.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,[],[],[],[],[],[],1,1,1,1
136,fixing,spinach,gpt-4.1-2025-04-14,1,1,1,1,1,1.0,1.0,1.0,1.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'David Gilmour']","['Roger Waters', 'David Gilmour']","['Roger Waters', 'David Gilmour']",[],"['Roger Waters', 'David Gilmour']","['Roger Waters', 'David Gilmour']",0,0,0,1
136,fixing,spinach,gpt-4.1-mini-2025-04-14,1,1,1,1,1,1.0,1.0,1.0,1.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']","['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']",['Roger Waters'],"['Michael Kamen', 'Bob Ezrin', 'David Gilmour']","['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']","['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']",0,0,0,0
136,fixing,spinach,gpt-4.1-nano-2025-04-14,1,1,1,1,0,1.0,1.0,1.0,1.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Nick Mason', 'Richard Wright', 'David Gilmour']","['Roger Waters', 'Nick Mason', 'Richard Wright', 'David Gilmour']","['Roger Waters', 'Richard Wright', 'David Gilmour']","['Nick Mason', 'Richard Wright']","['Roger Waters', 'Nick Mason', 'Richard Wright', 'David Gilmour']","['Roger Waters', 'Nick Mason', 'Richard Wright', 'David Gilmour']",0,0,0,0
136,wikidata,spinach,gpt-4.1-2025-04-14,0,1,1,1,0,0.3333,1.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Bob Ezrin', 'David Gilmour']",['Roger Waters'],"['Roger Waters', 'David Gilmour']","['Roger Waters', 'Bob Ezrin', 'David Gilmour']",[],[],0,0,0,0
136,wikidata,spinach,gpt-4.1-mini-2025-04-14,0,1,1,1,0,0.25,1.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']",['Roger Waters'],"['Roger Waters', 'David Gilmour']","['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']",[],[],0,0,0,0
136,wikidata,spinach,gpt-4.1-nano-2025-04-14,0,0,0,0,0,0.5,0.3333,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'David Gilmour']",['Roger Waters'],"['Roger Waters', 'Richard Wright']","['Roger Waters', 'Richard Wright']",[],[],0,0,0,0
136,wikidata,spinach,gpt-4o,0,1,1,1,1,0.0,0.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,[],['Roger Waters'],[],[],[],[],1,0,1,1
136,wikidata,spinach,o3,1,1,1,1,0,1.0,1.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Bob Ezrin', 'David Gilmour']","['Roger Waters', 'Bob Ezrin', 'David Gilmour']","['Roger Waters', 'David Gilmour']","['Bob Ezrin', 'David Gilmour']",[],[],0,0,0,0
136,zero-shot,spinach,gpt-4.1-2025-04-14,0,1,1,1,0,0.3333,1.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Bob Ezrin', 'David Gilmour']",['Roger Waters'],"['Roger Waters', 'David Gilmour']","['Roger Waters', 'Bob Ezrin', 'David Gilmour']",[],[],0,0,0,0
136,zero-shot,spinach,gpt-4.1-mini-2025-04-14,0,1,1,1,0,0.25,1.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']",['Roger Waters'],"['Roger Waters', 'David Gilmour']","['Roger Waters', 'Michael Kamen', 'Bob Ezrin', 'David Gilmour']",[],[],0,0,0,0
136,zero-shot,spinach,gpt-4.1-nano-2025-04-14,0,0,1,1,0,0.25,0.5,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Nick Mason', 'Richard Wright', 'David Gilmour']",['Roger Waters'],"['Roger Waters', 'Richard Wright']",['Roger Waters'],[],[],0,0,0,0
136,zero-shot,spinach,gpt-4o,0,0,1,0,0,0.3333,0.6667,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'David Gilmour']","['Roger Waters', 'idk']","['Roger Waters', 'David Gilmour']","['Roger Waters', 'Bob Ezrin', 'David Gilmour']",[],[],0,0,0,0
136,zero-shot,spinach,o3,0,1,1,1,0,0.3333,1.0,0.0,0.0,Who are the writers of the Wall album of Pink Floyd?,Who wrote Pink Floyd's album The Wall?,Who are the primary songwriters of the Wall album of Pink Floyd?,Who are the additional or contributing writers of the Wall album of Pink Floyd?,"['Roger Waters', 'Bob Ezrin', 'David Gilmour']",['Roger Waters'],"['Roger Waters', 'David Gilmour']","['Bob Ezrin', 'David Gilmour']",[],[],0,0,0,0
137,classification,spinach,gpt-4.1-mini-2025-04-14,0,0,1,1,1,0.6667,0.6,0.0,0.6667,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"[""Walt Disney's Wonderful World of Color"", 'Darkwing Duck', 'Zorro', ""Chip 'n Dale Rescue Rangers"", 'DuckTales', 'Goof Troop', 'Gummi Bears', 'The New Adventures of Winnie the Pooh', 'TaleSpin', 'The Mickey Mouse Club']","[""Walt Disney's Wonderful World of Color"", 'Darkwing Duck', 'The Proud Family', ""Chip 'n Dale Rescue Rangers"", 'DuckTales', 'Goof Troop', 'The New Adventures of Winnie the Pooh', 'Gargoyles', 'TaleSpin', 'The Mickey Mouse Club']","['Darkwing Duck', ""Chip 'n Dale Rescue Rangers"", 'DuckTales', 'Goof Troop', 'Gummi Bears', 'TaleSpin']",[],[],"[""Walt Disney's Wonderful World of Color"", 'Darkwing Duck', 'The Proud Family', ""Chip 'n Dale Rescue Rangers"", 'DuckTales', 'Goof Troop', 'The New Adventures of Winnie the Pooh', 'Gargoyles', 'TaleSpin', 'The Mickey Mouse Club']",0,0,0,1
137,classification,spinach,gpt-4.1-nano-2025-04-14,1,1,1,1,1,0.0,0.0,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,[],[],[],[],[],[],1,1,1,1
137,fixing,spinach,gpt-4.1-2025-04-14,1,0,0,1,1,1.0,0.9,1.0,1.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Hardy Boys', 'The Mickey Mouse Club', 'Disneyland', 'Spin and Marty', 'The Nine Lives of Elfego Baca', 'Texas John Slaughter', 'The Swamp Fox']","[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Hardy Boys', 'The Mickey Mouse Club', 'Disneyland', 'Spin and Marty', 'The Nine Lives of Elfego Baca', 'Texas John Slaughter', 'The Swamp Fox']",['None'],"[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Hardy Boys', 'The Mickey Mouse Club', 'Disneyland', 'Spin and Marty', 'The Nine Lives of Elfego Baca', 'Texas John Slaughter', 'The Swamp Fox']","[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Hardy Boys', 'The Mickey Mouse Club', 'Disneyland', 'Spin and Marty', 'The Nine Lives of Elfego Baca', 'Texas John Slaughter', 'The Swamp Fox']","[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Hardy Boys', 'The Mickey Mouse Club', 'Disneyland', 'Spin and Marty', 'The Nine Lives of Elfego Baca', 'Texas John Slaughter', 'The Swamp Fox']",0,0,0,0
137,fixing,spinach,gpt-4.1-mini-2025-04-14,0,0,1,1,0,0.4444,0.2857,1.0,0.4444,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"['Zorro', 'The Magical World of Disney', 'Disneyland', 'The New Mickey Mouse Club', 'The Wonderful World of Disney', 'Davy Crockett', 'The Mickey Mouse Club']","['Zorro', 'The Mickey Mouse Clubhouse', 'Disneyland', 'The New Adventures of Spin and Marty', 'The Wonderful World of Disney', 'The Mickey Mouse Club']",['The New Mickey Mouse Club'],"['The New Mickey Mouse Club', 'The Magical World of Disney']","['Zorro', 'The Magical World of Disney', 'Disneyland', 'The New Mickey Mouse Club', 'The Wonderful World of Disney', 'Davy Crockett', 'The Mickey Mouse Club']","['Zorro', 'The Mickey Mouse Clubhouse', 'Disneyland', 'The New Adventures of Spin and Marty', 'The Wonderful World of Disney', 'The Mickey Mouse Club']",0,0,0,0
137,fixing,spinach,gpt-4.1-nano-2025-04-14,0,1,1,1,1,0.0,0.0,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,[],"['Walt Disney created the television programs ""The Mickey Mouse Club,"" ""Walt Disney\'s Disneyland,"" ""Walt Disney\'s Wonderful World of Color,"" and ""Walt Disney\'s Wonderful World of Disney.""']",[],[],[],[],1,0,1,1
137,fixing,spinach,gpt-4o,1,1,1,1,1,0.0,0.0,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,[],[],[],[],[],[],1,1,1,1
137,wikidata,spinach,gpt-4.1-2025-04-14,0,0,0,0,0,0.2727,0.1724,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"['Zorro', 'Disneyland', 'The New Mickey Mouse Club', 'The Wonderful World of Disney', 'The Mickey Mouse Club']","[""Walt Disney's Wonderful World of Color"", 'The Swamp Fox', ""Walt Disney's Disneyland"", 'Zorro', 'Walt Disney Presents', 'Texas John Slaughter', 'The Wonderful World of Disney', 'Elfego Baca', 'The Mickey Mouse Club']","[""Raven's Home"", 'The Suite Life of Zack & Cody', 'The Suite Life on Deck', 'Jessie', 'Kim Possible', 'The New Mickey Mouse Club', 'Hannah Montana', 'Girl Meets World', 'Adventures in Wonderland', 'Wizards of Waverly Place', ""Bunk'd"", 'Lizzie McGuire', 'Austin & Ally', 'Liv and Maddie', 'The Famous Jett Jackson', 'Even Stevens', 'Stuck in the Middle', 'Good Luck Charlie', 'K.C. Undercover', 'Bug Juice', 'Andi Mack']","[""Walt Disney's Wonderful World of Color"", 'The Hardy Boys: The Mystery of the Applegate Treasure', 'Zorro', 'Disneyland', 'Walt Disney Presents', 'The New Mickey Mouse Club', 'The Wonderful World of Disney', 'Adventures of Spin and Marty', 'The Mickey Mouse Club']",[],[],0,0,0,0
137,wikidata,spinach,gpt-4.1-mini-2025-04-14,0,0,0,0,0,0.5714,0.2667,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"['Zorro', 'Disneyland', 'The New Mickey Mouse Club', 'The Wonderful World of Disney', 'The Mickey Mouse Club']","[""Walt Disney's Disneyland"", 'Zorro', 'The Mickey Mouse Clubhouse', 'Disneyland', 'The Wonderful World of Disney', 'The Mickey Mouse Club']","['Even Stevens', ""That's So Raven"", 'Phil of the Future', 'DuckTales', 'The Suite Life of Zack and Cody', 'Kim Possible', 'Recess', 'Hannah Montana', 'Lizzie McGuire', 'The Mickey Mouse Club']","[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The New Mickey Mouse Club', 'The Wonderful World of Disney', 'The Mickey Mouse Club']",[],[],0,0,0,0
137,wikidata,spinach,gpt-4.1-nano-2025-04-14,0,0,0,0,1,0.0,0.1111,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"[""Walt Disney's Wonderful World of Color"", ""Walt Disney's Wonderful World of Disney"", 'The Mickey Mouse Club']","[""Chip 'n Dale: Rescue Rangers"", 'Darkwing Duck', 'Star Wars Rebels', 'DuckTales', 'Phineas and Ferb', 'Disneyland', 'Aladdin: The Animated Series', 'The New Adventures of Winnie the Pooh', 'Mickey Mouse', 'Gargoyles', 'The Wonderful World of Disney', 'TaleSpin', 'Gravity Falls', 'Hercules: The Animated Series', 'The Little Mermaid: The Animated Series', 'The Mandalorian']","['The Suite Life of Zack & Cody', ""That's So Raven"", 'The Wizards of Waverly Place', 'Lizzie McGuire', 'Hannah Montana']","['The Wonderful World of Disney', ""Walt Disney's Wonderful World of Color""]",[],[],0,0,0,0
137,wikidata,spinach,gpt-4o,1,1,1,1,1,0.0,0.0,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,[],[],[],[],[],[],1,1,1,1
137,wikidata,spinach,o3,1,0,0,0,1,1.0,0.2222,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"['Walt Disney anthology television series', 'The Mickey Mouse Club', 'Disneyland']","['Walt Disney anthology television series', 'The Mickey Mouse Club', 'Disneyland']","['Donald Duck Presents', 'The All-New Mickey Mouse Club', ""Donald's Quack Attack"", ""Mickey's Mouse Tracks"", 'Good Morning, Mickey!']","['Walt Disney anthology television series', ""Walt Disney's Disneyland"", 'The Mickey Mouse Club']",[],[],0,0,0,0
137,zero-shot,spinach,gpt-4.1-2025-04-14,0,0,0,0,0,0.7143,0.1786,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"[""Walt Disney's Wonderful World of Color"", 'Zorro', 'Disneyland', 'The Wonderful World of Disney', 'The Mickey Mouse Club']","[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Mickey Mouse Club', 'Disneyland', 'The Nine Lives of Elfego Baca', 'The Wonderful World of Disney', 'The Swamp Fox']","[""Chip 'n Dale Rescue Rangers"", ""That's So Raven"", 'DuckTales', 'Bonkers', 'Goof Troop', 'The New Adventures of Winnie the Pooh', 'Phineas and Ferb', 'Kim Possible', 'Hannah Montana', 'Wizards of Waverly Place', 'Adventures of the Gummi Bears', 'Lizzie McGuire', 'Aladdin: The Series', 'The Mickey Mouse Club', 'Even Stevens', 'Darkwing Duck', 'The Proud Family', 'The Suite Life of Zack and Cody', 'TaleSpin', 'The Little Mermaid: The Animated Series']","[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Magical World of Disney', 'Disneyland', 'The Mouse Factory', 'Walt Disney Presents', 'The New Mickey Mouse Club', 'The Wonderful World of Disney', 'The Mickey Mouse Club']",[],[],0,0,0,0
137,zero-shot,spinach,gpt-4.1-mini-2025-04-14,0,0,0,1,1,0.2308,0.375,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"[""Walt Disney's Disneyland"", 'Zorro', 'DuckTales', 'Kim Possible', 'Recess', 'The New Mickey Mouse Club', 'Gargoyles', 'Lizzie McGuire', 'The Wonderful World of Disney', 'The Mickey Mouse Club']","[""Walt Disney's Wonderful World of Color"", ""Walt Disney's Disneyland"", 'The Disney Sunday Movie', 'Disneyland', 'The Wonderful World of Disney', 'The Mickey Mouse Club']","[""That's So Raven"", 'Good Luck Charlie', 'Phineas and Ferb', 'The Suite Life of Zack and Cody', 'Wizards of Waverly Place', 'Kim Possible', 'Lizzie McGuire', 'Hannah Montana']","['The Wonderful World of Disney', 'The New Mickey Mouse Club', 'Zorro', 'The Mickey Mouse Club']",[],[],0,0,0,0
137,zero-shot,spinach,gpt-4.1-nano-2025-04-14,0,0,0,1,1,0.4,0.25,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"[""Walt Disney's Wonderful World of Color"", 'The Wonderful World of Disney', 'The Mickey Mouse Club']","['The Wonderful World of Disney', 'Mickey Mouse Club', ""Walt Disney's Wonderful World of Color"", 'Disneyland']","['The Suite Life of Zack & Cody', ""That's So Raven"", 'The Wizards of Waverly Place', 'Lizzie McGuire', 'Hannah Montana']","['The Wonderful World of Disney', ""Walt Disney's Wonderful World of Color""]",[],[],0,0,0,0
137,zero-shot,spinach,gpt-4o,1,1,1,1,1,0.0,0.0,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,[],[],[],[],[],[],1,1,1,1
137,zero-shot,spinach,o3,0,0,0,0,1,0.5,0.2,0.0,0.0,Which television shows were created by Walt Disney?,What television programs did Walt Disney create?,Which television shows were created by Walt Disney and originally aired on the Disney Channel?,Which television shows were created by Walt Disney and did not originally air on the Disney Channel?,"[""Walt Disney's Wonderful World of Color"", 'Zorro', 'The Mickey Mouse Club', 'Disneyland']","['The Mickey Mouse Club', 'Disneyland']","['Donald Duck Presents', ""Donald's Quack Attack"", ""Mickey's Mouse Tracks"", 'The Ink and Paint Club', 'Good Morning, Mickey!']","['Walt Disney anthology television series', 'Zorro', 'The Mickey Mouse Club']",[],[],0,0,0,0
138,classification,spinach,gpt-4.1-mini-2025-04-14,0,1,1,1,0,0.8333,1.0,1.0,0.8333,Which books by Kerouac were published by Viking Press?,What books written by Kerouac were released through Viking Press?,Which books by Kerouac were published posthumously by Viking Press?,Which books by Kerouac were published during his lifetime by Viking Press?,"['The Dharma Bums', 'Visions of Cody', 'On the Road', 'Big Sur', 'Book of Dreams', 'Desolation Angels']","['The Dharma Bums', 'Visions of Cody', 'On the Road', 'Big Sur', 'Desolation Angels']","['Big Sur', 'Book of Dreams', 'Desolation Angels', 'Visions of Cody']","['On the Road', 'The Dharma Bums', 'Big Sur', 'Desolation Angels']","['The Dharma Bums', 'Visions of Cody', 'On the Road', 'Big Sur', 'Book of Dreams', 'Desolation Angels']","['The Dharma Bums', 'Visions of Cody', 'On the Road', 'Big Sur', 'Desolation Angels']",0,0,0,0
138,classification,spinach,gpt-4.1-nano-2025-04-14,1,1,1,1,1,0.0,0.0,0.0,0.0,Which books by Kerouac were published by Viking Press?,What books written by Kerouac were released through Viking Press?,Which books by Kerouac were published posthumously by Viking Press?,Which books by Kerouac were published during his lifetime by Viking Press?,[],[],[],[],[],[],1,1,1,1
138,fixing,spinach,gpt-4.1-2025-04-14,1,1,1,1,1,1.0,1.0,1.0,1.0,Which books by Kerouac were published by Viking Press?,What books written by Kerouac were released through Viking Press?,Which books by Kerouac were published posthumously by Viking Press?,Which books by Kerouac were published during his lifetime by Viking Press?,"['Doctor Sax', 'Maggie Cassidy', 'The Dharma Bums', 'Vanity of Duluoz', 'On the Road', 'Satori in Paris', 'Tristessa', 'Lonesome Traveler', 'Desolation Angels']","['Doctor Sax', 'Maggie Cassidy', 'The Dharma Bums', 'Vanity of Duluoz', 'On the Road', 'Satori in Paris', 'Tristessa', 'Lonesome Traveler', 'Desolation Angels']",['Vanity of Duluoz'],"['Doctor Sax', 'Maggie Cassidy', 'The Dharma Bums', 'On the Road', 'Satori in Paris', 'Tristessa', 'Lonesome Traveler', 'Desolation Angels']","['Doctor Sax', 'Maggie Cassidy', 'The Dharma Bums', 'Vanity of Duluoz', 'On the Road', 'Satori in Paris', 'Tristessa', 'Lonesome Traveler', 'Desolation Angels']","['Doctor Sax', 'Maggie Cassidy', 'The Dharma Bums', 'Vanity of Duluoz', 'On the Road', 'Satori in Paris', 'Tristessa', 'Lonesome Traveler', 'Desolation Angels']",0,0,0,0
138,fixing,spinach,gpt-4.1-mini-2025-04-14,1,0,1,1,0,1.0,0.8,0.6,1.0,Which books by Kerouac were published by Viking Press?,What books written by Kerouac were released through Viking Press?,Which books by Kerouac were published posthumously by Viking Press?,Which books by Kerouac were published during his lifetime by Viking Press?,"['The Dharma Bums', 'Visions of Cody', 'On the Road', 'Big Sur', 'Desolation Angels']","['The Dharma Bums', 'Visions of Cody', 'On the Road', 'Big Sur', 'Desolation Angels']","['Desolation Angels', 'Visions of Cody']","['Big Sur', 'The Dharma Bums', 'Desolation Angels']","['Big Sur', 'The Dharma Bums', 'Desolation Angels']","['The Dharma Bums', 'Visions of Cody', 'On the Road', 'Big Sur', 'Desolation Angels']",0,0,0,0
