usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_983	Which French politicians were married to a German?	Which French politicians had a spouse who was German?	Which French politicians were married to a German man?	Which French politicians were married to a German woman or non-binary person?		"[""Valéry Giscard d'Estaing""]"	['Valérie Pécresse']			['Marine Le Pen']
no_usparql_989	Which movies did Kurosawa direct?	What are the movies directed by Kurosawa?	Which movies did Kurosawa direct that are dramas?	Which movies did Kurosawa direct that are not dramas?		['Seven Samurai', 'Rashomon', 'Ikiru', 'Yojimbo', 'Throne of Blood', 'High and Low', 'Kagemusha', 'Ran', 'The Hidden Fortress', 'Dersu Uzala']	['Seven Samurai', 'Rashomon', 'Ikiru', 'Yojimbo', 'Throne of Blood', 'High and Low', 'Kagemusha', 'Ran', 'Dreams', 'The Hidden Fortress']		['The Hidden Fortress']	['Seven Samurai', 'Ikiru', 'Rashomon', 'Throne of Blood', 'High and Low']
no_usparql_993	Give me all Frisian islands that belong to the Netherlands.	Which Frisian islands are part of the Netherlands?	Give me all Frisian islands that belong to the Netherlands and are inhabited.	Give me all Frisian islands that belong to the Netherlands and are uninhabited.		['Ameland', 'Schiermonnikoog', 'Terschelling', 'Vlieland']	['Terschelling', 'Ameland', 'Schiermonnikoog']		['Ameland', 'Schiermonnikoog']	['Ameland', 'Schiermonnikoog']
no_usparql_1051	Which officially recognized religions are present in Indonesia?	What religions do Indonesians are official recognized?	Which Abrahamic religions are officially recognized in Indonesia?	Which non-Abrahamic religions are officially recognized in Indonesia?		['Islam', 'Protestantism', 'Catholicism', 'Hinduism', 'Buddhism', 'Confucianism']	['Islam', 'Protestantism', 'Catholicism', 'Hinduism', 'Buddhism']		['Hinduism', 'Buddhism', 'Confucianism']	['Islam', 'Christianity', 'Judaism']
no_usparql_1061	What battles did Stonewall Jackson fight in during his military career?	In which battles did Stonewall Jackson participate during his military career?	What battles did Stonewall Jackson fight in during the American Civil War?	What battles did Stonewall Jackson fight in outside of the American Civil War?		['First Battle of Bull Run', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Chancellorsville', 'Battle of Fredericksburg']	"['First Battle of Bull Run', 'Battle of Kernstown', 'Battle of Cross Keys', 'Battle of Cedar Mountain', 'Battle of Second Bull Run', 'Battle of Antietam', 'Battle of Chancellorsville', 'Battle of Fredericksburg', ""Battle of Harper's Ferry"", 'Battle of Port Republic']"			['First Battle of Bull Run', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Chancellorsville']
no_usparql_1071	Which countries speak German officially?	In which countries is German an official language?	Which countries have German but not French as an official language?	Which countries have both German and French as official languages?		['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg', 'Belgium']	['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg', 'Belgium']		['Belgium', 'Switzerland']	['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg']
no_usparql_1089	What basketball teams has Shaq played for?	Which basketball teams did Shaquille O'Neal play on?	What NBA basketball teams has Shaquille O'Neal played for?	What international or non-NBA basketball teams has Shaquille O'Neal played for?		['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']	['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']		['United States of America national basketball team']	['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']
no_usparql_1142	What countries are considered part of the Baltic region?	Which countries belong to the Baltic region?	What landlocked countries are considered part of the Baltic region?	What countries with a coastline are considered part of the Baltic region?		['Estonia', 'Latvia', 'Lithuania']	['Estonia', 'Latvia', 'Lithuania']		['Sweden', 'Finland', 'Estonia', 'Latvia', 'Lithuania']	['Lithuania', 'Latvia']
no_usparql_1159	What states make up New England?	Which states constitute New England?	"Which states in New England have ""New"" in their name?"	"Which states in New England do not have ""New"" in their name?"		['Connecticut', 'Maine', 'Massachusetts', 'New Hampshire', 'Rhode Island', 'Vermont']	['Connecticut', 'Maine', 'Massachusetts', 'New Hampshire', 'Rhode Island', 'Vermont']		['Vermont', 'Maine', 'Rhode Island']	['New Hampshire', 'New Jersey', 'New York']
no_usparql_1170	Which U.S. states does the Colorado River run through?	Through which American states does the Colorado River flow?	Which U.S. states does the Colorado River run through in the Upper Basin?	Which U.S. states does the Colorado River run through in the Lower Basin?		['Arizona', 'California', 'Nevada', 'Utah', 'Colorado', 'Wyoming', 'New Mexico']	['Arizona', 'California', 'Colorado', 'Nevada', 'Utah', 'Wyoming']		['California', 'Arizona', 'Nevada', 'New Mexico']	['Colorado', 'Wyoming', 'Utah', 'New Mexico']
no_usparql_1172	Which continents did the Roman Empire span?	What continents did the Roman Empire spread over?	On which continent did the Roman Empire start?	To which continents did the Roman Empire expand beyond the first continent?		['Europe', 'Africa', 'Asia']	['Europe', 'Africa', 'Asia']		['Europe', 'Africa', 'Asia']	['Europe']
no_usparql_1183	What countries have Spanish as a national language?	Which countries recognize Spanish as an official language?	What countries have Spanish as an official language and do not have a non-Indo-European official language?	What countries have Spanish and a non-Indo-European language as official languages?		['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Equatorial Guinea', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Spain', 'Uruguay', 'Venezuela']	['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Equatorial Guinea', 'Guinea-Bissau', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Spain', 'Uruguay', 'Venezuela']		['Paraguay']	['Argentina', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Uruguay', 'Venezuela']
no_usparql_1188	In what colleges did Albert Einstein teach professionally?	At which colleges did Albert Einstein work as a teacher?	At which colleges did Albert Einstein hold a permanent teaching position?	At which colleges did Albert Einstein teach as a temporary teaching position?		['Princeton University']	['Princeton University']		['Princeton University']	['Princeton University']
no_usparql_1206	What TV shows did Shawnee Smith appear in?	In which TV shows did Shawnee Smith appear?	In what TV shows did Shawnee Smith appear in only one episode?	In what TV shows did Shawnee Smith appear in multiple episodes?		['The Blob', 'The Stand', 'Saw', 'Becker']	['The Blob', 'The Burning Zone', 'Saw', 'Becker']		['The Blob', 'The Burning Zone']	['The Blob (1988)', 'The Stand (1994)', 'The Burning Zone (1996)', 'The X-Files (1998)', 'The New Adventures of Old Christine (2009)']
no_usparql_1252	What countries share a land or maritime border with Spain?	Which countries share a land or maritime border with Spain?	What countries share a land or martiime border with Spain, but not both?	What countries share both a land and maritime border with Spain?		['Portugal', 'France', 'Andorra', 'Morocco']	['Portugal', 'France', 'Andorra', 'Morocco']		['France', 'Portugal']	['United Kingdom']
no_usparql_1275	Which television shows are shot in New York?	Which TV shows are filmed in New York?	What TV shows are shot in New York and are comedies?	What TV shows are shot in New York and are not comedies?		['Friends', 'Seinfeld', 'Law & Order', 'Gossip Girl', 'The Marvelous Mrs. Maisel']	['Friends', 'Seinfeld', 'Law & Order', 'Gossip Girl', 'The Marvelous Mrs. Maisel']		['Law and Order', 'The Sopranos', 'Madam Secretary', 'Blue Bloods']	['Friends', 'Seinfeld', 'The Marvelous Mrs. Maisel']
no_usparql_1294	What movies did Tupac star in?	In which movies did Tupac act?	In what movies did Tupac give a musical performance?	In what movies did Tupac star but did not give a musical performance?		"['Juice', 'Poetic Justice', ""Gridlock'd""]"	"['Juice', 'Poetic Justice', ""Gridlock'd"", 'Above the Rim', 'Gang Related']"		['Juice', 'Poetic Justice']	"['Juice', 'Poetic Justice', ""Gridlock'd""]"
no_usparql_1309	Who has played Lex Luthor?	Which actors have portrayed Lex Luthor?	Who has played Lex Luthor in live-action adaptations?	Who has played Lex Luthor but never in live-action adaptations?		['Gene Hackman', 'Terence Stamp', 'Kevin Spacey', 'Jesse Eisenberg', 'Lyle Talbot']	['Gene Hackman', 'Clancy Brown', 'Michael Rosenbaum', 'Jesse Eisenberg', 'Kevin Spacey', 'Lyle Talbot']		['Gene Hackman', 'Clancy Brown', 'Michael Rosenbaum', 'Jesse Eisenberg']	['Gene Hackman', 'Kevin Spacey', 'Jesse Eisenberg', 'Lyle Talbot', 'Clancy Brown']
no_usparql_1429	What were the names of Henry VIII's confirmed children?	Can you list the names of the confirmed children of Henry VIII?	What were the names of Henry VIII's confirmed legitimate children?	What were the names of Henry VIII's confirmed illegitimate children?		['Mary I of England', 'Elizabeth I of England', 'Edward VI of England']	['Mary I of England', 'Elizabeth I of England', 'Edward VI of England']		['Henry FitzRoy']	['Mary I of England', 'Elizabeth I of England', 'Edward VI of England']
no_usparql_1501	Which countries have territories in Oceania?	Which countries are located in Oceania in whole or in part?	Which countries are entirely contained in Oceania?	Which countries are only partially (not fully) contained in Oceania?		['Australia', 'Fiji', 'Kiribati', 'Marshall Islands', 'Micronesia', 'Nauru', 'New Zealand', 'Palau', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Tuvalu', 'Vanuatu']	['Australia', 'Papua New Guinea', 'New Zealand', 'Fiji', 'Solomon Islands', 'Vanuatu', 'Samoa', 'Tonga', 'Micronesia', 'Marshall Islands', 'Palau', 'Kiribati', 'Tuvalu', 'Nauru']		['Australia', 'Papua New Guinea']	['Australia', 'New Zealand']
no_usparql_1511	What states does the Sierra Nevada run through in the United States?	Which states does the Sierra Nevada run through in the United States?	Which states with a Democratic governor does the Sierra Nevada run through in the United States?	Which states without a Democratic governor does the Sierra Nevada run through in the United States?		['California', 'Nevada']	['California', 'Nevada']		['California']	['California']
no_usparql_1540	Who has Stephen Ireland played for?	For which teams has Stephen Ireland played?	Which teams has Stephen Ireland played for in the English Premier League?	Which teams has Stephen Ireland played for outside the English Premier League?		['Manchester City', 'Aston Villa', 'Newcastle United', 'Celtic', 'Nottingham Forest', 'Birmingham City']	['Manchester City', 'Aston Villa', 'Stoke City', 'Nottingham Forest']		['Bohemians']	['Manchester City', 'Aston Villa']
no_usparql_1542	Which celebrities has Brody Jenner been confirmed to have dated or rumored to have dated?	Who are the celebrities Brody Jenner has dated, either confirmed or rumored?	Which celebrities has Brody Jenner confirmed to have dated?	Which celebrities has Brody Jenner been rumored but not confirmed to have dated?		['Lauren Conrad', 'Bridget Marquardt', 'Jayde Nicole', 'Kristin Cavallari']	['Lauren Conrad', 'Bridget Marquardt', 'Jayde Nicole']		['Kendall Jenner', 'Gigi Hadid']	['Lauren Conrad', 'Bridget Marquardt', 'Jayde Nicole']
no_usparql_1554	What countries are members of NAFTA?	Which countries are in NAFTA?	What countries are members of NAFTA and in Latin America?	What countries are members of NAFTA but not in Latin America?		['United States of America', 'Canada', 'Mexico']	['United States of America', 'Canada', 'Mexico']			['Mexico', 'Canada', 'United States of America']
no_usparql_1562	What books did Louis Sachar write?	Which books has Louis Sachar write?	Which books did Louis Sachar write that were adapted into movies?	Which books did Louis Sachar write that were not adapted into movies?		"['Holes', 'Sideways Stories from Wayside School', ""There's a Boy in the Girls' Bathroom"", 'Fuzzy Mud', 'The Cardturner', 'Small Steps', ""Dogs Don't Tell Jokes"", 'The Boy Who Lost His Face']"	"['Holes', ""There's a Boy in the Girls' Bathroom"", 'Sideways Stories from Wayside School', 'Fuzzy Mud', 'The Cardturner', 'Small Steps']"		['Holes']	['Holes']
no_usparql_1566	What states share a border with Tennessee?	Which states does Tennessee border?	What states share a border with Tennessee but not with Illinois?	What states share a border with Tennessee and Illinois?		['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri', 'North Dakota', 'Nebraska', 'Kansas', 'Oklahoma', 'Texas']	['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']		['Kentucky', 'Missouri']	['Kentucky', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']
no_usparql_1649	What educational institutions did Sir Isaac Newton attend?	Which educational institutions did Sir Isaac Newton attend?	What tertiary-level educational institutions did Sir Isaac Newton attend?	What primary and secondary-level educational institutions did Sir Isaac Newton attend?		['University of Cambridge']	['University of Cambridge']		"[""The King's School in Grantham"", 'The University of Cambridge']"	['University of Cambridge']
no_usparql_1651	What books are written by Suzanne Collins?	Which books has Suzanne Collins authored?	"What books are written by Suzanne Collins that belong to the ""Hunger Games"" series?"	"What books are written by Suzanne Collins are not part of the ""Hunger Games"" series?"		['The Hunger Games', 'Catching Fire', 'Mockingjay']	['The Hunger Games', 'Catching Fire', 'Mockingjay']		['The Underland Chronicles']	['The Hunger Games', 'Catching Fire', 'Mockingjay']
no_usparql_1744	Who were King Henry VII's children?	Who were the children of King Henry VII?	Which children of King Henry VII survived to adulthood?	Which children of King Henry VII died in childhood?		['Arthur, Prince of Wales', 'Henry VIII of England', 'Margaret Tudor', 'Mary Tudor', 'Henry Stuart, Lord Darnley']	['Henry VIII', 'Margaret Tudor', 'Mary Tudor', 'Elizabeth of York']		['Arthur, Prince of Wales', 'Henry, Duke of Cornwall']	['Henry VIII', 'Margaret Tudor']
no_usparql_1923	Who were Demeter's siblings?	Who were the brothers and sisters of Demeter?	Who were the brothers of Demeter?	Who were the sisters of Demeter?		['Zeus', 'Hades', 'Poseidon', 'Hera', 'Hestia', 'Demeter']	['Zeus', 'Hades', 'Poseidon', 'Hestia', 'Hera', 'Ares']		['Hades', 'Hades', 'Persephone']	['Zeus', 'Hades', 'Poseidon']
no_usparql_1947	Who are the U.S. senators of Pennsylvania?	Which individuals serve as U.S. senators representing Pennsylvania?	Who are the Democratic U.S. senators of Pennsylvania?	Who are the Republican U.S. senators of Pennsylvania?		['John Fetterman', 'Robert Casey Jr.']	['John Fetterman', 'Robert P. Casey Jr.']		['Patrick Toomey']	['Bob Casey Jr.']
no_usparql_1979	Who has been a coach for the Carolina Panthers?	Who has coached the Carolina Panthers?	Who has been the head coach of the Carolina Panthers?	Who has been an assistant coach but never head coach of the Carolina Panthers?		['Ron Rivera', 'John Fox', 'George Seifert']	['John Fox', 'Ron Rivera']		['Steve Wilks', 'Steve Wilks']	['Frank Reich']
no_usparql_2105	Which countries constitute the European Union?	Which countries make up the European Union?	Which countries are original members of the European Union and are still members?	Which countries are members of the European Union but are not original members?		['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']	['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']		['Austria', 'Finland', 'Sweden', 'Cyprus', 'Malta', 'Czech Republic', 'Estonia', 'Hungary', 'Latvia', 'Lithuania', 'Poland', 'Slovakia', 'Slovenia', 'Bulgaria', 'Croatia']	['Belgium', 'France', 'Germany', 'Italy', 'Luxembourg', 'Netherlands']
