usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_682	Which present-day countries use English as an official language?	Which contemporary countries have English as an official language?	Which present-day countries use English as their only official language?	Which present-day countries use English as one of their multiple official languages?		['Antigua and Barbuda', 'Australia', 'Bahamas', 'Barbados', 'Belize', 'Botswana', 'Cameroon', 'Canada', 'Dominica', 'Fiji', 'Gambia', 'Ghana', 'Grenada', 'Guyana', 'India', 'Ireland', 'Jamaica', 'Kenya', 'Kiribati', 'Lesotho', 'Liberia', 'Malawi', 'Malta', 'Marshall Islands', 'Mauritius', 'Micronesia', 'Namibia', 'Nauru', 'New Zealand', 'Nigeria', 'Pakistan', 'Palau', 'Papua New Guinea', 'Philippines', 'Rwanda', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Samoa', 'Seychelles', 'Sierra Leone', 'Singapore', 'Solomon Islands', 'South Africa', 'South Sudan', 'Sudan', 'Eswatini', 'Tanzania', 'Tonga', 'Trinidad and Tobago', 'Tuvalu', 'Uganda', 'United Kingdom of Great Britain and Northern Ireland', 'United States of America', 'Vanuatu', 'Zambia', 'Zimbabwe']	['Antigua and Barbuda', 'Australia', 'Bahamas', 'Barbados', 'Belize', 'Botswana', 'Cameroon', 'Canada', 'Dominica', 'Fiji', 'Gambia', 'Ghana', 'Grenada', 'Guyana', 'India', 'Ireland', 'Jamaica', 'Kenya', 'Kiribati', 'Lesotho', 'Liberia', 'Malawi', 'Malta', 'Marshall Islands', 'Mauritius', 'Micronesia', 'Namibia', 'Nauru', 'New Zealand', 'Nigeria', 'Pakistan', 'Palau', 'Papua New Guinea', 'Philippines', 'Rwanda', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Samoa', 'Seychelles', 'Sierra Leone', 'Singapore', 'Solomon Islands', 'South Africa', 'South Sudan', 'Sudan', 'Eswatini', 'Tanzania', 'Tonga', 'Trinidad and Tobago', 'Tuvalu', 'Uganda', 'United Kingdom of Great Britain and Northern Ireland', 'United States of America', 'Vanuatu', 'Zambia', 'Zimbabwe']		['India', 'Pakistan', 'South Africa', 'Nigeria', 'Canada', 'Singapore', 'Philippines', 'Kenya', 'Uganda', 'Zimbabwe', 'Cameroon', 'Botswana', 'Namibia', 'Ghana', 'Malawi', 'Tanzania', 'Rwanda', 'Seychelles', 'Fiji', 'Papua New Guinea', 'Vanuatu', 'Solomon Islands', 'Sierra Leone', 'Liberia', 'Lesotho', 'Swaziland', 'Zambia', 'Mauritius', 'Malta', 'New Zealand']	['Barbados', 'Belize', 'Botswana', 'Dominica', 'Grenada', 'Guyana', 'Jamaica', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago']
no_usparql_692	What are the official languages of Canada?	What languages are officially recognized in Canada?	What is the official language of Canada used by the majority of the population?	What are the official languages of Canada used by a minority of the population?  		['English', 'French']	['English', 'French']		['French', 'English']	['English']
no_usparql_701	Who were the Vice Presidents under Lincoln?	Who were the Vice Presidents of Lincoln?	Who was the Vice President under Abraham Lincoln during his first term?	Who was the Vice President under Abraham Lincoln during his second term?		['Hannibal Hamlin', 'Andrew Johnson']	['Hannibal Hamlin', 'Andrew Johnson']		['Andrew Johnson']	['Hannibal Hamlin']
no_usparql_753	Which countries does Egypt border?	Which countries share a border with Egypt?	What majority Arab countries does Egypt border?	What non-Arab majority countries does Egypt border?		['Libya', 'Sudan', 'Israel', 'Palestine']	['Libya', 'Sudan', 'Israel', 'Palestine']		['Sudan', 'Israel']	['Libya', 'Sudan']
no_usparql_788	Which countries border the Baltic sea?	What countries have coastlines along the Baltic Sea?	Which countries border the Baltic Sea and are members of the European Union?	Which countries border the Baltic Sea and are not members of the European Union?		['Denmark', 'Estonia', 'Finland', 'Germany', 'Latvia', 'Lithuania', 'Poland', 'Russia', 'Sweden']	['Denmark', 'Estonia', 'Finland', 'Germany', 'Latvia', 'Lithuania', 'Poland', 'Russia', 'Sweden']		['Norway', 'Russian Federation']	['Denmark', 'Estonia', 'Finland', 'Germany', 'Latvia', 'Lithuania', 'Poland', 'Sweden']
no_usparql_814	What are the different dialects of Chinese?	What dialects are spoken in the Chinese language?	What dialect of Chinese is the majority dialect of Hong Kong?	What dialects of Chinese are not the majority dialect of Hong Kong?		['Mandarin Chinese', 'Cantonese Chinese', 'Shanghainese Chinese', 'Hokkien Chinese', 'Hakka Chinese', 'Gan Chinese', 'Xiang Chinese', 'Min Chinese', 'Wu Chinese', 'Jin Chinese', 'Pinghua Chinese', 'Huizhou Chinese']	['Mandarin', 'Cantonese', 'Shanghainese', 'Hokkien', 'Hakka', 'Gan', 'Xiang', 'Min', 'Wu', 'Jin', 'Pinghua', 'Huizhou']		['Mandarin Chinese', 'Hakka Chinese', 'Min Chinese', 'Wu Chinese', 'Xiang Chinese', 'Gan Chinese', 'Pinghua Chinese']	['Cantonese']
no_usparql_889	Which American presidents were in office during the Vietnam War?	Who were the U.S. presidents during the Vietnam War?	Which American presidents were in office during the Vietnam War but not when it ended?	Which American president was in office when the Vietnam War ended?		['Dwight David Eisenhower', 'John Fitzgerald Kennedy', 'Lyndon Baines Johnson', 'Richard Milhous Nixon', 'Gerald Rudolph Ford Junior']	['Dwight David Eisenhower', 'John Fitzgerald Kennedy', 'Lyndon Baines Johnson', 'Richard Milhous Nixon', 'Gerald Rudolph Ford']		['Gerald Ford']	['Dwight David Eisenhower', 'John Fitzgerald Kennedy', 'Lyndon Baines Johnson', 'Richard Milhous Nixon']
no_usparql_894	Which European countries have had a constitutional monarchy at some point in history?	Which European nations have had a constitutional monarchy as their form of government?	Which European countries currently have had a constitutional monarchy?	Which European countries once had a constitutional monarchy but now have a different form of government?		['United Kingdom of Great Britain and Northern Ireland', 'Sweden', 'Norway', 'Denmark', 'Netherlands', 'Belgium', 'Luxembourg', 'Spain', 'Portugal', 'Italy', 'Greece', 'France', 'Germany', 'Austria', 'Hungary', 'Romania', 'Bulgaria', 'Serbia', 'Montenegro', 'Croatia', 'Albania', 'Poland', 'Czech Republic', 'Slovakia', 'Russia']	['United Kingdom of Great Britain and Northern Ireland', 'Kingdom of Spain', 'Kingdom of Sweden', 'Kingdom of Norway', 'Kingdom of Denmark', 'Kingdom of the Netherlands', 'Kingdom of Belgium', 'Grand Duchy of Luxembourg', 'Principality of Liechtenstein', 'Principality of Monaco']		['France', 'Germany', 'Italy', 'Greece', 'Austria', 'Hungary', 'Portugal', 'Russia', 'Serbia', 'Romania', 'Bulgaria', 'Albania']	['Belgium', 'Denmark', 'Liechtenstein', 'Luxembourg', 'Monaco', 'Netherlands', 'Norway', 'Spain', 'Sweden', 'United Kingdom of Great Britain and Northern Ireland']
no_usparql_901	Give me all professional skateboarders from Sweden.	List every professional skateboarder who is from Sweden.	Give me all male professional skateboarders from Sweden.	Give me all professional skateboarders from Sweden who are not male.		['Ali Boulala', 'Oskar Rozenberg Hallberg', 'John Magnusson', 'Josef Scott Jatta', 'Fernando Bramsmark']	['Ali Boulala', 'John Magnusson', 'Oskar Rozenberg Hallberg', 'Fernando Bramsmark', 'Karl Berglind', 'Josef Scott Jatta']		['Oskar Rozenberg Hallberg', 'Sarah Meurle']	['Ali Boulala', 'John Magnusson', 'Oskar Rozenberg Hallberg']
no_usparql_921	Which professional surfers were born in Australia?	Who are the professional surfers that were born in Australia?	Which professional surfers were born in Sydney, Australia?	Which professional surfers were born in Australia outside of Sydney?		['Mick Fanning', 'Stephanie Gilmore', 'Joel Parkinson', 'Sally Fitzgibbons', 'Owen Wright', 'Tyler Wright', 'Julian Wilson', 'Layne Beachley', 'Mark Occhilupo', 'Taj Burrow']	['Mick Fanning', 'Stephanie Gilmore', 'Joel Parkinson', 'Sally Fitzgibbons', 'Owen Wright', 'Tyler Wright', 'Julian Wilson', 'Taj Burrow', 'Jack Robinson', 'Ryan Callinan', 'Adrian Buchan', 'Laura Enever', 'Keely Andrew', 'Bronte Macaulay', 'Isabella Nichols']		['Mick Fanning', 'Stephanie Gilmore', 'Joel Parkinson', 'Owen Wright', 'Tyler Wright', 'Julian Wilson', 'Sally Fitzgibbons', 'Mick Lowe', 'Taj Burrow', 'Jack Robinson', 'Ryan Callinan', 'Adrian Buchan']	['Tom Carroll', 'Laura Enever', 'Sally Fitzgibbons', 'Mark Richards']
no_usparql_930	Which space probes were sent into orbit around the sun?	What space probes have been launched to orbit the sun?	Which space probes were sent into orbit around the sun and are still operational?	Which space probes were sent into orbit around the sun but are no longer operational?		['Pioneer 6', 'Pioneer 7', 'Pioneer 8', 'Pioneer 9', 'Helios 1', 'Helios 2', 'Ulysses', 'Solar and Heliospheric Observatory', 'Advanced Composition Explorer', 'Solar Terrestrial Relations Observatory A', 'Solar Terrestrial Relations Observatory B', 'Parker Solar Probe', 'Solar Orbiter']	['Pioneer 6', 'Pioneer 7', 'Pioneer 8', 'Pioneer 9', 'Helios 1', 'Helios 2', 'Ulysses', 'Solar and Heliospheric Observatory', 'Advanced Composition Explorer', 'Solar Terrestrial Relations Observatory A', 'Solar Terrestrial Relations Observatory B', 'Parker Solar Probe', 'Solar Orbiter']		['Pioneer 6', 'Pioneer 7', 'Pioneer 8', 'Pioneer 9', 'Helios 1', 'Helios 2', 'International Cometary Explorer', 'Solar and Heliospheric Observatory']	['Parker Solar Probe', 'Solar and Heliospheric Observatory', 'Solar Terrestrial Relations Observatory A', 'BepiColombo', 'Solar Orbiter']
no_usparql_931	Which German cities have more than 250000 inhabitants?	In which German cities does the population exceed 250,000?	Which German cities have more than 250000 inhabitants but fewer than 1000000?	Which German cities have more than 1000000 inhabitants?		['Berlin', 'Hamburg', 'Munich', 'Cologne', 'Frankfurt am Main', 'Stuttgart', 'Düsseldorf', 'Leipzig', 'Dortmund', 'Essen', 'Bremen', 'Dresden', 'Hanover', 'Nuremberg', 'Duisburg', 'Bochum', 'Wuppertal', 'Bielefeld', 'Bonn', 'Münster', 'Karlsruhe', 'Mannheim', 'Augsburg', 'Wiesbaden', 'Gelsenkirchen', 'Mönchengladbach', 'Braunschweig', 'Chemnitz', 'Kiel', 'Aachen', 'Halle (Saale)', 'Magdeburg', 'Freiburg im Breisgau']	['Berlin', 'Hamburg', 'Munich', 'Cologne', 'Frankfurt am Main', 'Stuttgart', 'Düsseldorf', 'Leipzig', 'Dortmund', 'Essen', 'Bremen', 'Dresden', 'Hanover', 'Nuremberg', 'Duisburg', 'Bochum', 'Wuppertal', 'Bielefeld', 'Bonn', 'Münster', 'Karlsruhe', 'Mannheim', 'Augsburg', 'Wiesbaden', 'Gelsenkirchen', 'Mönchengladbach', 'Braunschweig', 'Chemnitz', 'Kiel', 'Aachen']		['Berlin', 'Hamburg', 'Munich', 'Cologne']	['Aachen', 'Augsburg', 'Bochum', 'Bonn', 'Braunschweig', 'Chemnitz', 'Dortmund', 'Dresden', 'Duisburg', 'Erfurt', 'Essen', 'Freiburg im Breisgau', 'Gelsenkirchen', 'Halle an der Saale', 'Hannover', 'Karlsruhe', 'Kiel', 'Krefeld', 'Leipzig', 'Magdeburg', 'Mainz', 'Mannheim', 'Mönchengladbach', 'Münster', 'Nürnberg', 'Oberhausen', 'Saarbrücken', 'Wiesbaden', 'Wuppertal']
no_usparql_943	Give me all spacecraft that flew to Mars.	List every spacecraft that has traveled to Mars.	Give me all spacecrafts that successfully landed on Mars.	Give me all spacecrafts that flew by or orbited Mars but did not land.		['Marsnik 1', 'Marsnik 2', 'Sputnik 22', 'Mars 1', 'Sputnik 24', 'Mariner 3', 'Mariner 4', 'Zond 2', 'Mariner 6', 'Mariner 7', 'Mariner 8', 'Kosmos 419', 'Mars 2', 'Mars 3', 'Mariner 9', 'Mars 4', 'Mars 5', 'Mars 6', 'Mars 7', 'Viking 1', 'Viking 2', 'Phobos 1', 'Phobos 2', 'Mars Observer', 'Mars Global Surveyor', 'Mars Pathfinder', 'Mars Climate Orbiter', 'Mars Polar Lander', 'Deep Space 2', '2001 Mars Odyssey', 'Mars Express', 'Spirit', 'Opportunity', 'Mars Reconnaissance Orbiter', 'Phoenix', 'Fobos-Grunt', 'Yinghuo-1', 'Curiosity', 'Mangalyaan', 'MAVEN', 'ExoMars Trace Gas Orbiter', 'Schiaparelli EDM lander', 'InSight', 'Hope', 'Tianwen-1', 'Perseverance', 'Ingenuity']	['Marsnik 1', 'Marsnik 2', 'Sputnik 22', 'Mars 1', 'Sputnik 24', 'Mariner 3', 'Mariner 4', 'Zond 2', 'Mariner 6', 'Mariner 7', 'Mars 1969A', 'Mars 1969B', 'Mariner 8', 'Kosmos 419', 'Mars 2', 'Mars 3', 'Mariner 9', 'Mars 4', 'Mars 5', 'Mars 6', 'Mars 7', 'Viking 1', 'Viking 2', 'Phobos 1', 'Phobos 2', 'Mars Observer', 'Mars Global Surveyor', 'Mars 96', 'Mars Pathfinder', 'Nozomi', 'Mars Climate Orbiter', 'Mars Polar Lander', 'Deep Space 2', '2001 Mars Odyssey', 'Mars Express', 'Spirit (Mars Exploration Rover A)', 'Opportunity (Mars Exploration Rover B)', 'Mars Reconnaissance Orbiter', 'Phoenix', 'Fobos-Grunt', 'Yinghuo-1', 'Curiosity (Mars Science Laboratory)', 'Mangalyaan (Mars Orbiter Mission)', 'MAVEN (Mars Atmosphere and Volatile Evolution Mission)', 'ExoMars Trace Gas Orbiter', 'Schiaparelli EDM lander', 'Hope (Emirates Mars Mission)', 'Tianwen-1', 'Perseverance (Mars 2020)', 'Ingenuity (Mars Helicopter)']		['Mariner Four', 'Mariner Six', 'Mariner Seven', 'Mariner Nine', 'Mars One', 'Mars Two Orbiter', 'Mars Three Orbiter', 'Mars Four', 'Mars Five', 'Mars Six Orbiter', 'Mars Seven', 'Viking One Orbiter', 'Viking Two Orbiter', 'Phobos One', 'Phobos Two', 'Mars Global Surveyor', 'Mars Odyssey', 'Mars Express', 'Mars Reconnaissance Orbiter', 'Mars Atmosphere and Volatile Evolution Mission', 'Trace Gas Orbiter', 'Hope Mars Mission', 'Mangalyaan', 'Tianwen One Orbiter', 'Zhurong Rover Orbiter', 'Nozomi']	['Mars 3', 'Viking 1', 'Viking 2', 'Pathfinder', 'Spirit', 'Opportunity', 'Phoenix', 'Curiosity', 'InSight', 'Perseverance', 'Zhurong']
no_usparql_945	Give me all taikonauts.	Provide me with a list of all taikonauts.	Give me all taikonauts who have flown in space.	Give me all taikonauts who have never flown in space.		['Yang Liwei', 'Fei Junlong', 'Nie Haisheng', 'Zhai Zhigang', 'Liu Boming', 'Jing Haipeng', 'Liu Wang', 'Wang Yaping', 'Zhang Xiaoguang', 'Chen Dong', 'Tang Hongbo', 'Ye Guangfu', 'Cai Xuzhe', 'Deng Qingming', 'Zhu Yangzhu', 'Gui Haichao', 'Tang Shengjie', 'Jiang Xinlin']	['Yang Liwei', 'Fei Junlong', 'Nie Haisheng', 'Zhai Zhigang', 'Liu Boming', 'Jing Haipeng', 'Liu Wang', 'Wang Yaping', 'Zhang Xiaoguang', 'Chen Dong', 'Tang Hongbo', 'Ye Guangfu', 'Cai Xuzhe', 'Deng Qingming', 'Zhu Yangzhu', 'Gui Haichao', 'Tang Shengjie', 'Jiang Xinlin']		['Chen Dong', 'Chen Quan', 'Deng Qingming', 'Li Qinglong', 'Li Guangsu', 'Liu Boming', 'Liu Wang', 'Pan Zhanchuan', 'Tang Hongbo', 'Wang Yaping', 'Ye Guangfu', 'Zhang Xiaoguang', 'Zhu Yangzhu']	['Yang Liwei', 'Fei Junlong', 'Nie Haisheng', 'Zhai Zhigang', 'Liu Boming', 'Jing Haipeng', 'Liu Wang', 'Wang Yaping', 'Zhang Xiaoguang', 'Chen Dong', 'Tang Hongbo', 'Ye Guangfu', 'Cai Xuzhe', 'Deng Qingming', 'Zhang Lu', 'Gui Haichao', 'Tang Shengjie', 'Jiang Xinlin', 'Zhu Yangzhu']
no_usparql_946	Which countries have more than ten volcanoes in total?	Which countries have above ten volcanoes in total?	Which countries have more than ten active volcanoes?	Which countries have more than ten volcanoes but fewer than ten active ones?		['Indonesia', 'Japan', 'United States of America', 'Russia', 'Chile', 'Ethiopia', 'Philippines', 'Papua New Guinea', 'Iceland', 'Italy', 'New Zealand']	['Indonesia', 'Japan', 'United States of America', 'Russia', 'Chile', 'Ecuador', 'Philippines', 'Iceland', 'Papua New Guinea', 'Italy', 'New Zealand']		['Japan', 'Indonesia', 'Italy', 'Russia', 'Philippines', 'Mexico', 'Papua New Guinea', 'Ecuador', 'Chile', 'New Zealand']	['Indonesia', 'Japan', 'United States of America', 'Russia', 'Chile', 'Ethiopia', 'Papua New Guinea', 'Philippines', 'Italy', 'Iceland', 'New Zealand']
no_usparql_966	Who were the crew members on the Apollo 11 mission?	Which individuals participated in the Apollo 11 mission?	Who from the Apollo 11 mission was still alive as of January 1st, 2025?	Who from the Apollo 11 mission died before January 1st, 2025?		['Neil Armstrong', 'Buzz Aldrin', 'Michael Collins']	['Neil Armstrong', 'Buzz Aldrin', 'Michael Collins']		['Neil Armstrong', 'Michael Collins']	['Michael Collins', 'Buzz Aldrin']
no_usparql_967	Give me all B-sides of the Ramones.	Could you provide a list of all the Ramones' B-sides?	Give me all B-sides of the Ramones released before 1985.	Give me all B-sides of the Ramones released on or after 1985.		"['I Wanna Be Your Boyfriend', 'California Sun', 'Babysitter', 'I Remember You', 'Swallow My Pride', ""I Can't Give You Anything"", 'Carbona Not Glue', 'Sheena Is a Punk Rocker', ""It's a Long Way Back to Germany"", ""I Don't Care"", ""Surfin' Bird"", 'Go Mental', 'I Want You Around', ""Do You Remember Rock 'n' Roll Radio?"", ""Let's Go"", 'All the Way', ""You Sound Like You're Sick"", 'Sitting in My Room', 'Indian Giver', 'Chasing the Night', 'Street Fighting Man', ""Can't Say Anything Nice"", 'Go Home Ann', 'Slug', ""I Don't Want to Live This Life (Anymore)"", 'Smash You', ""Merry Christmas (I Don't Want to Fight Tonight)"", 'Pet Sematary (Single Version)', 'Any Way You Want It', 'She Talks to Rainbows', 'R.A.M.O.N.E.S.']"	"[""I Don't Wanna Be Learned/I Don't Wanna Be Tamed"", 'Babysitter', ""It's a Long Way Back to Germany"", 'I Remember You', 'I Want You Around', 'Go Mental', ""Do You Remember Rock 'n' Roll Radio?"", 'Sitting in My Room', ""All's Quiet on the Eastern Front"", 'Slug', 'Chasing the Night', 'Street Fighting Man', 'Indian Giver', ""Can't Say Anything Nice"", 'Go Home Ann', 'Any Way You Want It', 'She Belongs to Me', ""I Don't Want to Live This Life (Anymore)"", 'Smash You', ""I Can't Get You Out of My Mind"", ""Merry Christmas (I Don't Want to Fight Tonight)"", 'Pet Sematary (Single Version)', 'Life Goes On', 'Spiderman', 'R.A.M.O.N.E.S.', 'Tomorrow She Goes Away', 'Censorshit', 'Out of Time', 'Have a Nice Day', 'She Talks to Rainbows', ""I Don't Want to Grow Up (Live)"", 'R.A.M.O.N.E.S. (Motörhead Version)']"		"['Go Mental', 'Street Fighting Man', 'Smash You', 'Indian Giver', ""I Don't Want to Live This Life (Anymore)"", ""Can't Say Anything Nice"", 'Any Way You Want It', 'She Belongs to Me', 'Slug', 'Censorshit', 'Touring', 'Spiderman', 'R.A.M.O.N.E.S.']"	"['Havana Affair', 'I Remember You', 'Babysitter', ""I Don't Wanna Go Down to the Basement"", 'California Sun', ""I Can't Be"", 'Do You Wanna Dance?', ""It's a Long Way Back to Germany"", 'I Want You Around', 'Go Mental', 'All the Way', ""You Sound Like You're Sick"", 'Sitting in My Room', 'Indian Giver', 'Time Has Come Today', ""I Don't Want You"", ""She's a Sensation"", 'Chasing the Night', 'Howling at the Moon (Sha-La-La)']"
no_usparql_983	Which French politicians were married to a German?	Which French politicians had a spouse who was German?	Which French politicians were married to a German man?	Which French politicians were married to a German woman or non-binary person?		"[""Valéry Giscard d'Estaing"", 'Nicolas Sarkozy']"	"[""Valéry Giscard d'Estaing"", 'Nicolas Sarkozy']"			
no_usparql_989	Which movies did Kurosawa direct?	What are the movies directed by Kurosawa?	Which movies did Kurosawa direct that are dramas?	Which movies did Kurosawa direct that are not dramas?		"['Sanshiro Sugata', 'The Most Beautiful', 'Sanshiro Sugata Part Two', ""The Men Who Tread on the Tiger's Tail"", 'No Regrets for Our Youth', 'One Wonderful Sunday', 'Drunken Angel', 'The Quiet Duel', 'Stray Dog', 'Scandal', 'Rashomon', 'The Idiot', 'Ikiru', 'Seven Samurai', 'I Live in Fear', 'Throne of Blood', 'The Lower Depths', 'The Hidden Fortress', 'The Bad Sleep Well', 'Yojimbo', 'Sanjuro', 'High and Low', 'Red Beard', ""Dodes'ka-den"", 'Dersu Uzala', 'Kagemusha', 'Ran', 'Dreams', 'Rhapsody in August', 'Madadayo']"	"['Sanshiro Sugata', 'The Most Beautiful', 'Sanshiro Sugata Part Two', ""The Men Who Tread on the Tiger's Tail"", 'No Regrets for Our Youth', 'One Wonderful Sunday', 'Drunken Angel', 'The Quiet Duel', 'Stray Dog', 'Scandal', 'Rashomon', 'The Idiot', 'Ikiru', 'Seven Samurai', 'I Live in Fear', 'Throne of Blood', 'The Lower Depths', 'The Hidden Fortress', 'The Bad Sleep Well', 'Yojimbo', 'Sanjuro', 'High and Low', 'Red Beard', ""Dodes'ka-den"", 'Dersu Uzala', 'Kagemusha', 'Ran', 'Dreams', 'Rhapsody in August', 'Madadayo']"		['The Hidden Fortress', 'Yojimbo', 'Sanjuro', 'The Bad Sleep Well', 'Dersu Uzala']	['Ikiru', 'Rashomon', 'High and Low', 'Red Beard', 'Scandal', 'The Quiet Duel', 'No Regrets for Our Youth', 'One Wonderful Sunday', 'Drunken Angel', 'The Lower Depths', 'Dodesukaden', 'Rhapsody in August', 'Madadayo']
no_usparql_993	Give me all Frisian islands that belong to the Netherlands.	Which Frisian islands are part of the Netherlands?	Give me all Frisian islands that belong to the Netherlands and are inhabited.	Give me all Frisian islands that belong to the Netherlands and are uninhabited.		['Texel', 'Vlieland', 'Terschelling', 'Ameland', 'Schiermonnikoog', 'Noorderhaaks', 'Rottumerplaat', 'Rottumeroog', 'Griend', 'Simonszand', 'Zuiderduintjes']	['Texel', 'Vlieland', 'Terschelling', 'Ameland', 'Schiermonnikoog']		['Griend', 'Rottumerplaat', 'Rottumeroog', 'Noorderhaaks', 'Zuiderduintjes']	['Texel', 'Vlieland', 'Terschelling', 'Ameland', 'Schiermonnikoog']
no_usparql_1051	Which officially recognized religions are present in Indonesia?	What religions do Indonesians are official recognized?	Which Abrahamic religions are officially recognized in Indonesia?	Which non-Abrahamic religions are officially recognized in Indonesia?		['Islam', 'Protestant Christianity', 'Roman Catholic Christianity', 'Hinduism', 'Buddhism', 'Confucianism']	['Islam', 'Protestant Christianity', 'Roman Catholic Christianity', 'Hinduism', 'Buddhism', 'Confucianism']		['Hinduism', 'Buddhism', 'Confucianism']	['Islam', 'Christianity', 'Catholicism', 'Protestantism', 'Judaism']
no_usparql_1061	What battles did Stonewall Jackson fight in during his military career?	In which battles did Stonewall Jackson participate during his military career?	What battles did Stonewall Jackson fight in during the American Civil War?	What battles did Stonewall Jackson fight in outside of the American Civil War?		['First Battle of Bull Run', 'First Battle of Kernstown', 'Battle of McDowell', 'Battle of Front Royal', 'Battle of Winchester', 'Battle of Cross Keys', 'Battle of Port Republic', 'Seven Days Battles', 'Battle of Cedar Mountain', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville']	['First Battle of Bull Run', 'First Battle of Kernstown', 'Battle of McDowell', 'Battle of Front Royal', 'Battle of Winchester', 'Battle of Cross Keys', 'Battle of Port Republic', 'Seven Days Battles', 'Battle of Cedar Mountain', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville']			"['First Battle of Bull Run', 'First Battle of Kernstown', 'Battle of McDowell', 'Battle of Front Royal', 'Battle of Winchester', 'Battle of Cross Keys', 'Battle of Port Republic', ""Battle of Gaines's Mill"", 'Battle of Glendale', 'Battle of Malvern Hill', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville']"
no_usparql_1071	Which countries speak German officially?	In which countries is German an official language?	Which countries have German but not French as an official language?	Which countries have both German and French as official languages?		['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg', 'Belgium']	['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg', 'Belgium']		['Switzerland', 'Belgium', 'Luxembourg']	['Germany', 'Austria', 'Liechtenstein']
no_usparql_1089	What basketball teams has Shaq played for?	Which basketball teams did Shaquille O'Neal play on?	What NBA basketball teams has Shaquille O'Neal played for?	What international or non-NBA basketball teams has Shaquille O'Neal played for?		['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']	['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']			['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']
no_usparql_1142	What countries are considered part of the Baltic region?	Which countries belong to the Baltic region?	What landlocked countries are considered part of the Baltic region?	What countries with a coastline are considered part of the Baltic region?		['Estonia', 'Latvia', 'Lithuania']	['Estonia', 'Latvia', 'Lithuania']		['Denmark', 'Estonia', 'Finland', 'Germany', 'Latvia', 'Lithuania', 'Poland', 'Russia', 'Sweden']	
no_usparql_1159	What states make up New England?	Which states constitute New England?	"Which states in New England have ""New"" in their name?"	"Which states in New England do not have ""New"" in their name?"		['Connecticut', 'Maine', 'Massachusetts', 'New Hampshire', 'Rhode Island', 'Vermont']	['Connecticut', 'Maine', 'Massachusetts', 'New Hampshire', 'Rhode Island', 'Vermont']		['Vermont', 'Maine', 'Rhode Island']	['New Hampshire', 'New Massachusetts', 'New Connecticut']
no_usparql_1170	Which U.S. states does the Colorado River run through?	Through which American states does the Colorado River flow?	Which U.S. states does the Colorado River run through in the Upper Basin?	Which U.S. states does the Colorado River run through in the Lower Basin?		['Colorado', 'Utah', 'Arizona', 'Nevada', 'California', 'New Mexico', 'Wyoming']	['Colorado', 'Utah', 'Arizona', 'Nevada', 'California']		['Nevada', 'Arizona', 'California']	['Colorado', 'New Mexico', 'Utah', 'Wyoming']
no_usparql_1172	Which continents did the Roman Empire span?	What continents did the Roman Empire spread over?	On which continent did the Roman Empire start?	To which continents did the Roman Empire expand beyond the first continent?		['Europe', 'Asia', 'Africa']	['Europe', 'Asia', 'Africa']		['Africa', 'Asia']	['Europe']
no_usparql_1183	What countries have Spanish as a national language?	Which countries recognize Spanish as an official language?	What countries have Spanish as an official language and do not have a non-Indo-European official language?	What countries have Spanish and a non-Indo-European language as official languages?		['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Equatorial Guinea', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Spain', 'Uruguay', 'Venezuela']	['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Equatorial Guinea', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Spain', 'Uruguay', 'Venezuela']		['Paraguay', 'Bolivia', 'Peru', 'Equatorial Guinea']	['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Equatorial Guinea', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Spain', 'Uruguay', 'Venezuela']
