Q_ID,dataset,llm,R(1-2),R(1-3),R(1-4),R(3-4),R(1-34)
18,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
19,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
20,spinach,gpt-5-nano,Equivalence,Unknown,Contains,Disjoint,Equivalence
21,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
22,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
23,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
24,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
25,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
26,spinach,gpt-5-nano,Equivalence,Disjoint,Equivalence,ContainedBy,Equivalence
27,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
28,spinach,gpt-5-nano,Equivalence,"Equivalence
Contains",Contains,Disjoint,Equivalence
29,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
30,spinach,gpt-5-nano,Equivalence,Contains,Contains,Unknown,Equivalence
31,spinach,gpt-5-nano,Contains,Contains,Contains,Disjoint,Equivalence
32,spinach,gpt-5-nano,Equivalence,Contains,Contains,Overlap,ContainedBy
33,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
34,spinach,gpt-5-nano,ContainedBy,Contains,Contains,Disjoint,Equivalence
35,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
36,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
37,spinach,gpt-5-nano,Equivalence,Contains,Contains,Contains,Equivalence
38,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
39,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
40,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
41,spinach,gpt-5-nano,Equivalence,Unknown,Contains,Disjoint,Equivalence
42,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
43,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Contains
44,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Contains
45,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
46,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
47,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Contains
48,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
49,spinach,gpt-5-nano,Equivalence,Contains,Contains,Overlap,Equivalence
50,spinach,gpt-5-nano,Equivalence,Contains,Contains,Unknown,Equivalence
51,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
52,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
53,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
54,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
55,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
56,spinach,gpt-5-nano,Equivalence,Contains,Disjoint,Disjoint,Equivalence
57,spinach,gpt-5-nano,Equivalence,Disjoint,Equivalence,ContainedBy,ContainedBy
58,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
59,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
60,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
61,spinach,gpt-5-nano,ContainedBy,Contains,Contains,Disjoint,Equivalence
62,spinach,gpt-5-nano,Unknown,Contains,Contains,Unknown,Contains
63,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
64,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
65,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Contains
66,spinach,gpt-5-nano,ContainedBy,Unknown,Contains,Disjoint,Equivalence
67,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
68,spinach,gpt-5-nano,Equivalence,Contains,Disjoint,Disjoint,Equivalence
69,spinach,gpt-5-nano,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
70,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
71,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
72,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
73,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
74,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
75,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Disjoint
76,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
77,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
78,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
79,spinach,gpt-5-nano,Equivalence,Contains,Contains,Contains,Equivalence
80,spinach,gpt-5-nano,Equivalence,Equivalence,Disjoint,Disjoint,Equivalence
81,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Contains
82,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
83,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
84,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
85,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
86,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
87,spinach,gpt-5-nano,Equivalence,Contains,Unknown,Disjoint,Equivalence
88,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
89,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
90,spinach,gpt-5-nano,Unknown,Contains,Contains,Disjoint,Equivalence
91,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
92,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
93,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
94,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
95,spinach,gpt-5-nano,Equivalence,Disjoint,Unknown,Disjoint,Equivalence
96,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
97,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Disjoint
98,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
99,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
100,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
101,spinach,gpt-5-nano,Equivalence,Equivalence,Equivalence,Equivalence,Equivalence
102,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
103,spinach,gpt-5-nano,Equivalence,Contains,Contains,Contains,Equivalence
104,spinach,gpt-5-nano,Equivalence,Contains,Contains,Overlap,ContainedBy
105,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
106,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
107,spinach,gpt-5-nano,Equivalence,Contains,Contains,Unknown,Equivalence
108,spinach,gpt-5-nano,Equivalence,Contains,Contains,Overlap,Equivalence
109,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
110,spinach,gpt-5-nano,Unknown,Contains,Contains,Contains,Equivalence
111,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
112,spinach,gpt-5-nano,Contains,Contains,Contains,Disjoint,Equivalence
113,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
114,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
115,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
116,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
117,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Disjoint
118,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
119,spinach,gpt-5-nano,Equivalence,"Equivalence
Contains",Contains,Disjoint,Equivalence
120,spinach,gpt-5-nano,Unknown,Contains,Contains,Disjoint,Equivalence
121,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
122,spinach,gpt-5-nano,Equivalence,Contains,Disjoint,Disjoint,Equivalence
123,spinach,gpt-5-nano,Equivalence,Contains,Unknown,Disjoint,Equivalence
124,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
125,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
126,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
127,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
128,spinach,gpt-5-nano,Equivalence,Contains,Contains,Unknown,Equivalence
129,spinach,gpt-5-nano,Equivalence,Contains,Contains,Unknown,Equivalence
130,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
131,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
132,spinach,gpt-5-nano,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
133,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
134,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
135,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
136,spinach,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
137,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
138,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
139,spinach,gpt-5-nano,Equivalence,Contains,Contains,ContainedBy,Equivalence
140,spinach,gpt-5-nano,Unknown,Contains,Contains,Disjoint,Equivalence
141,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
142,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
143,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
144,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
145,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
146,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
147,spinach,gpt-5-nano,ContainedBy,Contains,Contains,Disjoint,Equivalence
148,spinach,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
149,spinach,gpt-5-nano,Contains,Contains,Contains,Disjoint,Equivalence
0,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
1,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
2,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
3,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Disjoint
4,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
5,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
6,spinach,gemini-2.0-flash,Equivalence,Disjoint,Contains,Disjoint,Equivalence
7,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
8,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
9,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
10,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
11,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
12,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
13,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
14,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
15,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
16,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Overlap,Overlap
17,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
18,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
19,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
20,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
21,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
22,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
23,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Overlap
24,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Overlap
25,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
26,spinach,gemini-2.0-flash,Equivalence,Disjoint,ContainedBy,Disjoint,Equivalence
27,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
28,spinach,gemini-2.0-flash,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
29,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
30,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
31,spinach,gemini-2.0-flash,Overlap,Contains,Contains,Disjoint,Equivalence
32,spinach,gemini-2.0-flash,Equivalence,Contains,ContainedBy,Disjoint,Equivalence
33,spinach,gemini-2.0-flash,Equivalence,Contains,ContainedBy,Overlap,Equivalence
34,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
35,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
36,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
37,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
38,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
39,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
40,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
41,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
42,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
43,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
44,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
45,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
46,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
47,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
48,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
49,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
50,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
51,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
52,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
53,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
54,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
55,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
56,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
57,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
58,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
59,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
60,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Overlap
61,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Overlap
62,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Overlap
63,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
64,spinach,gemini-2.0-flash,Equivalence,Overlap,ContainedBy,Disjoint,Equivalence
65,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
66,spinach,gemini-2.0-flash,Equivalence,Overlap,Disjoint,Disjoint,Equivalence
67,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
68,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
69,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
70,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
71,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
72,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
73,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
74,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
75,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
76,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
77,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
78,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
79,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
80,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
81,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
82,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
83,spinach,gemini-2.0-flash,ContainedBy,Contains,Overlap,Disjoint,Equivalence
84,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
85,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
86,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Overlap
87,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
88,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
89,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
90,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
91,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
92,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
93,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
94,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
95,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
96,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
97,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
98,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
99,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
100,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Disjoint
101,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Contains,Disjoint,Disjoint
102,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
103,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
104,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Overlap,Overlap
105,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
106,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
107,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
108,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
109,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
110,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Overlap,Equivalence
111,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
112,spinach,gemini-2.0-flash,Overlap,Contains,Overlap,Disjoint,Equivalence
113,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
114,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
115,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
116,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
117,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Disjoint
118,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
119,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
120,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
121,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
122,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Overlap
123,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
124,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
125,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
126,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
127,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Overlap
128,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
129,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
130,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
131,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
132,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Overlap
133,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
134,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
135,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
136,spinach,gemini-2.0-flash,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
137,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
138,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
139,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
140,spinach,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
141,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
142,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
143,spinach,gemini-2.0-flash,Equivalence,ContainedBy,Disjoint,Disjoint,Disjoint
144,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Overlap
145,spinach,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
146,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
147,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
148,spinach,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
149,spinach,gemini-2.0-flash,ContainedBy,Contains,Overlap,Disjoint,Equivalence
0,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
1,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
2,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Overlap,Equivalence
3,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
4,spinach,gemini-2.5-flash,Contains,Contains,Contains,Disjoint,Equivalence
5,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
6,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
7,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
8,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
9,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
10,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
11,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
12,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
13,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
14,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
15,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
16,spinach,gemini-2.5-flash,Equivalence,Equivalence,Contains,Disjoint,Equivalence
17,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
18,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
19,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
20,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
21,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
22,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
23,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
24,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
25,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
26,spinach,gemini-2.5-flash,Equivalence,Contains,Equivalence,Disjoint,Equivalence
27,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
28,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
29,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
30,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
31,spinach,gemini-2.5-flash,Contains,Contains,Contains,Disjoint,Equivalence
32,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
33,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
34,spinach,gemini-2.5-flash,ContainedBy,Contains,Contains,Disjoint,Equivalence
35,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
36,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
37,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
38,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
39,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
40,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
41,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
42,spinach,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
43,spinach,gemini-2.5-flash,ContainedBy,Contains,Contains,Disjoint,Equivalence
