action,dataset,predicate,llm,deepseek-chat,deepseek-r1:1.5b,deepseek-r1:70b,deepseek-reasoner,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,gpt-oss:20b,grok-3-mini,llama3.1:8b,o3,llama3.3:70b
classification,qawiki,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.3038,0.0,0.0,0.3642,0.7214,0.9927,0.0007,0.7142,1.0,0.0,0.9855,0.9622,0.0,0.0005,0.0,0.0098,0.0,0.0033,
classification,qawiki,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,0.0,0.0,1.0,1.0,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,0.9846,0.9988,0.5901,1.0,0.0,0.9999,
classification,qawiki,?A1=A3+A4,gpt-4o,0.0033,0.0,0.0,0.0073,0.0577,0.6964,0.0,0.0669,0.0378,0.0,1.0,0.4073,0.0,0.0,0.0,0.0001,0.0,0.0,
classification,qawiki,?A1=A3+A4,gpt-5,0.0251,0.0,0.0,0.0173,0.1725,0.8491,0.0,0.1537,0.0843,0.0,0.7597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
classification,qawiki,?A1=A3+A4,gpt-5-mini,1.0,0.0,0.0,1.0,1.0,1.0,0.9076,1.0,1.0,0.0268,1.0,1.0,1.0,0.8395,0.0182,0.985,0.0,0.951,
classification,qawiki,?A1=A3+A4,gpt-5-nano,0.9993,0.0,0.0,0.9993,1.0,1.0,0.6641,1.0,0.9998,0.0026,1.0,1.0,0.2285,1.0,0.004,0.9,0.0,0.7865,
classification,qawiki,?A1=A3+A4,gpt-oss:20b,1.0,0.0,0.0,1.0,1.0,1.0,0.9994,1.0,1.0,0.5,1.0,1.0,0.9908,0.9981,1.0,1.0,0.0,1.0,
classification,qawiki,?A1=A3+A4,grok-3-mini,0.9756,0.0,0.0,0.99,0.9977,1.0,0.2005,0.9972,0.996,0.0,1.0,1.0,0.0279,0.1528,0.0,1.0,0.0,0.3327,
classification,qawiki,?A1=A3+A4,llama3.1:8b,1.0,0.0,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1=A3+A4,o3,0.9923,0.0,0.0,0.9978,0.9997,1.0,0.3939,0.9998,0.9987,0.0003,1.0,1.0,0.0809,0.2983,0.0001,0.7646,0.0,1.0,
classification,qawiki,?A1>A3,deepseek-chat,1.0,1.0,1.0,0.7483,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,deepseek-r1:1.5b,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,deepseek-r1:70b,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,deepseek-reasoner,0.4119,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gemini-2.0-flash,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gemini-2.5-flash,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gemini-2.5-pro,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2307,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0004,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-4o,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-5,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-5-mini,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-5-nano,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,gpt-oss:20b,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,grok-3-mini,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,llama3.1:8b,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A3,o3,0.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A4,deepseek-chat,1.0,0.0,0.0,0.1316,0.8867,0.9888,0.0073,0.998,0.8338,0.0,1.0,0.9713,0.0,0.0001,0.0,0.105,0.0,0.0539,
classification,qawiki,?A1>A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A4,deepseek-r1:70b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A4,deepseek-reasoner,0.9423,0.0,0.0,1.0,0.9904,0.9999,0.1481,0.9996,0.9904,0.0,1.0,0.9993,0.0038,0.0032,0.0001,0.5,0.0,0.3506,
classification,qawiki,?A1>A4,gemini-2.0-flash,0.2744,0.0,0.0,0.0318,1.0,0.9453,0.0019,0.9648,0.6128,0.0,1.0,0.8867,0.0,0.0,0.0,0.032,0.0,0.0113,
classification,qawiki,?A1>A4,gemini-2.5-flash,0.0461,0.0,0.0,0.0012,0.1719,1.0,0.0,0.6562,0.1445,0.0,0.9375,0.5,0.0,0.0,0.0,0.0007,0.0,0.0002,
classification,qawiki,?A1>A4,gemini-2.5-pro,0.998,0.0,0.0,0.9186,0.9995,1.0,1.0,1.0,0.9997,0.0,1.0,1.0,0.0871,0.0401,0.0048,0.8998,0.0,0.8192,
classification,qawiki,?A1>A4,gpt-4.1-2025-04-14,0.0195,0.0,0.0,0.0022,0.1445,0.6562,0.0,1.0,0.1719,0.0,0.9375,0.5,0.0,0.0,0.0,0.0007,0.0,0.0004,
classification,qawiki,?A1>A4,gpt-4.1-mini-2025-04-14,0.3145,0.0,0.0,0.0318,0.6128,0.9648,0.0012,0.9453,1.0,0.0,0.9961,0.9102,0.0,0.0,0.0,0.0207,0.0,0.0085,
classification,qawiki,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,1.0,0.0012,1.0,
classification,qawiki,?A1>A4,gpt-4o,0.002,0.0,0.0,0.0,0.0156,0.3125,0.0,0.3125,0.0352,0.0,1.0,0.1875,0.0,0.0,0.0,0.0001,0.0,0.0,
classification,qawiki,?A1>A4,gpt-5,0.0898,0.0,0.0,0.0038,0.2744,0.8125,0.0001,0.7734,0.2539,0.0,0.9688,1.0,0.0,0.0,0.0,0.0022,0.0,0.0007,
classification,qawiki,?A1>A4,gpt-5-mini,1.0,0.0,0.0,0.9987,1.0,1.0,0.9519,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.1611,0.996,0.0,0.9902,
classification,qawiki,?A1>A4,gpt-5-nano,1.0,0.0,0.0,0.9989,1.0,1.0,0.9825,1.0,1.0,0.0,1.0,1.0,0.6101,1.0,0.2175,0.9973,0.0,0.9962,
classification,qawiki,?A1>A4,gpt-oss:20b,1.0,0.0,0.0,1.0,1.0,1.0,0.9982,1.0,1.0,0.0005,1.0,1.0,0.8987,0.8512,1.0,0.9999,0.0,0.9996,
classification,qawiki,?A1>A4,grok-3-mini,0.9534,0.0,0.0,0.655,0.9887,0.9999,0.1808,0.9999,0.9941,0.0,1.0,0.9996,0.0098,0.0069,0.0003,1.0,0.0,0.4253,
classification,qawiki,?A1>A4,llama3.1:8b,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A1>A4,o3,0.9784,0.0,0.0,0.779,0.9967,1.0,0.2923,0.9999,0.9978,0.0,1.0,0.9999,0.0218,0.01,0.001,0.7142,0.0,1.0,
classification,qawiki,?A3∅A4,deepseek-chat,1.0,1.0,0.999,0.0083,0.0,1.0,1.0,1.0,0.9975,0.0017,0.0,0.2088,0.9519,0.0,1.0,1.0,0.9897,1.0,
classification,qawiki,?A3∅A4,deepseek-r1:1.5b,0.0,1.0,0.0,0.0,0.0,0.0002,0.0113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,
classification,qawiki,?A3∅A4,deepseek-r1:70b,0.0022,1.0,1.0,0.0,0.0,0.9818,0.9994,0.8963,0.1477,0.0,0.0,0.0001,0.0465,0.0,0.8698,0.9124,0.1871,0.9957,
classification,qawiki,?A3∅A4,deepseek-reasoner,0.9968,1.0,1.0,1.0,0.0158,1.0,1.0,1.0,1.0,0.1509,0.0,0.9786,0.9999,0.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A3∅A4,gemini-2.0-flash,1.0,1.0,1.0,0.9931,1.0,1.0,1.0,1.0,1.0,0.7586,0.0717,1.0,1.0,0.0001,1.0,1.0,1.0,1.0,
classification,qawiki,?A3∅A4,gemini-2.5-flash,0.0,1.0,0.0352,0.0,0.0,1.0,0.9846,0.1796,0.0,0.0,0.0,0.0,0.0,0.0,0.1885,0.2617,0.0016,0.8852,
classification,qawiki,?A3∅A4,gemini-2.5-pro,0.0,0.9967,0.0016,0.0,0.0,0.0481,1.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0113,0.0,0.3388,
classification,qawiki,?A3∅A4,gpt-4.1-2025-04-14,0.0,1.0,0.1568,0.0,0.0,0.9165,0.997,1.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.5,0.655,0.0135,0.9915,
classification,qawiki,?A3∅A4,gpt-4.1-mini-2025-04-14,0.0069,1.0,0.8997,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0003,0.2257,0.0,0.9994,1.0,0.6506,1.0,
classification,qawiki,?A3∅A4,gpt-4.1-nano-2025-04-14,0.9992,1.0,1.0,0.8966,0.32,1.0,1.0,1.0,1.0,1.0,0.0432,0.9908,1.0,0.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A3∅A4,gpt-4o,1.0,1.0,1.0,1.0,0.9635,1.0,1.0,1.0,1.0,0.9751,1.0,1.0,1.0,0.0055,1.0,1.0,1.0,1.0,
classification,qawiki,?A3∅A4,gpt-5,0.8721,1.0,1.0,0.0494,0.0,1.0,1.0,1.0,0.9999,0.0165,0.0,1.0,0.9934,0.0,1.0,1.0,0.9991,1.0,
classification,qawiki,?A3∅A4,gpt-5-mini,0.0871,1.0,0.9717,0.0003,0.0,1.0,1.0,1.0,0.8544,0.0,0.0,0.0147,1.0,0.0,0.9999,1.0,0.8661,1.0,
classification,qawiki,?A3∅A4,gpt-5-nano,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A3∅A4,gpt-oss:20b,0.0,1.0,0.1909,0.0,0.0,0.8923,0.9943,0.6399,0.002,0.0,0.0,0.0,0.0004,0.0,1.0,0.7214,0.0201,0.9879,
classification,qawiki,?A3∅A4,grok-3-mini,0.0,1.0,0.1339,0.0,0.0,0.8569,0.9967,0.5,0.0002,0.0,0.0,0.0,0.0,0.0,0.4225,1.0,0.0088,0.9784,
classification,qawiki,?A3∅A4,llama3.1:8b,0.0192,1.0,0.8736,0.0,0.0,0.9994,1.0,0.9937,0.4487,0.0,0.0,0.0021,0.1945,0.0,0.9901,0.9961,1.0,1.0,
classification,qawiki,?A3∅A4,o3,0.0,0.9995,0.0092,0.0,0.0,0.2122,0.7976,0.0262,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.0539,0.0001,1.0,
classification,qawiki,?A4=A1|3,deepseek-chat,1.0,0.0,0.0,0.0298,0.0,1.0,1.0,1.0,0.9981,0.0,0.0,0.6321,0.1748,0.0,0.4439,1.0,0.0,1.0,
classification,qawiki,?A4=A1|3,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A4=A1|3,deepseek-r1:70b,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,
classification,qawiki,?A4=A1|3,deepseek-reasoner,0.9862,0.0,0.0,1.0,0.0298,1.0,1.0,1.0,1.0,0.0,0.0001,0.9992,0.8092,0.0,0.954,1.0,0.0,1.0,
classification,qawiki,?A4=A1|3,gemini-2.0-flash,1.0,0.0,0.0,0.9862,1.0,1.0,1.0,1.0,1.0,0.0,0.1147,1.0,0.9948,0.0,0.9998,1.0,0.0,1.0,
classification,qawiki,?A4=A1|3,gemini-2.5-flash,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0877,
classification,qawiki,?A4=A1|3,gemini-2.5-pro,0.0,0.0,0.0,0.0,0.0,0.9965,1.0,0.86,0.046,0.0,0.0,0.0001,0.0,0.0,0.0,0.5,0.0,0.8198,
classification,qawiki,?A4=A1|3,gpt-4.1-2025-04-14,0.0,0.0,0.0,0.0,0.0,0.968,0.2204,1.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.5,
classification,qawiki,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.0047,0.0,0.0,0.0,0.0,1.0,0.9756,0.9996,1.0,0.0,0.0,0.002,0.0002,0.0,0.0038,0.9832,0.0,0.9986,
classification,qawiki,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,qawiki,?A4=A1|3,gpt-4o,1.0,0.0,0.0,1.0,0.9393,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,
classification,qawiki,?A4=A1|3,gpt-5,0.5,0.0,0.0,0.0033,0.0,1.0,1.0,1.0,0.9994,0.0,0.0,1.0,0.1312,0.0,0.3899,1.0,0.0,1.0,
classification,qawiki,?A4=A1|3,gpt-5-mini,0.8856,0.0,0.0,0.28,0.0111,1.0,1.0,1.0,0.9999,0.0,0.0001,0.9196,1.0,0.0,0.8209,1.0,0.0,1.0,
classification,qawiki,?A4=A1|3,gpt-5-nano,1.0,0.002,0.0039,1.0,1.0,1.0,1.0,1.0,1.0,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.8204,1.0,
classification,qawiki,?A4=A1|3,gpt-oss:20b,0.6641,0.0,0.0,0.0804,0.0005,1.0,1.0,1.0,0.9984,0.0,0.0,0.7121,0.2559,0.0,1.0,1.0,0.0,1.0,
classification,qawiki,?A4=A1|3,grok-3-mini,0.0,0.0,0.0,0.0,0.0,0.997,0.617,0.9061,0.0365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86,
classification,qawiki,?A4=A1|3,llama3.1:8b,1.0,0.0002,0.0017,1.0,1.0,1.0,1.0,1.0,1.0,0.0002,1.0,1.0,1.0,0.3238,1.0,1.0,1.0,1.0,
classification,qawiki,?A4=A1|3,o3,0.0,0.0,0.0,0.0,0.0,0.9552,0.2712,0.6399,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.2204,0.0,1.0,
classification,spinach,?A1=A2,deepseek-chat,1.0,0.0,0.0,0.0,0.0004,0.0112,0.0,0.0059,0.0352,0.3438,0.5,0.0107,0.0005,0.0,0.0,0.0012,0.0,0.0,
classification,spinach,?A1=A2,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1=A2,deepseek-r1:70b,1.0,0.0039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1=A2,deepseek-reasoner,1.0,0.0,0.0,1.0,0.9973,1.0,0.7646,1.0,1.0,1.0,1.0,1.0,0.9995,0.3939,0.0036,0.9997,0.0,0.7693,
classification,spinach,?A1=A2,gemini-2.0-flash,1.0,0.0,0.0,0.0069,1.0,0.9157,0.0298,0.9331,0.9904,0.9993,0.9999,0.939,0.7142,0.0014,0.0,0.7483,0.0,0.0147,
classification,spinach,?A1=A2,gemini-2.5-flash,0.9983,0.0,0.0,0.0001,0.1635,1.0,0.0004,0.5927,0.8338,0.9824,0.9968,0.7095,0.2617,0.0001,0.0,0.2272,0.0,0.0003,
classification,spinach,?A1=A2,gemini-2.5-pro,1.0,0.0,0.0,0.3327,0.9862,0.9999,1.0,0.9997,1.0,1.0,1.0,1.0,0.9953,0.2051,0.0003,0.9977,0.0,0.5598,
classification,spinach,?A1=A2,gpt-4.1-2025-04-14,0.9995,0.0,0.0,0.0001,0.1431,0.5927,0.0009,1.0,0.8666,0.9888,0.9968,0.6855,0.2617,0.0,0.0,0.2403,0.0,0.0003,
classification,spinach,?A1=A2,gpt-4.1-mini-2025-04-14,0.9961,0.0,0.0,0.0,0.0318,0.3145,0.0001,0.2905,1.0,0.927,0.9805,0.4018,0.0835,0.0,0.0,0.0946,0.0,0.0001,
classification,spinach,?A1=A2,gpt-4.1-nano-2025-04-14,0.8906,0.0,0.0,0.0,0.0036,0.0592,0.0,0.0461,0.1938,1.0,0.7734,0.073,0.0096,0.0,0.0,0.0096,0.0,0.0,
classification,spinach,?A1=A2,gpt-4o,0.875,0.0,0.0,0.0,0.0007,0.0193,0.0,0.0193,0.0898,0.5,1.0,0.0327,0.0009,0.0,0.0,0.0038,0.0,0.0,
classification,spinach,?A1=A2,gpt-5,0.999,0.0,0.0,0.0001,0.1239,0.5,0.0001,0.5,0.7728,0.9807,0.9941,1.0,0.1796,0.0,0.0,0.1796,0.0,0.0002,
classification,spinach,?A1=A2,gpt-5-mini,1.0,0.0,0.0,0.0017,0.4253,0.8569,0.0119,0.8569,0.9682,0.9978,0.9999,0.9165,1.0,0.0005,0.0,0.5722,0.0,0.0178,
classification,spinach,?A1=A2,gpt-5-nano,1.0,0.0,0.0,0.705,0.9995,1.0,0.8642,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.0082,0.9999,0.0,0.8688,
classification,spinach,?A1=A2,gpt-oss:20b,1.0,0.0,0.0,0.9984,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9962,1.0,1.0,0.0,0.9999,
classification,spinach,?A1=A2,grok-3-mini,0.9999,0.0,0.0,0.0009,0.4119,0.8949,0.0068,0.8811,0.9608,0.9978,0.9993,0.9165,0.5722,0.0005,0.0,1.0,0.0,0.002,
classification,spinach,?A1=A2,llama3.1:8b,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1=A2,o3,1.0,0.0,0.0,0.3294,0.9947,0.9999,0.5598,0.9999,1.0,1.0,1.0,1.0,0.992,0.2005,0.0002,0.9995,0.0,1.0,
classification,spinach,?A1=A3+A4,deepseek-chat,1.0,0.0,0.0,0.9123,0.7502,0.9879,0.0631,0.7142,0.3679,0.0,0.9996,0.7566,0.0,0.0049,0.0,0.0192,0.0,0.111,
classification,spinach,?A1=A3+A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1=A3+A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1=A3+A4,deepseek-reasoner,0.1553,0.0,0.0,1.0,0.2923,0.8365,0.004,0.2498,0.0436,0.0,0.9887,0.2786,0.0,0.0001,0.0,0.001,0.0,0.0098,
classification,spinach,?A1=A3+A4,gemini-2.0-flash,0.3679,0.0,0.0,0.8192,1.0,0.9449,0.0297,0.5,0.2088,0.0,0.9988,0.5679,0.0,0.0004,0.0,0.0106,0.0,0.0595,
classification,spinach,?A1=A3+A4,gemini-2.5-flash,0.0307,0.0,0.0,0.2786,0.1077,1.0,0.0001,0.061,0.0168,0.0,0.9423,0.0843,0.0,0.0,0.0,0.0,0.0,0.0004,
classification,spinach,?A1=A3+A4,gemini-2.5-pro,0.967,0.0,0.0,0.9986,0.9853,1.0,1.0,0.9881,0.9033,0.0011,1.0,0.9943,0.0043,0.1058,0.0,0.3679,0.0,0.7142,
classification,spinach,?A1=A3+A4,gpt-4.1-2025-04-14,0.4253,0.0,0.0,0.8447,0.6286,0.9739,0.0266,1.0,0.2434,0.0,0.9995,0.6399,0.0,0.0016,0.0,0.0045,0.0,0.0401,
classification,spinach,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.7502,0.0,0.0,0.9822,0.8721,0.9931,0.1562,0.8519,1.0,0.0,0.9999,0.8998,0.0001,0.0099,0.0,0.0676,0.0,0.2204,
classification,spinach,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,0.0,0.0,1.0,1.0,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,0.792,0.9887,0.0237,0.9983,0.0,0.9998,
classification,spinach,?A1=A3+A4,gpt-4o,0.0017,0.0,0.0,0.032,0.0047,0.1316,0.0,0.002,0.0003,0.0,1.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,
classification,spinach,?A1=A3+A4,gpt-5,0.3642,0.0,0.0,0.8365,0.5679,0.9622,0.0144,0.5,0.1808,0.0,0.9992,1.0,0.0,0.0006,0.0,0.0023,0.0,0.0326,
classification,spinach,?A1=A3+A4,gpt-5-mini,1.0,0.0,0.0,1.0,1.0,1.0,0.9981,1.0,1.0,0.2807,1.0,1.0,1.0,0.9173,0.0048,0.9897,0.0,0.9987,
classification,spinach,?A1=A3+A4,gpt-5-nano,0.9978,0.0,0.0,1.0,0.9999,1.0,0.9368,0.9994,0.9955,0.0215,1.0,0.9998,0.124,1.0,0.0,0.8597,0.0,0.9593,
classification,spinach,?A1=A3+A4,gpt-oss:20b,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9867,1.0,1.0,0.9976,1.0,1.0,1.0,0.0,1.0,
classification,spinach,?A1=A3+A4,grok-3-mini,0.9917,0.0,0.0,0.9997,0.9953,1.0,0.7502,0.9985,0.9638,0.0035,1.0,0.9993,0.0192,0.2094,0.0,1.0,0.0,0.8316,
classification,spinach,?A1=A3+A4,llama3.1:8b,1.0,0.0039,0.0039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1=A3+A4,o3,0.9369,0.0,0.0,0.996,0.9675,0.9999,0.4253,0.9825,0.86,0.0004,1.0,0.9856,0.003,0.0704,0.0,0.2612,0.0,1.0,
classification,spinach,?A1>A3,deepseek-chat,1.0,1.0,1.0,0.1662,1.0,1.0,1.0,0.0,0.0,0.0,0.9824,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,deepseek-r1:1.5b,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,deepseek-r1:70b,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,deepseek-reasoner,0.9283,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.001,0.9987,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,gemini-2.0-flash,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,gemini-2.5-flash,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,gemini-2.5-pro,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0885,0.9698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012,
classification,spinach,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9476,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2257,
classification,spinach,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,0.0503,0.0015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003,
classification,spinach,?A1>A3,gpt-4o,0.0592,1.0,1.0,0.0059,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,gpt-5,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,gpt-5-mini,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,gpt-5-nano,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
