action,dataset,predicate,llm,llama3.1:8b,gpt-oss:20b,gpt-4.1-nano-2025-04-14,mistral-small:24b,llama3.1:70b,gemini-2.0-flash,gpt-4.1-mini-2025-04-14,gpt-4o,gpt-4.1-2025-04-14,grok-3-mini,deepseek-chat,gemini-2.5-flash,gpt-5-nano,deepseek-reasoner,gemini-2.5-pro,gpt-5-mini,o3,gpt-5
classification,spinach,?A1>A4,gpt-5,0.0,0.0,0.0,0.0,0.0002,0.5,0.0017,0.9375,0.3633,0.0001,0.0012,0.5,0.0,0.0,0.0001,0.0,0.0003,1.0
classification,spinach,?A3∅A4,llama3.1:8b,1.0,0.9993,0.0,0.962,1.0,0.1909,0.8554,0.0,0.9989,1.0,0.0668,1.0,0.0,0.3957,1.0,0.2285,1.0,0.5497
classification,spinach,?A3∅A4,gpt-oss:20b,0.0019,1.0,0.0,0.0769,0.9988,0.0,0.0083,0.0,0.5,0.8675,0.0,0.968,0.0,0.0002,0.9904,0.0,0.9996,0.0005
classification,spinach,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6756,1.0,1.0,1.0,1.0,0.0011,1.0,1.0,1.0,1.0,1.0
classification,spinach,?A3∅A4,mistral-small:24b,0.0668,0.9597,0.0,1.0,1.0,0.0028,0.2434,0.0,0.9693,0.9992,0.0001,0.9997,0.0,0.0138,1.0,0.0027,1.0,0.0365
classification,spinach,?A3∅A4,llama3.1:70b,0.0,0.0047,0.0,0.0,1.0,0.0,0.0,0.0,0.0041,0.0466,0.0,0.1431,0.0,0.0,0.3238,0.0,0.5982,0.0
classification,spinach,?A3∅A4,gemini-2.0-flash,0.8698,1.0,0.0,0.999,1.0,1.0,0.9953,0.0,1.0,1.0,0.3179,1.0,0.0,0.8447,1.0,0.617,1.0,0.9129
classification,spinach,?A3∅A4,gpt-4.1-mini-2025-04-14,0.2135,0.997,0.0,0.8519,1.0,0.0119,1.0,0.0,0.9992,1.0,0.0001,1.0,0.0,0.0494,1.0,0.0168,1.0,0.1405
classification,spinach,?A3∅A4,gpt-4o,1.0,1.0,0.4099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0004,1.0,1.0,1.0,1.0,1.0
classification,spinach,?A3∅A4,gpt-4.1-2025-04-14,0.0027,0.6494,0.0,0.068,0.9988,0.0,0.0033,0.0,1.0,0.9423,0.0,0.9963,0.0,0.0001,0.9987,0.0,0.9998,0.0001
classification,spinach,?A3∅A4,grok-3-mini,0.0001,0.2291,0.0,0.003,0.9827,0.0,0.0001,0.0,0.1316,1.0,0.0,0.8666,0.0,0.0,0.9807,0.0,0.9904,0.0
classification,spinach,?A3∅A4,deepseek-chat,0.962,1.0,0.0,1.0,1.0,0.7852,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9599,1.0,0.8595,1.0,0.9919
classification,spinach,?A3∅A4,gemini-2.5-flash,0.0,0.0758,0.0,0.0011,0.9331,0.0,0.0,0.0,0.0176,0.2905,0.0,1.0,0.0,0.0,0.8867,0.0,0.9616,0.0
classification,spinach,?A3∅A4,gpt-5-nano,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,spinach,?A3∅A4,deepseek-reasoner,0.7017,1.0,0.0,0.9942,1.0,0.2498,0.9786,0.0,1.0,1.0,0.0814,1.0,0.0,1.0,1.0,0.3136,1.0,0.7634
classification,spinach,?A3∅A4,gemini-2.5-pro,0.0,0.0261,0.0,0.0001,0.8204,0.0,0.0,0.0,0.0059,0.073,0.0,0.2744,0.0,0.0,1.0,0.0,0.8867,0.0
classification,spinach,?A3∅A4,gpt-5-mini,0.8395,1.0,0.0,0.999,1.0,0.5,0.9931,0.0,1.0,1.0,0.2366,1.0,0.0,0.7912,1.0,1.0,1.0,0.9461
classification,spinach,?A3∅A4,o3,0.0,0.0022,0.0,0.0001,0.5982,0.0,0.0,0.0,0.0013,0.0318,0.0,0.1051,0.0,0.0,0.2744,0.0,1.0,0.0
classification,spinach,?A3∅A4,gpt-5,0.5497,0.9999,0.0,0.9832,1.0,0.1456,0.9252,0.0,1.0,1.0,0.0214,1.0,0.0,0.3601,1.0,0.1148,1.0,1.0
classification,spinach,?A4=A1|3,llama3.1:8b,1.0,1.0,0.0312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1094,1.0,1.0,1.0,1.0,1.0
classification,spinach,?A4=A1|3,gpt-oss:20b,0.0,1.0,0.0,0.5505,0.9999,0.9998,1.0,0.2354,1.0,1.0,0.9977,1.0,0.0,0.9977,1.0,0.0885,1.0,1.0
classification,spinach,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,spinach,?A4=A1|3,mistral-small:24b,0.0,0.5505,0.0,1.0,0.9999,0.9997,1.0,0.2399,1.0,1.0,0.9968,1.0,0.0,0.9973,1.0,0.1037,1.0,1.0
classification,spinach,?A4=A1|3,llama3.1:70b,0.0,0.0002,0.0,0.0003,1.0,0.4487,0.6026,0.0,0.9984,0.9225,0.0967,1.0,0.0,0.1264,0.9966,0.0,0.9992,0.5489
classification,spinach,?A4=A1|3,gemini-2.0-flash,0.0,0.0005,0.0,0.0007,0.6506,1.0,0.7084,0.0,0.9997,0.9565,0.1562,1.0,0.0,0.1562,0.9997,0.0,1.0,0.6611
classification,spinach,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.0,0.0001,0.0,0.0001,0.5,0.3919,1.0,0.0,0.9998,0.9281,0.0541,1.0,0.0,0.0631,0.9987,0.0,0.9999,0.5
classification,spinach,?A4=A1|3,gpt-4o,0.0,0.8438,0.0,0.8389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2366,1.0,1.0
classification,spinach,?A4=A1|3,gpt-4.1-2025-04-14,0.0,0.0,0.0,0.0,0.0038,0.0009,0.0006,0.0,1.0,0.0586,0.0,0.9991,0.0,0.0,0.566,0.0,0.8192,0.0007
classification,spinach,?A4=A1|3,grok-3-mini,0.0,0.0,0.0,0.0,0.1225,0.074,0.1215,0.0,0.9702,1.0,0.0018,1.0,0.0,0.0014,0.9765,0.0,0.9942,0.0769
classification,spinach,?A4=A1|3,deepseek-chat,0.0,0.0055,0.0,0.0072,0.9443,0.9033,0.9734,0.0,1.0,0.9994,1.0,1.0,0.0,0.5679,1.0,0.0,1.0,0.9674
classification,spinach,?A4=A1|3,gemini-2.5-flash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,1.0,0.0,0.0,0.003,0.0,0.0205,0.0
classification,spinach,?A4=A1|3,gpt-5-nano,0.9844,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,spinach,?A4=A1|3,deepseek-reasoner,0.0,0.0055,0.0,0.0063,0.9191,0.9033,0.967,0.0,1.0,0.9995,0.5679,1.0,0.0,1.0,1.0,0.0,1.0,0.9786
classification,spinach,?A4=A1|3,gemini-2.5-pro,0.0,0.0,0.0,0.0,0.007,0.0009,0.0033,0.0,0.566,0.0494,0.0,0.9991,0.0,0.0,1.0,0.0,0.8192,0.0005
classification,spinach,?A4=A1|3,gpt-5-mini,0.0,0.9476,0.0,0.935,1.0,1.0,1.0,0.8595,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
classification,spinach,?A4=A1|3,o3,0.0,0.0,0.0,0.0,0.0018,0.0001,0.0003,0.0,0.2923,0.0138,0.0,0.9917,0.0,0.0,0.2923,0.0,1.0,0.0
classification,spinach,?A4=A1|3,gpt-5,0.0,0.0001,0.0,0.0001,0.5489,0.4449,0.6224,0.0,0.9998,0.9597,0.0662,1.0,0.0,0.0494,0.9999,0.0,1.0,1.0
classification,synthetic,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1=A2,gpt-oss:20b,0.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9937,0.932,0.9933,1.0,1.0,1.0
classification,synthetic,?A1=A2,gpt-4.1-nano-2025-04-14,0.0,0.0,1.0,0.0008,0.0,0.0005,0.0012,0.2905,0.0207,0.0207,0.1509,0.002,0.0,0.0,0.0,0.0033,0.0481,0.0133
classification,synthetic,?A1=A2,mistral-small:24b,0.0,0.0,0.9998,1.0,0.2434,0.5,0.6445,0.9996,0.9461,0.9461,0.9967,0.7214,0.0676,0.0022,0.0403,0.7709,0.9784,0.9075
classification,synthetic,?A1=A2,llama3.1:70b,0.0,0.0002,1.0,0.8519,1.0,0.7912,0.8853,1.0,0.9919,0.9937,1.0,0.9061,0.2148,0.027,0.1802,0.9564,0.9981,0.9904
classification,synthetic,?A1=A2,gemini-2.0-flash,0.0,0.0,0.9999,0.6445,0.3136,1.0,0.7077,0.9995,0.9622,0.9506,0.998,0.7709,0.092,0.0032,0.0541,0.8275,0.9749,0.9186
classification,synthetic,?A1=A2,gpt-4.1-mini-2025-04-14,0.0,0.0,0.9997,0.5,0.1958,0.4278,1.0,0.9993,0.9157,0.9242,0.9947,0.655,0.0442,0.0014,0.033,0.7214,0.9506,0.8675
classification,synthetic,?A1=A2,gpt-4o,0.0,0.0,0.8666,0.0022,0.0,0.002,0.0036,1.0,0.0592,0.0327,0.3633,0.0059,0.0,0.0,0.0,0.0096,0.1509,0.0384
classification,synthetic,?A1=A2,gpt-4.1-2025-04-14,0.0,0.0,0.9941,0.1148,0.0214,0.0843,0.1635,0.9824,1.0,0.5982,0.9283,0.1917,0.004,0.0,0.0007,0.2706,0.7483,0.5
classification,synthetic,?A1=A2,grok-3-mini,0.0,0.0,0.9941,0.1148,0.0178,0.1002,0.1537,0.9941,0.5982,1.0,0.9283,0.1796,0.002,0.0,0.0004,0.2786,0.7483,0.5
classification,synthetic,?A1=A2,deepseek-chat,0.0,0.0,0.9408,0.0113,0.0001,0.0073,0.0173,0.8555,0.1662,0.1662,1.0,0.032,0.0,0.0,0.0,0.0466,0.3238,0.1316
classification,synthetic,?A1=A2,gemini-2.5-flash,0.0,0.0,0.9995,0.4225,0.162,0.3555,0.5,0.9987,0.9054,0.9165,0.9887,1.0,0.0395,0.001,0.0081,0.6358,0.9682,0.8463
classification,synthetic,?A1=A2,gpt-5-nano,0.0,0.0124,1.0,0.9638,0.8659,0.9481,0.9782,1.0,0.9986,0.9994,1.0,0.98,1.0,0.1748,0.5,0.9917,0.9995,0.9987
classification,synthetic,?A1=A2,deepseek-reasoner,0.0,0.1073,1.0,0.9993,0.9871,0.9989,0.9995,1.0,1.0,1.0,1.0,0.9997,0.8856,1.0,0.8837,0.9998,1.0,1.0
classification,synthetic,?A1=A2,gemini-2.5-pro,0.0,0.0137,1.0,0.9808,0.889,0.9734,0.9842,1.0,0.9998,0.9999,1.0,0.9974,0.6081,0.1856,1.0,0.9953,1.0,0.9996
classification,synthetic,?A1=A2,gpt-5-mini,0.0,0.0,0.9992,0.3555,0.0925,0.2858,0.4225,0.9978,0.8463,0.8365,0.9827,0.5,0.0192,0.0006,0.0119,1.0,0.9242,0.7976
classification,synthetic,?A1=A2,o3,0.0,0.0,0.9846,0.0539,0.0063,0.0551,0.1002,0.9408,0.4119,0.4119,0.8204,0.0835,0.0014,0.0,0.0002,0.1537,1.0,0.3036
classification,synthetic,?A1=A2,gpt-5,0.0,0.0,0.9964,0.1725,0.0261,0.1481,0.2291,0.9894,0.6682,0.6682,0.9423,0.2706,0.0038,0.0001,0.0015,0.3388,0.8491,1.0
classification,synthetic,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1=A3+A4,gpt-oss:20b,0.0,1.0,0.9976,0.9876,0.9981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997,1.0,1.0,0.9952,1.0,1.0
classification,synthetic,?A1=A3+A4,gpt-4.1-nano-2025-04-14,0.0,0.0048,1.0,0.2199,0.4076,1.0,1.0,1.0,1.0,0.9998,0.9989,1.0,0.7277,1.0,0.8459,0.4076,1.0,1.0
classification,synthetic,?A1=A3+A4,mistral-small:24b,0.0,0.024,0.8399,1.0,0.7865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9876,0.7715,1.0,1.0
classification,synthetic,?A1=A3+A4,llama3.1:70b,0.0,0.0043,0.68,0.2983,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.8358,1.0,0.9508,0.5489,1.0,1.0
classification,synthetic,?A1=A3+A4,gemini-2.0-flash,0.0,0.0,0.0,0.0,0.0,1.0,0.8115,0.9564,0.7142,0.3089,0.0541,0.9927,0.0,0.8115,0.0001,0.0,0.9564,0.9157
classification,synthetic,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.0,0.0,0.0,0.0,0.0,0.2983,1.0,0.8275,0.4159,0.0925,0.0068,0.9682,0.0,0.5722,0.0,0.0,0.8569,0.7383
classification,synthetic,?A1=A3+A4,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0925,0.2858,1.0,0.1725,0.0251,0.0009,0.8083,0.0,0.2786,0.0,0.0,0.5841,0.4253
classification,synthetic,?A1=A3+A4,gpt-4.1-2025-04-14,0.0,0.0,0.0,0.0,0.0,0.4253,0.7383,0.9075,1.0,0.1635,0.0147,0.9904,0.0,0.7142,0.0,0.0,0.9519,0.8684
classification,synthetic,?A1=A3+A4,grok-3-mini,0.0,0.0,0.0004,0.0,0.0,0.7975,0.9564,0.99,0.9157,1.0,0.1744,0.9998,0.0001,0.9506,0.001,0.0,0.9953,0.9915
classification,synthetic,?A1=A3+A4,deepseek-chat,0.0,0.0,0.0026,0.0,0.0003,0.9734,0.9977,0.9997,0.9947,0.8945,1.0,1.0,0.0102,0.9962,0.0267,0.0006,0.9999,0.9987
classification,synthetic,?A1=A3+A4,gemini-2.5-flash,0.0,0.0,0.0,0.0,0.0,0.0216,0.0835,0.3318,0.0318,0.0013,0.0001,1.0,0.0,0.0946,0.0,0.0,0.3238,0.1662
classification,synthetic,?A1=A3+A4,gpt-5-nano,0.0,0.0006,0.3582,0.0973,0.2319,1.0,1.0,1.0,1.0,1.0,0.9951,1.0,1.0,1.0,0.7338,0.2319,1.0,1.0
classification,synthetic,?A1=A3+A4,deepseek-reasoner,0.0,0.0,0.0,0.0,0.0,0.2983,0.5722,0.8365,0.4253,0.1002,0.01,0.9608,0.0,1.0,0.0,0.0,0.8463,0.7383
classification,synthetic,?A1=A3+A4,gemini-2.5-pro,0.0,0.0,0.2141,0.024,0.0845,1.0,1.0,1.0,1.0,0.9996,0.9865,1.0,0.354,1.0,1.0,0.1073,1.0,1.0
classification,synthetic,?A1=A3+A4,gpt-5-mini,0.0,0.0093,0.68,0.3101,0.5489,1.0,1.0,1.0,1.0,1.0,0.9998,1.0,0.8358,1.0,0.932,1.0,1.0,1.0
classification,synthetic,?A1=A3+A4,o3,0.0,0.0,0.0,0.0,0.0,0.0925,0.2617,0.5841,0.1189,0.0145,0.0004,0.8204,0.0,0.2706,0.0,0.0,1.0,0.4073
classification,synthetic,?A1=A3+A4,gpt-5,0.0,0.0,0.0,0.0,0.0,0.1635,0.4159,0.7142,0.2517,0.0262,0.0038,0.9283,0.0,0.4159,0.0,0.0,0.7597,1.0
classification,synthetic,?A1>A3,llama3.1:8b,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-oss:20b,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,0.9777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,mistral-small:24b,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,llama3.1:70b,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gemini-2.0-flash,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,1.0,0.0363,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-4o,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-4.1-2025-04-14,1.0,1.0,0.0,1.0,1.0,1.0,0.0019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,grok-3-mini,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,deepseek-chat,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8338,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gemini-2.5-flash,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-5-nano,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,deepseek-reasoner,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3145,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gemini-2.5-pro,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-5-mini,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,o3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A4,llama3.1:8b,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A4,gpt-oss:20b,0.0,1.0,0.0067,0.9675,0.9988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.446,1.0,0.9734,0.1037,1.0,1.0
classification,synthetic,?A1>A4,gpt-4.1-nano-2025-04-14,0.0003,0.9969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9888,1.0,1.0,0.8927,1.0,1.0
classification,synthetic,?A1>A4,mistral-small:24b,0.0,0.0595,0.0,1.0,0.9186,0.9978,1.0,1.0,1.0,0.9995,0.9953,1.0,0.0244,1.0,0.5,0.0013,1.0,1.0
classification,synthetic,?A1>A4,llama3.1:70b,0.0,0.0033,0.0,0.1481,1.0,0.9165,1.0,0.9993,1.0,0.9793,0.9054,0.9999,0.0012,0.9964,0.1002,0.0,1.0,1.0
classification,synthetic,?A1>A4,gemini-2.0-flash,0.0,0.0001,0.0,0.0085,0.1796,1.0,0.9991,0.9894,0.9991,0.8204,0.5982,0.9983,0.0,0.9713,0.0096,0.0,0.9991,0.9983
classification,synthetic,?A1>A4,gpt-4.1-mini-2025-04-14,0.0,0.0,0.0,0.0,0.0004,0.0065,1.0,0.3438,0.6875,0.0327,0.0065,0.5,0.0,0.1445,0.0,0.0,0.6875,0.5
classification,synthetic,?A1>A4,gpt-4o,0.0,0.0,0.0,0.0001,0.0036,0.0384,0.8906,1.0,0.8906,0.1334,0.0287,0.7734,0.0,0.377,0.0,0.0,0.8906,0.7734
classification,synthetic,?A1>A4,gpt-4.1-2025-04-14,0.0,0.0,0.0,0.0,0.0001,0.0065,0.6875,0.3438,1.0,0.0195,0.0065,0.5,0.0,0.1445,0.0,0.0,0.75,0.5
classification,synthetic,?A1>A4,grok-3-mini,0.0,0.0,0.0,0.002,0.0577,0.3238,0.9941,0.9539,0.998,1.0,0.3145,0.9807,0.0,0.8666,0.0026,0.0,0.998,0.9961
classification,synthetic,?A1>A4,deepseek-chat,0.0,0.0001,0.0,0.0145,0.1917,0.5982,0.9991,0.9935,0.9991,0.8338,1.0,0.9983,0.0001,0.9713,0.0121,0.0,0.9991,0.9983
classification,synthetic,?A1>A4,gemini-2.5-flash,0.0,0.0,0.0,0.0,0.0007,0.0112,0.8125,0.5,0.8125,0.073,0.0112,1.0,0.0,0.2539,0.0,0.0,0.8125,0.6875
classification,synthetic,?A1>A4,gpt-5-nano,0.0,0.6583,0.0207,0.9887,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9756,0.1528,1.0,1.0
classification,synthetic,?A1>A4,deepseek-reasoner,0.0,0.0,0.0,0.0001,0.0133,0.0898,0.9648,0.8281,0.9648,0.2905,0.0898,0.9102,0.0,1.0,0.0002,0.0,0.9648,0.9102
classification,synthetic,?A1>A4,gemini-2.5-pro,0.0,0.0541,0.0001,0.6286,0.9506,0.997,1.0,1.0,1.0,0.9993,0.9959,1.0,0.046,1.0,1.0,0.0023,1.0,1.0
classification,synthetic,?A1>A4,gpt-5-mini,0.0,0.935,0.1605,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9991,1.0,1.0,1.0
classification,synthetic,?A1>A4,o3,0.0,0.0,0.0,0.0,0.0001,0.0065,0.6875,0.3438,0.75,0.0195,0.0065,0.5,0.0,0.1445,0.0,0.0,1.0,0.5
classification,synthetic,?A1>A4,gpt-5,0.0,0.0,0.0,0.0,0.0001,0.0112,0.8125,0.5,0.875,0.0352,0.0112,0.6875,0.0,0.2539,0.0,0.0,0.875,1.0
classification,synthetic,?A3∅A4,llama3.1:8b,1.0,1.0,0.0,1.0,1.0,0.9296,1.0,0.071,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9995,1.0,1.0
classification,synthetic,?A3∅A4,gpt-oss:20b,0.0,1.0,0.0,0.7878,0.8569,0.0005,0.7976,0.0,0.9793,0.9936,0.9331,0.9997,0.0,0.4225,0.9988,0.1077,1.0,0.5
classification,synthetic,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0279,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A3∅A4,mistral-small:24b,0.0,0.345,0.0,1.0,0.6682,0.0,0.6047,0.0,0.9408,0.9713,0.8867,0.9995,0.0,0.2024,0.9894,0.0261,0.9998,0.2706
classification,synthetic,?A3∅A4,llama3.1:70b,0.0,0.2617,0.0,0.5,1.0,0.0,0.5,0.0,0.8949,0.9408,0.7728,0.9968,0.0,0.1431,0.9941,0.0113,0.9995,0.1917
classification,synthetic,?A3∅A4,gemini-2.0-flash,0.1144,0.9999,0.0,1.0,1.0,1.0,1.0,0.0004,1.0,1.0,1.0,1.0,0.0,0.9999,1.0,0.9943,1.0,1.0
classification,synthetic,?A3∅A4,gpt-4.1-mini-2025-04-14,0.0,0.3388,0.0,0.6047,0.6762,0.0,1.0,0.0,0.9673,0.9893,0.9102,0.9995,0.0,0.1796,0.9935,0.0216,0.9998,0.2403
classification,synthetic,?A3∅A4,gpt-4o,0.9568,1.0,0.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A3∅A4,gpt-4.1-2025-04-14,0.0,0.0577,0.0,0.1509,0.2272,0.0,0.1133,0.0,1.0,0.8125,0.377,0.9844,0.0,0.0154,0.8867,0.0012,0.9922,0.0245
classification,synthetic,?A3∅A4,grok-3-mini,0.0,0.0245,0.0,0.0898,0.1509,0.0,0.0547,0.0,0.5,1.0,0.2539,0.9688,0.0,0.0037,0.8281,0.0002,0.9844,0.0106
classification,synthetic,?A3∅A4,deepseek-chat,0.0,0.1431,0.0,0.2744,0.4018,0.0,0.2539,0.0,0.8281,0.9102,1.0,0.9961,0.0,0.0384,0.9539,0.0033,0.998,0.0717
classification,synthetic,?A3∅A4,gemini-2.5-flash,0.0,0.0021,0.0,0.0059,0.0193,0.0,0.0059,0.0,0.1094,0.1875,0.0352,1.0,0.0,0.0001,0.5,0.0,0.875,0.0005
classification,synthetic,?A3∅A4,gpt-5-nano,1.0,1.0,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A3∅A4,deepseek-reasoner,0.0,0.7214,0.0,0.895,0.9331,0.0003,0.9165,0.0,0.9962,0.9995,0.9894,1.0,0.0,1.0,0.9999,0.1537,1.0,0.7095
classification,synthetic,?A3∅A4,gemini-2.5-pro,0.0,0.0064,0.0,0.0384,0.0327,0.0,0.0287,0.0,0.2744,0.377,0.1334,0.7734,0.0,0.0012,1.0,0.0,0.9375,0.0021
classification,synthetic,?A3∅A4,gpt-5-mini,0.0013,0.9449,0.0,0.9904,0.9967,0.0144,0.9927,0.0,0.9997,1.0,0.9992,1.0,0.0,0.9242,1.0,1.0,1.0,0.9608
classification,synthetic,?A3∅A4,o3,0.0,0.0005,0.0,0.0032,0.0059,0.0,0.0032,0.0,0.0625,0.1094,0.0195,0.5,0.0,0.0,0.3125,0.0,1.0,0.0001
classification,synthetic,?A3∅A4,gpt-5,0.0,0.655,0.0,0.8463,0.9054,0.0002,0.8811,0.0,0.9936,0.9979,0.9755,1.0,0.0,0.5,0.9997,0.0946,1.0,1.0
classification,synthetic,?A4=A1|3,llama3.1:8b,1.0,1.0,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A4=A1|3,gpt-oss:20b,0.0,1.0,0.0,0.985,0.9996,1.0,1.0,0.9832,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8091,1.0,1.0
classification,synthetic,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A4=A1|3,mistral-small:24b,0.0,0.029,0.0,1.0,0.9296,0.9923,1.0,0.3877,1.0,1.0,1.0,1.0,0.0,1.0,0.9962,0.1528,1.0,1.0
classification,synthetic,?A4=A1|3,llama3.1:70b,0.0,0.0009,0.0,0.1144,1.0,0.8296,1.0,0.074,1.0,0.9999,0.9991,1.0,0.0,0.9999,0.9155,0.0124,1.0,1.0
