dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2),p(A1=A3+A4),p(A1>A3),p(A1>A4),p(A3∅A4),p(A4=A1|3)
spinach,classification,gpt-5-nano,0.7533,0.7,1.0,0.78,0.2067,0.0667,0.1133,0.5133,0.1,0.7567,0.7682,0.7933,0.0769,0.1208,0.5185,0.11,0.12,0.1333,1.0,0.02,0.2422,0.2498,0.7867647058823529,0.42857142857142855,0.7904411764705882,0.42857142857142855,1.0,1.0,,,,,,,0.746268656716418,0.3125,0.8014395522388059,0.48958124999999997,0.015,0.0001,0.0,0.0093,1.0,1.0
spinach,classification,gpt-oss:20b,0.6267,0.4667,1.0,0.7,0.8467,0.4867,0.3133,0.26,0.2933,0.7483,0.7751,0.0876,0.58,0.4812,0.4713,0.4501,0.1667,0.12,1.0,0.2533,0.2889,0.4675,0.6413793103448275,0.2,0.7509186206896552,0.67222,1.0,1.0,,,,,,,0.4652777777777778,0.5,0.7704819444444444,0.8852333333333333,0.0,0.0,0.0,0.0,0.7709,0.0
spinach,classification,grok-3-mini,0.9,0.7467,1.0,0.8733,0.88,0.7267,0.4533,0.3867,0.4067,0.9583,0.9379,0.1106,0.77,0.6843,0.6474,0.6459,0.1067,0.1067,1.0,0.18,0.4156,0.6592,0.9416058394160584,0.46153846153846156,0.9814963503649635,0.7135461538461538,1.0,1.0,,,,,,,0.7569444444444444,0.5,0.9414145833333332,0.8539,0.0,0.0,0.0,0.0,0.7976,0.0
spinach,classification,llama3.1:8b,0.2067,0.0533,1.0,0.3133,0.7,0.0467,0.0467,0.0333,0.0267,0.6022,0.5033,0.0949,0.3606,0.324,0.2737,0.2779,0.0,0.0,1.0,0.0,0.0356,0.2919,0.0,0.2152777777777778,0.5413,0.6047055555555556,1.0,1.0,,,,,,,0.0,0.061068702290076333,0.4970631578947369,0.5041839694656488,0.0003,0.1719,0.0,0.0,0.1909,0.0078
spinach,classification,o3,0.8,0.78,0.5333,0.88,0.94,0.8,0.38,0.36,0.3867,0.9275,0.878,0.0537,0.8104,0.6588,0.5964,0.6194,0.12,0.1,0.0933,0.1333,0.3756,0.6249,0.821917808219178,0.0,0.9392719178082192,0.49702500000000005,0.528169014084507,0.625,,,,,,,0.8,0.5,0.8868642857142858,0.7538799999999999,0.0,0.0,0.3642,0.0,0.5,0.0
spinach,fixing,deepseek-chat,0.8267,0.7467,0.8867,0.9533,0.96,0.8267,0.4667,0.46,0.5067,0.9232,0.9161,0.0239,0.7704,0.7327,0.7319,0.752,0.0533,0.0533,0.12,0.1733,0.4778,0.7389,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0541,0.0683,0.0602,0.0027,0.0016,0.0007,0.0003,0.0,0.0,0.0,0.0,0.0,0.0009,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,fixing,deepseek-r1:70b,0.0133,0.0,0.08,0.16,0.6933,0.0,0.0,0.0,0.0,0.5269,0.4392,0.1571,0.2599,0.2809,0.304,0.2986,0.0,0.0533,0.0933,0.0733,0.0,0.2945,,,,,,,,,,,,,,,,,0.25,1.0,0.0002,0.0,1.0,1.0
spinach,fixing,deepseek-reasoner,0.6467,0.5333,0.6667,0.8467,0.8933,0.6333,0.1933,0.1733,0.1667,0.8036,0.8206,0.0845,0.7548,0.4319,0.4514,0.4066,0.0467,0.06,0.0867,0.0467,0.1778,0.43,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1215,0.0
spinach,fixing,gemini-2.0-flash,0.7667,0.7733,0.8867,0.9133,0.9733,0.8133,0.7933,0.78,0.7467,0.8136,0.9152,0.014,0.8039,0.8713,0.8616,0.8323,0.0267,0.0,0.0133,0.12,0.7733,0.8551,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gemini-2.5-flash,0.8733,0.8667,0.8467,0.9667,0.9733,0.92,0.6533,0.7333,0.6667,0.9042,0.9076,0.0213,0.8107,0.7627,0.8087,0.799,0.0867,0.04,0.0467,0.1733,0.6844,0.7901,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0036,0.0
spinach,fixing,gemini-2.5-pro,0.8067,0.8133,0.7733,0.9733,0.98,0.94,0.5933,0.5533,0.54,0.9041,0.9203,0.0175,0.8446,0.7701,0.7532,0.7434,0.06,0.02,0.02,0.14,0.5622,0.7556,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-2025-04-14,0.9067,0.76,0.9467,0.9267,1.0,0.82,0.6333,0.6467,0.6333,0.9275,0.9078,0.0,0.8206,0.8455,0.8494,0.8417,0.0333,0.0333,0.0733,0.1133,0.6378,0.8455,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-mini-2025-04-14,0.8533,0.7533,0.8867,0.98,0.9667,0.8333,0.5667,0.5733,0.5533,0.9138,0.8935,0.0165,0.7935,0.7759,0.7902,0.7916,0.0267,0.02,0.0467,0.1267,0.5644,0.7859,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-nano-2025-04-14,0.76,0.44,0.6467,0.7067,0.6133,0.3533,0.26,0.24,0.5333,0.6881,0.4969,0.1927,0.3241,0.3253,0.3042,0.5406,0.2,0.1733,0.14,0.1867,0.3444,0.39,,,,,,,,,,,,,,,,,0.0,0.0,0.0022,0.0008,0.6985,0.0
spinach,fixing,gpt-4o,0.9533,0.8067,0.9267,0.9667,0.9533,0.8467,0.6133,0.5933,0.5933,0.7168,0.7235,0.0362,0.5894,0.5886,0.579,0.5889,0.3,0.2933,0.2533,0.3267,0.6,0.5855,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-5,0.94,0.84,0.94,0.9733,0.78,0.7533,0.7267,0.62,0.6533,0.9592,0.8977,0.22,0.6842,0.8527,0.7902,0.816,0.3533,0.3533,0.3333,0.3867,0.6667,0.8196,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,fixing,gpt-5-mini,0.8933,0.7867,0.92,0.9333,0.7467,0.6867,0.7133,0.74,0.7067,0.9262,0.8639,0.2516,0.5143,0.7875,0.8356,0.8049,0.5267,0.4733,0.56,0.48,0.72,0.8093,,,,,,,,,,,,,,,,,0.0,0.0012,0.0,0.0015,0.0,0.0
spinach,fixing,gpt-5-nano,0.8533,0.7467,0.8533,0.9867,0.8067,0.7533,0.6333,0.6533,0.6133,0.9005,0.8363,0.1806,0.5846,0.7468,0.8044,0.7705,0.4133,0.3533,0.3733,0.5133,0.6333,0.7739,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,fixing,grok-3-mini,0.8933,0.8533,0.9133,0.98,0.9867,0.9267,0.4067,0.4667,0.4267,0.9354,0.9374,0.0133,0.7327,0.6547,0.7053,0.6644,0.08,0.0867,0.1067,0.26,0.4334,0.6748,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0012,0.0
spinach,fixing,llama3.1:8b,0.12,0.04,0.1733,0.1267,0.56,0.0333,0.02,0.0133,0.02,0.4342,0.3653,0.1351,0.2416,0.1657,0.1654,0.1914,0.0,0.0,0.0067,0.0,0.0178,0.1742,,,,,,,,,,,,,,,,,0.0318,0.377,0.0998,0.1325,0.9592,0.0312
spinach,fixing,o3,0.8,0.7667,0.94,0.92,0.9667,0.88,0.3733,0.38,0.3733,0.8361,0.8607,0.0242,0.7798,0.5516,0.5745,0.5787,0.1333,0.1067,0.08,0.16,0.3755,0.5683,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1334,0.0
spinach,zero-shot,deepseek-chat,0.32,0.1467,0.4533,0.4333,0.6,0.1067,,,,0.5752,0.4388,0.1325,0.2173,,,,0.04,0.04,0.1533,0.2467,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.9867,0.0,,,,0.0032,0.0014,0.002,0.0004,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0032140000000000003,,0.0,,0.0,,0.9866666666666667,,0.002,,0.0,,0.0014240000000000001,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-r1:70b,0.0,0.0,0.0,0.0,0.9067,0.0,,,,0.2508,0.1798,0.0098,0.0922,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.250774,,0.0,,0.0,,0.9066666666666666,,0.009752666666666666,,0.0,,0.17982066666666663,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-reasoner,0.1667,0.1133,0.4133,0.2933,0.84,0.1067,,,,0.4724,0.4071,0.0403,0.2956,,,,0.0467,0.06,0.0333,0.0667,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.0-flash,0.4067,0.1267,0.44,0.4333,0.64,0.1133,,,,0.6494,0.4493,0.1029,0.229,,,,0.0067,0.0,0.0133,0.22,,,0.4178082191780822,0.0,0.6636369863013698,0.129125,0.4,0.8,0.5384615384615384,0.3963963963963964,0.6506849315068494,0.25,0.10293287671232877,0.100675,0.12403100775193798,0.14285714285714285,0.45328837209302325,0.42504285714285717,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-flash,0.3333,0.2133,0.4867,0.5667,0.8867,0.2333,,,,0.5974,0.4648,0.0109,0.2911,,,,0.08,0.0533,0.08,0.2867,,,0.3333333333333333,0.3333333333333333,0.6118106060606061,0.49136111111111114,0.4896551724137931,0.4,0.5555555555555556,0.8333333333333334,0.8835616438356164,1.0,0.011186986301369863,0.0,0.2112676056338028,0.25,0.46093873239436617,0.5341750000000001,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-pro,0.3067,0.2133,0.56,0.3333,0.8267,0.2133,,,,0.665,0.5381,0.0171,0.3954,,,,0.0067,0.0133,0.06,0.06,,,0.3115942028985507,0.25,0.6709289855072462,0.5968666666666667,0.5616438356164384,0.5,0.3333333333333333,0.3333333333333333,0.8231292517006803,1.0,0.017399319727891153,0.0,0.2206896551724138,0.0,0.5440889655172414,0.36524,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-2025-04-14,0.3933,0.2133,0.5667,0.44,0.6467,0.1667,,,,0.68,0.62,0.0972,0.3664,,,,0.0,0.0133,0.04,0.0933,,,0.3805970149253731,0.375,0.677668656716418,0.5625875,0.5460992907801419,1.0,0.4631578947368421,0.3829787234042553,0.6382978723404256,0.0,0.10100780141843971,0.1667,0.21428571428571427,0.0,0.6140764285714285,0.7311,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-mini-2025-04-14,0.1533,0.0933,0.3933,0.2267,0.8,0.0467,,,,0.2484,0.2959,0.0662,0.0999,,,,0.0067,0.0867,0.0133,0.1867,,,0.15492957746478872,0.125,0.25535845070422536,0.125,0.21818181818181817,0.49473684210526314,0.17391304347826086,0.23622047244094488,0.7986577181208053,1.0,0.06660402684563758,0.0,0.07746478873239436,0.375,0.2852528169014084,0.4844625,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-nano-2025-04-14,0.3333,0.0933,0.4933,0.52,0.6333,0.0867,,,,0.6103,0.4308,0.1822,0.2172,,,,0.0267,0.0467,0.0867,0.1333,,,0.35,0.26666666666666666,0.6203916666666667,0.5699533333333334,0.5384615384615384,0.46938775510204084,0.4888888888888889,0.5333333333333333,0.6476190476190476,0.6,0.2047047619047619,0.12962666666666664,,0.09333333333333334,,0.43079866666666666,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4o,0.38,0.2667,0.3733,0.3333,0.24,0.0267,,,,0.4042,0.3392,0.7464,0.0579,,,,0.2533,0.7867,0.8067,0.8867,,,0.38028169014084506,0.375,0.4058683098591549,0.375,0.37735849056603776,0.3711340206185567,0.47058823529411764,0.3157894736842105,0.24161073825503357,0.0,0.7446865771812081,1.0,0.24489795918367346,0.3076923076923077,0.3232938775510204,0.36918461538461533,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5,0.5733,0.46,0.6667,0.6733,0.68,0.3067,,,,0.6727,0.683,0.2645,0.4024,,,,0.38,0.5,0.3,0.46,,,0.5797101449275363,0.5,0.6724065217391305,0.6754916666666667,0.668918918918919,0.5,0.6756756756756757,0.5,0.704225352112676,0.25,0.2427950704225352,0.65,0.45255474452554745,0.5384615384615384,0.6830919708029197,0.6818461538461539,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5-mini,0.6667,0.6467,0.76,0.8133,0.5067,0.3067,,,,0.7543,0.764,0.4699,0.3606,,,,0.5867,0.48,0.52,0.6267,,,0.656934306569343,0.7692307692307693,0.7506423357664234,0.7931615384615385,0.7635135135135135,0.5,0.8120805369127517,1.0,0.5362318840579711,0.16666666666666666,0.4383268115942029,0.8333333333333334,0.6524822695035462,0.5555555555555556,0.7678078014184397,0.7036,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5-nano,0.6333,0.46,0.6067,0.64,0.6533,0.26,,,,0.7653,0.6406,0.3299,0.3448,,,,0.42,0.42,0.42,0.4533,,,0.6277372262773723,0.6923076923076923,0.7600744525547446,0.8204153846153847,0.6209677419354839,0.5384615384615384,0.656934306569343,0.46153846153846156,0.671875,0.5454545454545454,0.30850078125,0.45454545454545453,0.4632352941176471,0.42857142857142855,0.637354411764706,0.6719571428571428,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-oss:20b,0.2667,0.1267,0.3733,0.3933,0.8667,0.1867,,,,0.4345,0.3793,0.0509,0.26,,,,0.1533,0.2267,0.1333,0.2267,,,0.26811594202898553,0.25,0.4442217391304348,0.3227,0.3722627737226277,0.38461538461538464,0.3904109589041096,0.5,0.8731343283582089,0.8125,0.0426731343283582,0.11979375,0.13043478260869565,0.08333333333333333,0.37968478260869565,0.3752583333333334,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,grok-3-mini,0.2667,0.2733,0.56,0.4933,0.9,0.2933,,,,0.5191,0.5929,0.0294,0.4177,,,,0.04,0.1067,0.08,0.1867,,,0.26811594202898553,0.25,0.5271797101449275,0.42590833333333333,0.5531914893617021,0.6666666666666666,0.48951048951048953,0.5714285714285714,0.8979591836734694,1.0,0.029970068027210882,0.0,0.2808219178082192,0.0,0.6017568493150685,0.2708,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,llama3.1:8b,0.06,0.0267,0.1133,0.08,0.6467,0.0,,,,0.2847,0.2264,0.1076,0.0984,,,,0.0067,0.0133,0.0133,0.0067,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,llama3.3:70b,0.2733,0.1,0.4067,0.26,0.5733,0.0533,,,,0.5522,0.4638,0.1387,0.2358,,,,0.0,0.0,0.0067,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,o3,0.3133,0.26,0.5133,0.4667,0.9333,0.3067,,,,0.6215,0.5786,0.0166,0.4837,,,,0.04,0.0733,0.0333,0.0667,,,0.32857142857142857,0.1,0.6332,0.45703999999999995,0.5136986301369864,0.5,0.4589041095890411,0.75,0.9420289855072463,0.8333333333333334,0.016415217391304346,0.018316666666666665,0.2867647058823529,0.0,0.6029595588235294,0.3424785714285714,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,classification,deepseek-chat,0.9333,0.7733,0.9067,0.9133,0.9333,0.8133,0.56,0.5,0.4867,0.9579,0.9413,0.0609,0.8659,0.7571,0.7342,0.7401,0.08,0.1,0.0933,0.1,0.5156,0.7438,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,classification,deepseek-r1:1.5b,0.0,0.0,1.0,0.0,0.8933,0.0,0.0,0.0,0.0,0.0196,0.0191,0.0341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.019139843749999996,0.022077272727272727,1.0,1.0,,,,,,,0.0,0.0,0.0229,0.011586274509803922,1.0,1.0,0.0,1.0,1.0,1.0
synthetic,classification,deepseek-r1:70b,0.0267,0.0067,1.0,0.1933,0.6733,0.0067,0.0,0.0067,0.0,0.5407,0.4038,0.1361,0.2012,0.3264,0.3213,0.3041,0.0,0.0067,1.0,0.0267,0.0022,0.3173,0.02857142857142857,0.0,0.5575007142857143,0.3053,1.0,1.0,,,,,,,0.00684931506849315,0.0,0.41092945205479453,0.14227499999999998,0.0625,0.5,0.0,0.0,1.0,0.5
synthetic,classification,deepseek-reasoner,0.7267,0.8733,0.9267,0.9533,0.88,0.8,0.3933,0.3333,0.4533,0.7768,0.9456,0.1183,0.8357,0.6352,0.6168,0.7358,0.06,0.0733,0.0867,0.12,0.3933,0.6626,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0017,0.0
synthetic,classification,gemini-2.0-flash,0.8467,0.8467,1.0,0.9133,0.7467,0.6667,0.48,0.4333,0.4533,0.9226,0.942,0.1848,0.7404,0.7256,0.6496,0.6439,0.08,0.0733,1.0,0.2,0.4555,0.673,0.875,0.16666666666666666,0.9515722222222222,0.2262833333333333,1.0,1.0,,,,,,,0.8523489932885906,0.0,0.9475738255033558,0.1176,0.0,0.0,0.0,0.0,0.0049,0.0
synthetic,classification,gemini-2.5-flash,0.8667,0.92,1.0,0.9733,0.9733,0.9333,0.4667,0.42,0.4667,0.9151,0.9651,0.021,0.9298,0.7421,0.7173,0.7786,0.04,0.0333,1.0,0.04,0.4511,0.746,0.9318181818181818,0.3888888888888889,0.9392681818181818,0.7379944444444445,1.0,1.0,,,,,,,0.9315068493150684,0.5,0.972204794520548,0.70535,0.0,0.0,0.0,0.0,0.0107,0.0
synthetic,classification,gemini-2.5-pro,0.7733,0.6733,1.0,0.8267,0.9667,0.7,0.5067,0.3733,0.4267,0.8069,0.7644,0.0179,0.7276,0.7361,0.6142,0.669,0.1067,0.0867,1.0,0.1133,0.4356,0.6731,0.8473282442748091,0.2631578947368421,0.8384595419847328,0.5889842105263158,1.0,1.0,,,,,,,0.7175572519083969,0.3684210526315789,0.7866877862595419,0.6106315789473684,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,classification,gpt-4.1-2025-04-14,0.9,0.86,0.7,0.98,0.9467,0.8667,0.44,0.4133,0.4533,0.9626,0.9656,0.0374,0.934,0.7658,0.7448,0.76,0.02,0.0267,0.0267,0.04,0.4355,0.7569,0.9424460431654677,0.36363636363636365,0.9865791366906475,0.6599636363636364,0.7034482758620689,0.6,,,,,,,0.8620689655172413,0.8,0.9707220689655174,0.8173999999999999,0.0,0.0,0.4373,0.0,0.0,0.0
synthetic,classification,gpt-4.1-mini-2025-04-14,0.86,0.8733,0.56,0.98,0.9133,0.8467,0.3867,0.3267,0.4,0.9424,0.9551,0.0682,0.8945,0.6601,0.6615,0.6947,0.06,0.0667,0.0333,0.0867,0.3711,0.6721,0.8863636363636364,0.6666666666666666,0.964239393939394,0.7821666666666667,0.4358974358974359,0.6036036036036037,,,,,,,0.8768115942028986,0.8333333333333334,0.95828115942029,0.91865,0.0,0.0,0.7852,0.0,0.0,0.0
synthetic,classification,gpt-4.1-nano-2025-04-14,0.9667,0.62,0.44,0.62,0.34,0.0,0.94,0.94,0.9467,0.9727,0.7599,0.6521,0.0,0.94,0.94,0.9467,0.9667,0.9467,0.4267,0.6133,0.9422,0.9422,0.9504950495049505,1.0,0.9594534653465346,1.0,0.41025641025641024,0.45045045045045046,,,,,,,,0.62,,0.7599073333333333,0.0,0.0,0.7474,0.0249,1.0,1.0
synthetic,classification,gpt-4o,0.9467,0.8867,1.0,0.9733,0.6067,0.5533,0.5733,0.2867,0.3267,0.6222,0.9631,0.3807,0.5779,0.4614,0.433,0.4795,0.3533,0.3533,1.0,0.4067,0.3956,0.458,0.9652777777777778,0.5,0.6356152777777777,0.3,1.0,,,,,,,,0.9333333333333333,0.9322033898305084,0.9666666666666667,0.9717322033898305,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,classification,gpt-5,0.8933,0.8867,1.0,0.9733,0.8867,0.8467,0.6,0.5867,0.6133,0.9599,0.9285,0.1133,0.8621,0.8146,0.7942,0.8114,0.0933,0.0933,1.0,0.1667,0.6,0.8067,0.9416058394160584,0.38461538461538464,0.9900080291970803,0.6427923076923077,1.0,1.0,,,,,,,0.903448275862069,0.4,0.9398124137931035,0.599,0.0,0.0,0.0,0.0,0.7597,0.0
synthetic,classification,gpt-5-mini,0.8733,0.6,1.0,0.68,0.84,0.5267,0.5467,0.5733,0.56,0.9382,0.7438,0.16,0.5535,0.7441,0.7764,0.7569,0.1933,0.1867,1.0,0.2,0.56,0.7591,0.8913043478260869,0.6666666666666666,0.9543369565217391,0.7522083333333333,1.0,1.0,,,,,,,0.6068965517241379,0.4,0.7449213793103449,0.7101200000000001,0.0,0.0043,0.0,0.4007,0.0,0.0004
synthetic,classification,gpt-5-nano,0.78,0.6467,1.0,0.74,0.2333,0.0667,0.0933,0.5533,0.06,0.7872,0.7296,0.7667,0.0864,0.1053,0.5587,0.0766,0.0467,0.06,1.0,0.0067,0.2355,0.2469,0.7851851851851852,0.7333333333333333,0.7920688888888888,0.7435866666666667,1.0,1.0,,,,,,,0.6617647058823529,0.5,0.739535294117647,0.6333357142857142,0.0001,0.0,0.0,0.0019,1.0,1.0
synthetic,classification,gpt-oss:20b,0.6533,0.46,1.0,0.7533,0.8933,0.5267,0.2733,0.2733,0.2733,0.8246,0.7567,0.051,0.6858,0.5664,0.5924,0.627,0.0467,0.04,1.0,0.06,0.2733,0.5953,0.6739130434782609,0.4166666666666667,0.8499079710144928,0.5338416666666667,1.0,1.0,,,,,,,0.46153846153846156,0.42857142857142855,0.7595223776223776,0.6984714285714285,0.0,0.0,0.0,0.0,0.0494,0.0
synthetic,classification,grok-3-mini,0.9,0.82,1.0,0.9333,0.9533,0.8333,0.4133,0.4067,0.4267,0.9591,0.9565,0.0467,0.8982,0.7163,0.7014,0.6994,0.04,0.0467,1.0,0.0467,0.4156,0.7057,0.9420289855072463,0.4166666666666667,0.9890014492753624,0.6151166666666666,1.0,1.0,,,,,,,0.8344827586206897,0.4,0.9644206896551725,0.728,0.0,0.0,0.0,0.0,0.0481,0.0
synthetic,classification,llama3.1:8b,0.2267,0.1067,1.0,0.42,0.68,0.1267,0.1067,0.0933,0.0733,0.6402,0.5797,0.0901,0.4721,0.4224,0.3968,0.3736,0.0,0.0,1.0,0.0,0.0911,0.3976,0.3333333333333333,0.2198581560283688,0.8546333333333334,0.6264758865248227,1.0,1.0,,,,,,,0.07692307692307693,0.11290322580645161,0.5014615384615385,0.5961056451612905,0.0,0.0,0.0,0.0,0.1605,0.0001
synthetic,classification,o3,0.9133,0.9,1.0,0.98,0.98,0.9267,0.3933,0.36,0.36,0.9767,0.9632,0.0182,0.9574,0.7092,0.7111,0.7131,0.0067,0.0067,1.0,0.0267,0.3711,0.7111,0.9548872180451128,0.5882352941176471,0.9952624060150376,0.8319176470588237,1.0,1.0,,,,,,,0.9230769230769231,0.42857142857142855,0.9767545454545455,0.6867571428571428,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,deepseek-chat,0.8933,0.8533,0.92,0.9867,0.9667,0.8867,0.6267,0.6733,0.6267,0.9525,0.9625,0.0259,0.877,0.8214,0.8428,0.8304,0.0267,0.02,0.06,0.0867,0.6422,0.8315,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,fixing,deepseek-reasoner,0.7533,0.6667,0.7933,0.8733,0.9667,0.7333,0.2667,0.2467,0.2867,0.8847,0.8887,0.0142,0.8733,0.5773,0.5358,0.5834,0.0067,0.0067,0.0333,0.02,0.2667,0.5655,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gemini-2.0-flash,0.86,0.84,0.8733,0.9667,0.9867,0.9067,0.8333,0.7867,0.8067,0.8733,0.958,0.0007,0.9087,0.9335,0.9037,0.9159,0.0067,0.0,0.0067,0.06,0.8089,0.9177,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gemini-2.5-flash,0.9,0.9133,0.94,0.96,0.9733,0.9333,0.78,0.7467,0.7667,0.9388,0.9457,0.0267,0.9118,0.8867,0.8675,0.8694,0.0267,0.02,0.0267,0.06,0.7645,0.8745,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0287,0.0
synthetic,fixing,gemini-2.5-pro,0.68,0.7733,0.82,0.8867,0.9733,0.82,0.3733,0.4333,0.3,0.6098,0.8262,0.025,0.8025,0.3721,0.5311,0.4136,0.24,0.24,0.36,0.0733,0.3689,0.4389,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gpt-4.1-2025-04-14,0.8867,0.8667,0.9533,0.9667,0.9733,0.9,0.6867,0.6933,0.6933,0.9662,0.9711,0.01,0.8919,0.9175,0.9131,0.9145,0.0133,0.0133,0.0267,0.08,0.6911,0.915,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gpt-4.1-mini-2025-04-14,0.8067,0.8,0.9133,0.9667,0.86,0.7867,0.6267,0.6533,0.6733,0.9151,0.9315,0.0639,0.8387,0.8616,0.8986,0.8651,0.02,0.04,0.06,0.0467,0.6511,0.8751,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0
synthetic,fixing,gpt-4.1-nano-2025-04-14,0.5533,0.3733,0.6133,0.7,0.5733,0.28,0.4933,0.5333,0.5133,0.6813,0.6589,0.2566,0.4434,0.6822,0.7098,0.6864,0.06,0.12,0.16,0.1067,0.5133,0.6928,,,,,,,,,,,,,,,,,0.0001,0.0,0.0077,0.0003,0.9429,0.0001
synthetic,fixing,gpt-4o,0.8133,0.7667,0.9467,0.96,0.9733,0.8667,0.54,0.56,0.5933,0.7462,0.7764,0.0157,0.7361,0.6078,0.6199,0.6514,0.1733,0.18,0.2333,0.1867,0.5644,0.6264,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gpt-5,0.88,0.9,0.9667,0.9933,0.9267,0.9,0.5667,0.56,0.5467,0.9697,0.9482,0.0733,0.8959,0.7964,0.7859,0.7853,0.1267,0.1333,0.12,0.1467,0.5578,0.7892,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2272,0.0
