action,dataset,predicate,llm,deepseek-chat,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,gpt-oss:20b,grok-3-mini,llama3.1:70b,llama3.1:8b,mistral-small:24b,o3,deepseek-reasoner
classification,synthetic,?A1=A2,gpt-5-mini,0.9827,0.2858,0.5,0.0119,0.8463,0.4225,0.9992,0.9978,0.7976,1.0,0.0192,0.0,0.8365,0.0925,0.0,0.3555,0.9242,0.0006
classification,synthetic,?A1=A2,gpt-5-nano,1.0,0.9481,0.98,0.5,0.9986,0.9782,1.0,1.0,0.9987,0.9917,1.0,0.0124,0.9994,0.8659,0.0,0.9638,0.9995,0.1748
classification,synthetic,?A1=A2,gpt-oss:20b,1.0,1.0,1.0,0.9933,1.0,1.0,1.0,1.0,1.0,1.0,0.9937,1.0,1.0,0.9999,0.0,1.0,1.0,0.932
classification,synthetic,?A1=A2,grok-3-mini,0.9283,0.1002,0.1796,0.0004,0.5982,0.1537,0.9941,0.9941,0.5,0.2786,0.002,0.0,1.0,0.0178,0.0,0.1148,0.7483,0.0
classification,synthetic,?A1=A2,llama3.1:70b,1.0,0.7912,0.9061,0.1802,0.9919,0.8853,1.0,1.0,0.9904,0.9564,0.2148,0.0002,0.9937,1.0,0.0,0.8519,0.9981,0.027
classification,synthetic,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1=A2,mistral-small:24b,0.9967,0.5,0.7214,0.0403,0.9461,0.6445,0.9998,0.9996,0.9075,0.7709,0.0676,0.0,0.9461,0.2434,0.0,1.0,0.9784,0.0022
classification,synthetic,?A1=A2,o3,0.8204,0.0551,0.0835,0.0002,0.4119,0.1002,0.9846,0.9408,0.3036,0.1537,0.0014,0.0,0.4119,0.0063,0.0,0.0539,1.0,0.0
classification,synthetic,?A1=A3+A4,deepseek-chat,1.0,0.9734,1.0,0.0267,0.9947,0.9977,0.0026,0.9987,0.9987,0.0006,0.0102,0.0,0.8945,0.0003,0.0,0.0,0.9999,0.9962
classification,synthetic,?A1=A3+A4,deepseek-reasoner,0.01,0.2983,0.9608,0.0,0.4253,0.5722,0.0,0.7077,0.7383,0.0,0.0,0.0,0.1002,0.0,0.0,0.0,0.8463,1.0
classification,synthetic,?A1=A3+A4,gemini-2.0-flash,0.0541,1.0,0.9927,0.0001,0.7142,0.8115,0.0,0.9157,0.9157,0.0,0.0,0.0,0.3089,0.0,0.0,0.0,0.9564,0.8115
classification,synthetic,?A1=A3+A4,gemini-2.5-flash,0.0001,0.0216,1.0,0.0,0.0318,0.0835,0.0,0.2122,0.1662,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.3238,0.0946
classification,synthetic,?A1=A3+A4,gemini-2.5-pro,0.9865,1.0,1.0,1.0,1.0,1.0,0.2141,1.0,1.0,0.1073,0.354,0.0,0.9996,0.0845,0.0,0.024,1.0,1.0
classification,synthetic,?A1=A3+A4,gpt-4.1-2025-04-14,0.0147,0.4253,0.9904,0.0,1.0,0.7383,0.0,0.8192,0.8684,0.0,0.0,0.0,0.1635,0.0,0.0,0.0,0.9519,0.7142
classification,synthetic,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.0068,0.2983,0.9682,0.0,0.4159,1.0,0.0,0.7142,0.7383,0.0,0.0,0.0,0.0925,0.0,0.0,0.0,0.8569,0.5722
classification,synthetic,?A1=A3+A4,gpt-4.1-nano-2025-04-14,0.9989,1.0,1.0,0.8459,1.0,1.0,1.0,1.0,1.0,0.4076,0.7277,0.0048,0.9998,0.4076,0.0,0.2199,1.0,1.0
classification,synthetic,?A1=A3+A4,gpt-4o,0.0038,0.1635,0.8852,0.0,0.2923,0.4253,0.0,1.0,0.5747,0.0,0.0,0.0,0.0551,0.0,0.0,0.0,0.7294,0.4278
classification,synthetic,?A1=A3+A4,gpt-5,0.0038,0.1635,0.9283,0.0,0.2517,0.4159,0.0,0.5747,1.0,0.0,0.0,0.0,0.0262,0.0,0.0,0.0,0.7597,0.4159
classification,synthetic,?A1=A3+A4,gpt-5-mini,0.9998,1.0,1.0,0.932,1.0,1.0,0.68,1.0,1.0,1.0,0.8358,0.0093,1.0,0.5489,0.0,0.3101,1.0,1.0
classification,synthetic,?A1=A3+A4,gpt-5-nano,0.9951,1.0,1.0,0.7338,1.0,1.0,0.3582,1.0,1.0,0.2319,1.0,0.0006,1.0,0.2319,0.0,0.0973,1.0,1.0
classification,synthetic,?A1=A3+A4,gpt-oss:20b,1.0,1.0,1.0,1.0,1.0,1.0,0.9976,1.0,1.0,0.9952,0.9997,1.0,1.0,0.9981,0.0,0.9876,1.0,1.0
classification,synthetic,?A1=A3+A4,grok-3-mini,0.1744,0.7975,0.9998,0.001,0.9157,0.9564,0.0004,0.9749,0.9915,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.9953,0.9506
classification,synthetic,?A1=A3+A4,llama3.1:70b,0.9999,1.0,1.0,0.9508,1.0,1.0,0.68,1.0,1.0,0.5489,0.8358,0.0043,1.0,1.0,0.0,0.2983,1.0,1.0
classification,synthetic,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1=A3+A4,mistral-small:24b,1.0,1.0,1.0,0.9876,1.0,1.0,0.8399,1.0,1.0,0.7715,0.9375,0.024,1.0,0.7865,0.0,1.0,1.0,1.0
classification,synthetic,?A1=A3+A4,o3,0.0004,0.0925,0.8204,0.0,0.1189,0.2617,0.0,0.4194,0.4073,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,1.0,0.2706
classification,synthetic,?A1>A3,deepseek-chat,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8338
classification,synthetic,?A1>A3,deepseek-reasoner,0.3145,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gemini-2.0-flash,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,gemini-2.5-flash,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,gemini-2.5-pro,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,0.0019,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,0.9993,1.0,0.0363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,0.9777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A3,gpt-4o,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,gpt-5,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,gpt-5-mini,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,gpt-5-nano,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,gpt-oss:20b,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,grok-3-mini,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,llama3.1:70b,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,llama3.1:8b,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,mistral-small:24b,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A3,o3,0.0001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005
classification,synthetic,?A1>A4,deepseek-chat,1.0,0.5982,0.9983,0.0121,0.9991,0.9991,0.0,0.9983,0.9983,0.0,0.0001,0.0001,0.8338,0.1917,0.0,0.0145,0.9991,0.9713
classification,synthetic,?A1>A4,deepseek-reasoner,0.0898,0.0898,0.9102,0.0002,0.9648,0.9648,0.0,0.9102,0.9102,0.0,0.0,0.0,0.2905,0.0133,0.0,0.0001,0.9648,1.0
classification,synthetic,?A1>A4,gemini-2.0-flash,0.5982,1.0,0.9983,0.0096,0.9991,0.9991,0.0,0.9963,0.9983,0.0,0.0,0.0001,0.8204,0.1796,0.0,0.0085,0.9991,0.9713
classification,synthetic,?A1>A4,gemini-2.5-flash,0.0112,0.0112,1.0,0.0,0.8125,0.8125,0.0,0.6562,0.6875,0.0,0.0,0.0,0.073,0.0007,0.0,0.0,0.8125,0.2539
classification,synthetic,?A1>A4,gemini-2.5-pro,0.9959,0.997,1.0,1.0,1.0,1.0,0.0001,1.0,1.0,0.0023,0.046,0.0541,0.9993,0.9506,0.0,0.6286,1.0,1.0
classification,synthetic,?A1>A4,gpt-4.1-2025-04-14,0.0065,0.0065,0.5,0.0,1.0,0.6875,0.0,0.5,0.5,0.0,0.0,0.0,0.0195,0.0001,0.0,0.0,0.75,0.1445
classification,synthetic,?A1>A4,gpt-4.1-mini-2025-04-14,0.0065,0.0065,0.5,0.0,0.6875,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0327,0.0004,0.0,0.0,0.6875,0.1445
classification,synthetic,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8927,0.9888,0.9969,1.0,1.0,0.0003,1.0,1.0,1.0
classification,synthetic,?A1>A4,gpt-4o,0.0112,0.0176,0.6562,0.0,0.8125,0.8125,0.0,1.0,0.6562,0.0,0.0,0.0,0.073,0.0013,0.0,0.0,0.8125,0.2539
classification,synthetic,?A1>A4,gpt-5,0.0112,0.0112,0.6875,0.0,0.875,0.8125,0.0,0.6562,1.0,0.0,0.0,0.0,0.0352,0.0001,0.0,0.0,0.875,0.2539
classification,synthetic,?A1>A4,gpt-5-mini,1.0,1.0,1.0,0.9991,1.0,1.0,0.1605,1.0,1.0,1.0,0.9,0.935,1.0,1.0,0.0,0.9995,1.0,1.0
classification,synthetic,?A1>A4,gpt-5-nano,1.0,1.0,1.0,0.9756,1.0,1.0,0.0207,1.0,1.0,0.1528,1.0,0.6583,1.0,0.9996,0.0,0.9887,1.0,1.0
classification,synthetic,?A1>A4,gpt-oss:20b,1.0,1.0,1.0,0.9734,1.0,1.0,0.0067,1.0,1.0,0.1037,0.446,1.0,1.0,0.9988,0.0,0.9675,1.0,1.0
classification,synthetic,?A1>A4,grok-3-mini,0.3145,0.3238,0.9807,0.0026,0.998,0.9941,0.0,0.9807,0.9961,0.0,0.0,0.0,1.0,0.0577,0.0,0.002,0.998,0.8666
classification,synthetic,?A1>A4,llama3.1:70b,0.9054,0.9165,0.9999,0.1002,1.0,1.0,0.0,0.9998,1.0,0.0,0.0012,0.0033,0.9793,1.0,0.0,0.1481,1.0,0.9964
classification,synthetic,?A1>A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A1>A4,mistral-small:24b,0.9953,0.9978,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0013,0.0244,0.0595,0.9995,0.9186,0.0,1.0,1.0,1.0
classification,synthetic,?A1>A4,o3,0.0065,0.0065,0.5,0.0,0.75,0.6875,0.0,0.5,0.5,0.0,0.0,0.0,0.0195,0.0001,0.0,0.0,1.0,0.1445
classification,synthetic,?A3∅A4,deepseek-chat,1.0,0.0,0.9961,0.9539,0.8281,0.2539,0.0,0.0,0.0717,0.0033,0.0,0.1431,0.9102,0.4018,0.0,0.2744,0.998,0.0384
classification,synthetic,?A3∅A4,deepseek-reasoner,0.9894,0.0003,1.0,0.9999,0.9962,0.9165,0.0,0.0,0.7095,0.1537,0.0,0.7214,0.9995,0.9331,0.0,0.895,1.0,1.0
classification,synthetic,?A3∅A4,gemini-2.0-flash,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.001,1.0,0.9943,0.0,0.9999,1.0,1.0,0.1144,1.0,1.0,0.9999
classification,synthetic,?A3∅A4,gemini-2.5-flash,0.0352,0.0,1.0,0.5,0.1094,0.0059,0.0,0.0,0.0005,0.0,0.0,0.0021,0.1875,0.0193,0.0,0.0059,0.875,0.0001
classification,synthetic,?A3∅A4,gemini-2.5-pro,0.1334,0.0,0.7734,1.0,0.2744,0.0287,0.0,0.0,0.0021,0.0,0.0,0.0064,0.377,0.0327,0.0,0.0384,0.9375,0.0012
classification,synthetic,?A3∅A4,gpt-4.1-2025-04-14,0.377,0.0,0.9844,0.8867,1.0,0.1133,0.0,0.0,0.0245,0.0012,0.0,0.0577,0.8125,0.2272,0.0,0.1509,0.9922,0.0154
classification,synthetic,?A3∅A4,gpt-4.1-mini-2025-04-14,0.9102,0.0,0.9995,0.9935,0.9673,1.0,0.0,0.0,0.2403,0.0216,0.0,0.3388,0.9893,0.6762,0.0,0.6047,0.9998,0.1796
classification,synthetic,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0279,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A3∅A4,gpt-4o,1.0,0.9997,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.929,1.0,1.0,1.0
classification,synthetic,?A3∅A4,gpt-5,0.9755,0.0002,1.0,0.9997,0.9936,0.8811,0.0,0.0,1.0,0.0946,0.0,0.655,0.9979,0.9054,0.0,0.8463,1.0,0.5
classification,synthetic,?A3∅A4,gpt-5-mini,0.9992,0.0144,1.0,1.0,0.9997,0.9927,0.0,0.0,0.9608,1.0,0.0,0.9449,1.0,0.9967,0.0013,0.9904,1.0,0.9242
classification,synthetic,?A3∅A4,gpt-5-nano,1.0,1.0,1.0,1.0,1.0,1.0,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A3∅A4,gpt-oss:20b,0.9331,0.0005,0.9997,0.9988,0.9793,0.7976,0.0,0.0,0.5,0.1077,0.0,1.0,0.9936,0.8569,0.0,0.7878,1.0,0.4225
classification,synthetic,?A3∅A4,grok-3-mini,0.2539,0.0,0.9688,0.8281,0.5,0.0547,0.0,0.0,0.0106,0.0002,0.0,0.0245,1.0,0.1509,0.0,0.0898,0.9844,0.0037
classification,synthetic,?A3∅A4,llama3.1:70b,0.7728,0.0,0.9968,0.9941,0.8949,0.5,0.0,0.0,0.1917,0.0113,0.0,0.2617,0.9408,1.0,0.0,0.5,0.9995,0.1431
classification,synthetic,?A3∅A4,llama3.1:8b,1.0,0.9296,1.0,1.0,1.0,1.0,0.0,0.1108,1.0,0.9995,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A3∅A4,mistral-small:24b,0.8867,0.0,0.9995,0.9894,0.9408,0.6047,0.0,0.0,0.2706,0.0261,0.0,0.345,0.9713,0.6682,0.0,1.0,0.9998,0.2024
classification,synthetic,?A3∅A4,o3,0.0195,0.0,0.5,0.3125,0.0625,0.0032,0.0,0.0,0.0001,0.0,0.0,0.0005,0.1094,0.0059,0.0,0.0032,1.0,0.0
classification,synthetic,?A4=A1|3,deepseek-chat,1.0,0.0178,1.0,0.0595,0.99,0.9506,0.0,0.0,0.9186,0.0,0.0,0.0,0.8659,0.0023,0.0,0.0,1.0,0.8115
classification,synthetic,?A4=A1|3,deepseek-reasoner,0.2983,0.0017,1.0,0.0147,0.9393,0.8042,0.0,0.0,0.7878,0.0,0.0,0.0,0.6962,0.0004,0.0,0.0,0.9998,1.0
classification,synthetic,?A4=A1|3,gemini-2.0-flash,0.992,1.0,1.0,0.7084,1.0,0.9998,0.0,0.0055,1.0,0.002,0.0,0.0,0.9995,0.2483,0.0,0.0164,1.0,0.9995
classification,synthetic,?A4=A1|3,gemini-2.5-flash,0.0,0.0,1.0,0.0,0.0022,0.0005,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.3238,0.0
classification,synthetic,?A4=A1|3,gemini-2.5-pro,0.9675,0.3919,1.0,1.0,1.0,0.9995,0.0,0.0031,0.9977,0.0005,0.0,0.0,0.9972,0.1358,0.0,0.0082,1.0,0.9934
classification,synthetic,?A4=A1|3,gpt-4.1-2025-04-14,0.0251,0.0,0.9996,0.0001,1.0,0.2617,0.0,0.0,0.221,0.0,0.0,0.0,0.1808,0.0,0.0,0.0,0.9941,0.1147
classification,synthetic,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.1002,0.0005,0.9999,0.0014,0.8569,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4321,0.0,0.0,0.0,0.9974,0.3038
classification,synthetic,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A4=A1|3,gpt-4o,1.0,0.9977,1.0,0.9987,1.0,1.0,0.0,1.0,1.0,0.2559,0.0,0.0481,1.0,0.9592,0.0,0.7121,1.0,1.0
classification,synthetic,?A4=A1|3,gpt-5,0.1481,0.0002,1.0,0.0055,0.8761,0.6399,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0001,0.0,0.0,0.9995,0.345
classification,synthetic,?A4=A1|3,gpt-5-mini,1.0,0.9991,1.0,0.9998,1.0,1.0,0.0,0.8209,1.0,1.0,0.0,0.2662,1.0,0.9937,0.0,0.9,1.0,1.0
classification,synthetic,?A4=A1|3,gpt-5-nano,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A4=A1|3,gpt-oss:20b,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9756,1.0,0.8091,0.0,1.0,1.0,0.9996,0.0,0.985,1.0,1.0
classification,synthetic,?A4=A1|3,grok-3-mini,0.2148,0.0015,1.0,0.0066,0.8998,0.6962,0.0,0.0,0.6399,0.0,0.0,0.0,1.0,0.0002,0.0,0.0,0.9995,0.4321
classification,synthetic,?A4=A1|3,llama3.1:70b,0.9991,0.8296,1.0,0.9155,1.0,1.0,0.0,0.068,1.0,0.0124,0.0,0.0009,0.9999,1.0,0.0,0.1144,1.0,0.9999
classification,synthetic,?A4=A1|3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,0.0001,1.0,1.0,1.0,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0
classification,synthetic,?A4=A1|3,mistral-small:24b,1.0,0.9923,1.0,0.9962,1.0,1.0,0.0,0.3899,1.0,0.1528,0.0,0.029,1.0,0.9296,0.0,1.0,1.0,1.0
classification,synthetic,?A4=A1|3,o3,0.0,0.0,0.8204,0.0,0.0207,0.0081,0.0,0.0,0.002,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,1.0,0.0007
fixing,overall,?A1=A2,deepseek-chat,1.0,0.001,0.9991,0.0,0.8522,0.0017,0.0,0.9886,1.0,0.9528,0.5206,0.0,0.9995,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,0.0001,1.0,1.0,1.0,1.0,0.5866,1.0,0.0048,0.0,1.0,1.0,1.0
fixing,overall,?A1=A2,gemini-2.0-flash,0.9993,1.0,1.0,0.0027,1.0,0.5784,0.0,1.0,1.0,1.0,0.9987,0.0,1.0,0.0,0.0,0.0001,0.0143,0.0
fixing,overall,?A1=A2,gemini-2.5-flash,0.0014,0.0,1.0,0.0,0.0223,0.0,0.0,0.2599,0.9902,0.0891,0.0014,0.0,0.593,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,gemini-2.5-pro,1.0,0.998,1.0,1.0,1.0,0.9988,0.0,1.0,1.0,1.0,1.0,0.0045,1.0,0.0,0.0,0.1819,0.7203,0.0
fixing,overall,?A1=A2,gpt-4.1-2025-04-14,0.1747,0.0,0.9832,0.0,1.0,0.0,0.0,0.9105,1.0,0.7583,0.1831,0.0,0.9908,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,gpt-4.1-mini-2025-04-14,0.9988,0.4606,1.0,0.0016,1.0,1.0,0.0,1.0,1.0,1.0,0.9983,0.0,1.0,0.0,0.0,0.0,0.0108,0.0
fixing,overall,?A1=A2,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9894,1.0,0.8729,0.0,1.0,1.0,0.9999
fixing,overall,?A1=A2,gpt-4o,0.0151,0.0,0.7766,0.0,0.109,0.0,0.0,1.0,0.9988,0.2661,0.0124,0.0,0.8284,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,gpt-5,0.0,0.0,0.0136,0.0,0.0,0.0,0.0,0.0017,1.0,0.0001,0.0,0.0,0.0241,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,gpt-5-mini,0.0589,0.0,0.9283,0.0,0.2766,0.0,0.0,0.7698,0.9999,1.0,0.0567,0.0,0.9468,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,gpt-5-nano,0.5206,0.0018,0.999,0.0,0.8437,0.0024,0.0,0.9908,1.0,0.9547,1.0,0.0,0.9992,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,gpt-oss:20b,1.0,1.0,1.0,0.9971,1.0,1.0,0.0153,1.0,1.0,1.0,1.0,1.0,1.0,0.0546,0.0,0.9904,0.9991,0.4709
fixing,overall,?A1=A2,grok-3-mini,0.0007,0.0,0.4532,0.0,0.0126,0.0,0.0,0.2035,0.9821,0.0669,0.0012,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A2,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,1.0,0.1448,1.0,1.0,1.0,1.0,0.9597,1.0,1.0,0.0,1.0,1.0,0.9962
fixing,overall,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fixing,overall,?A1=A2,mistral-small:24b,1.0,0.9999,1.0,0.8411,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0143,1.0,0.0,0.0,1.0,0.938,0.0
fixing,overall,?A1=A2,o3,1.0,0.9887,1.0,0.3107,1.0,0.9915,0.0,1.0,1.0,1.0,1.0,0.0015,1.0,0.0,0.0,0.0739,1.0,0.0
fixing,overall,?A1=A3+A4,deepseek-chat,1.0,0.1423,1.0,0.0043,0.9133,0.0513,0.0,0.886,1.0,0.9785,0.0415,0.0017,1.0,0.0,0.0,0.0,0.9808,0.0
fixing,overall,?A1=A3+A4,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.2107,0.0,0.0009,1.0,1.0
fixing,overall,?A1=A3+A4,gemini-2.0-flash,0.8776,1.0,1.0,0.0605,0.9933,0.3021,0.0,0.9874,1.0,0.999,0.2687,0.0176,1.0,0.0,0.0,0.0,0.9993,0.0
fixing,overall,?A1=A3+A4,gemini-2.5-flash,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1967,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A3+A4,gemini-2.5-pro,0.9967,0.9494,1.0,1.0,1.0,0.8645,0.0,0.9999,1.0,1.0,0.8329,0.105,1.0,0.0,0.0,0.0,1.0,0.0
fixing,overall,?A1=A3+A4,gpt-4.1-2025-04-14,0.1031,0.0087,1.0,0.0,1.0,0.0011,0.0,0.4408,1.0,0.7828,0.0011,0.0001,0.9999,0.0,0.0,0.0,0.7817,0.0
fixing,overall,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.9578,0.73,1.0,0.1556,0.9992,1.0,0.0,0.9973,1.0,0.9999,0.4639,0.0303,1.0,0.0,0.0,0.0,0.9999,0.0
fixing,overall,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
fixing,overall,?A1=A3+A4,gpt-4o,0.1337,0.0159,1.0,0.0001,0.598,0.0036,0.0,1.0,1.0,0.8422,0.0025,0.0004,0.9999,0.0,0.0,0.0,0.8369,0.0
fixing,overall,?A1=A3+A4,gpt-5,0.0,0.0,0.8353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0
fixing,overall,?A1=A3+A4,gpt-5-mini,0.0268,0.0013,1.0,0.0,0.247,0.0001,0.0,0.182,1.0,1.0,0.0001,0.0,0.9977,0.0,0.0,0.0,0.5196,0.0
fixing,overall,?A1=A3+A4,gpt-5-nano,0.966,0.7596,1.0,0.19,0.9992,0.5719,0.0,0.9981,1.0,1.0,1.0,0.0291,1.0,0.0,0.0,0.0,0.9999,0.0
fixing,overall,?A1=A3+A4,gpt-oss:20b,0.999,0.9879,1.0,0.9194,0.9999,0.9787,0.0,0.9998,1.0,1.0,0.9799,1.0,1.0,0.0,0.0,0.0,1.0,0.0001
fixing,overall,?A1=A3+A4,grok-3-mini,0.0,0.0,0.9999,0.0,0.0002,0.0,0.0,0.0002,0.9972,0.0032,0.0,0.0,1.0,0.0,0.0,0.0,0.0034,0.0
fixing,overall,?A1=A3+A4,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0108,1.0,0.8117
fixing,overall,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
