Q_ID,action,dataset,llm,set_pair,match_type,a_string,b_string,shared_entities
104,zero-shot,qawiki,deepseek-reasoner,A3×A4,wikidata_alias,Batman & Robin,Batman and Robin,http://www.wikidata.org/entity/Q112987051|http://www.wikidata.org/entity/Q117075312|http://www.wikidata.org/entity/Q129378
107,zero-shot,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Carola Häggkvist,Carola,http://www.wikidata.org/entity/Q212524
108,zero-shot,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Mandarin Chinese,Chinese,http://www.wikidata.org/entity/Q727694
108,zero-shot,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Turkish,Persian,http://www.wikidata.org/entity/Q137123155|http://www.wikidata.org/entity/Q137144678
108,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Mandarin Chinese,Chinese,http://www.wikidata.org/entity/Q727694
108,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Turkish,Persian,http://www.wikidata.org/entity/Q137123155|http://www.wikidata.org/entity/Q137144678
110,classification,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Rats,Rat,http://www.wikidata.org/entity/Q135412150
110,fixing,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Rats,Rat,http://www.wikidata.org/entity/Q135412150
110,classification,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Rats,Rat,http://www.wikidata.org/entity/Q135412150
110,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Rats,Rat,http://www.wikidata.org/entity/Q135412150
111,zero-shot,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Ludwig Ahgren,Ludwig,http://www.wikidata.org/entity/Q104833873
111,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Ludwig Ahgren,Ludwig,http://www.wikidata.org/entity/Q104833873
114,zero-shot,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Glenn Theodore Seaborg,Glenn T. Seaborg,http://www.wikidata.org/entity/Q48973
114,zero-shot,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Yuri Oganessian,Yuri Tsolakovich Oganessian,http://www.wikidata.org/entity/Q1144326
114,zero-shot,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Glenn T. Seaborg,Glenn Theodore Seaborg,http://www.wikidata.org/entity/Q48973
114,zero-shot,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Yuri Oganessian,Yuri Tsolakovich Oganessian,http://www.wikidata.org/entity/Q1144326
114,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Ernest Lawrence,Ernest Orlando Lawrence,http://www.wikidata.org/entity/Q169577
114,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Niels Bohr,Niels Henrik David Bohr,http://www.wikidata.org/entity/Q7085
114,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Alfred Nobel,Alfred Bernhard Nobel,http://www.wikidata.org/entity/Q23810
114,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Dmitri Mendeleev,Dmitri Ivanovich Mendeleev,http://www.wikidata.org/entity/Q9106
114,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Glenn T. Seaborg,Glenn Theodore Seaborg,http://www.wikidata.org/entity/Q48973
118,classification,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Pope Hormisdas,Hormisdas,http://www.wikidata.org/entity/Q160931
118,fixing,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Peter,Saint Peter,http://www.wikidata.org/entity/Q27987172|http://www.wikidata.org/entity/Q55384902|http://www.wikidata.org/entity/Q62607833
118,fixing,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Hormisdas,Pope Hormisdas,http://www.wikidata.org/entity/Q160931
118,zero-shot,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Hormisdas,Pope Hormisdas,http://www.wikidata.org/entity/Q160931
118,classification,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Pope Hormisdas,Hormisdas,http://www.wikidata.org/entity/Q160931
118,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Peter,Saint Peter,http://www.wikidata.org/entity/Q27987172|http://www.wikidata.org/entity/Q55384902|http://www.wikidata.org/entity/Q62607833
118,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Hormisdas,Pope Hormisdas,http://www.wikidata.org/entity/Q160931
119,zero-shot,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,H2 Database Engine,H2,http://www.wikidata.org/entity/Q1562670
119,zero-shot,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Virtuoso Universal Server,Virtuoso,http://www.wikidata.org/entity/Q7935239
119,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,H2 Database Engine,H2,http://www.wikidata.org/entity/Q1562670
120,fixing,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Rugby United New York,Rugby New York,http://www.wikidata.org/entity/Q54953803
121,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Saint Bartholomew,Saint Philip,http://www.wikidata.org/entity/Q103747955
122,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Saint Sergius,Sergius of Radonezh,http://www.wikidata.org/entity/Q312899
123,zero-shot,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Saint Vitus,Vitus,http://www.wikidata.org/entity/Q212850
123,zero-shot,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Saint Germaine Cousin,Germaine Cousin,http://www.wikidata.org/entity/Q2487594
123,zero-shot,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Saint Vitus,Vitus,http://www.wikidata.org/entity/Q212850
124,zero-shot,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Neapolitan sauce,Napoli sauce,http://www.wikidata.org/entity/Q4886791
124,zero-shot,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Napoli sauce,Neapolitan sauce,http://www.wikidata.org/entity/Q4886791
128,fixing,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Dr. Nick Riviera,Nick Riviera,http://www.wikidata.org/entity/Q1751497
128,fixing,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Dr. Hibbert,Julius Hibbert,http://www.wikidata.org/entity/Q1504586
128,fixing,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Dr. Hibbert,Julius Hibbert,http://www.wikidata.org/entity/Q1504586
128,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Dr. Nick Riviera,Nick Riviera,http://www.wikidata.org/entity/Q1751497
128,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Dr. Hibbert,Julius Hibbert,http://www.wikidata.org/entity/Q1504586
128,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Uter,Üter Zörker,http://www.wikidata.org/entity/Q3593750
128,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Fat Tony,Marion Anthony D'Amico,http://www.wikidata.org/entity/Q1504498
128,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Dr. Hibbert,Julius Hibbert,http://www.wikidata.org/entity/Q1504586
128,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Uter,Üter Zörker,http://www.wikidata.org/entity/Q3593750
128,fixing,qawiki,deepseek-reasoner,A3×A4,wikidata_alias,Marion Anthony D'Amico,Fat Tony,http://www.wikidata.org/entity/Q1504498
130,zero-shot,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Juan Fernández Firecrown,Juan Fernandez Firecrown,http://www.wikidata.org/entity/Q1271772
130,zero-shot,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Juan Fernandez Firecrown,Juan Fernández Firecrown,http://www.wikidata.org/entity/Q1271772
132,zero-shot,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Large Synoptic Survey Telescope,Vera C. Rubin Observatory,http://www.wikidata.org/entity/Q672021
133,classification,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,James H. Wilkinson,James Wilkinson,http://www.wikidata.org/entity/Q62877
133,classification,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Michael Rabin,Michael O. Rabin,http://www.wikidata.org/entity/Q357965
133,classification,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,James H. Wilkinson,James Wilkinson,http://www.wikidata.org/entity/Q62877
133,zero-shot,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Timothy John Berners-Lee,Tim Berners-Lee,http://www.wikidata.org/entity/Q80
133,classification,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Michael Rabin,Michael O. Rabin,http://www.wikidata.org/entity/Q357965
135,zero-shot,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Universidad Nacional de la Amazonía Peruana,National University of the Peruvian Amazon,http://www.wikidata.org/entity/Q6156601
135,zero-shot,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Universidad Nacional de Trujillo,National University of Trujillo,http://www.wikidata.org/entity/Q1634051
135,zero-shot,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Universidad Nacional de la Amazonía Peruana,National University of the Peruvian Amazon,http://www.wikidata.org/entity/Q6156601
135,zero-shot,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Universidad Nacional de Trujillo,National University of Trujillo,http://www.wikidata.org/entity/Q1634051
135,fixing,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,University of Piura,Universidad de Piura,http://www.wikidata.org/entity/Q5202348
135,fixing,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Cayetano Heredia University,Universidad Peruana Cayetano Heredia,http://www.wikidata.org/entity/Q5055311
135,zero-shot,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Universidad Peruana Cayetano Heredia,Cayetano Heredia University,http://www.wikidata.org/entity/Q5055311
135,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,National University of Education Enrique Guzman y Valle,National University of Education Enrique Guzmán y Valle,http://www.wikidata.org/entity/Q6979244
135,zero-shot,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,National University of Education Enrique Guzman y Valle,National University of Education Enrique Guzmán y Valle,http://www.wikidata.org/entity/Q6979244
135,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,University of Piura,Universidad de Piura,http://www.wikidata.org/entity/Q5202348
135,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Cayetano Heredia University,Universidad Peruana Cayetano Heredia,http://www.wikidata.org/entity/Q5055311
135,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Private University of the North,Universidad Privada del Norte,http://www.wikidata.org/entity/Q3551837
136,fixing,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Super Mario Brothers,Super Mario Bros.,http://www.wikidata.org/entity/Q11168|http://www.wikidata.org/entity/Q23902998
137,classification,qawiki,deepseek-reasoner,A1×A2,wikidata_alias,Super Smash Bros.,Super Smash Brothers,http://www.wikidata.org/entity/Q2778220|http://www.wikidata.org/entity/Q870981
139,classification,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,Paraguayan War,War of the Triple Alliance,http://www.wikidata.org/entity/Q58947
139,zero-shot,qawiki,deepseek-reasoner,A1×A4,wikidata_alias,War of the Triple Alliance,Paraguayan War,http://www.wikidata.org/entity/Q58947
139,classification,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Paraguayan War,War of the Triple Alliance,http://www.wikidata.org/entity/Q58947
141,fixing,qawiki,deepseek-reasoner,A1×A3,wikidata_alias,Vsauce,Vsauce2,http://www.wikidata.org/entity/Q3008647
141,fixing,qawiki,deepseek-reasoner,A2×A3,wikidata_alias,Vsauce,Vsauce2,http://www.wikidata.org/entity/Q3008647
142,fixing,qawiki,deepseek-reasoner,A2×A4,wikidata_alias,Justine Wilson,Justine Musk,http://www.wikidata.org/entity/Q6318376
4,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Art Institute of Chicago,The Art Institute of Chicago,http://www.wikidata.org/entity/Q239303
4,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Metropolitan Museum of Art,The Metropolitan Museum of Art,http://www.wikidata.org/entity/Q160236
4,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Frick Collection,The Frick Collection,http://www.wikidata.org/entity/Q682827
4,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,"National Gallery, London","The National Gallery, London",http://www.wikidata.org/entity/Q180788
4,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Prado Museum,Museo Nacional del Prado,http://www.wikidata.org/entity/Q160112
4,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,"The National Gallery, London","National Gallery, London",http://www.wikidata.org/entity/Q180788
4,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,The Art Institute of Chicago,Art Institute of Chicago,http://www.wikidata.org/entity/Q239303
4,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,"The National Gallery, London","National Gallery, London",http://www.wikidata.org/entity/Q180788
5,classification,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Pixies,The Pixies,http://www.wikidata.org/entity/Q188464
5,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,The Pixies,Pixies,http://www.wikidata.org/entity/Q188464
5,classification,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Pixies,The Pixies,http://www.wikidata.org/entity/Q188464
5,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,The Pixies,Pixies,http://www.wikidata.org/entity/Q188464
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Jessica A. Watkins,Jessica Watkins,http://www.wikidata.org/entity/Q30202712
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Kathleen Rubins,Kate Rubins,http://www.wikidata.org/entity/Q3194085
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Robert L. Behnken,Robert Behnken,http://www.wikidata.org/entity/Q523835
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Clayton C. Anderson,Clayton Anderson,http://www.wikidata.org/entity/Q447264
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Catherine Coleman,Cady Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Victor J. Glover,Victor Glover,http://www.wikidata.org/entity/Q13499227
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Warren Woodrow Hoburg,Warren Hoburg,http://www.wikidata.org/entity/Q30157794
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Cady Coleman,Catherine Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Roger B. Chaffee,Roger Chaffee,http://www.wikidata.org/entity/Q345678
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Jessica A. Watkins,Jessica Watkins,http://www.wikidata.org/entity/Q30202712
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Robert L. Behnken,Robert Behnken,http://www.wikidata.org/entity/Q523835
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Catherine Coleman,Cady Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Warren Woodrow Hoburg,Warren Hoburg,http://www.wikidata.org/entity/Q30157794
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Cady Coleman,Catherine Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Jeffrey A. Hoffman,Jeffrey Hoffman,http://www.wikidata.org/entity/Q719911
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Heidemarie M. Stefanyshyn-Piper,Heidemarie Stefanyshyn-Piper,http://www.wikidata.org/entity/Q51773
6,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Roger B. Chaffee,Roger Chaffee,http://www.wikidata.org/entity/Q345678
6,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Jessica A. Watkins,Jessica Watkins,http://www.wikidata.org/entity/Q30202712
6,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Kate Rubins,Kathleen Rubins,http://www.wikidata.org/entity/Q3194085
6,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Clayton C. Anderson,Clayton Anderson,http://www.wikidata.org/entity/Q447264
6,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Mae C. Jemison,Mae Jemison,http://www.wikidata.org/entity/Q34091
6,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Warren Woodrow Hoburg,Warren Hoburg,http://www.wikidata.org/entity/Q30157794
6,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Cady Coleman,Catherine Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Jeffrey A. Hoffman,Jeffrey Hoffman,http://www.wikidata.org/entity/Q719911
6,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,Catherine Coleman,Cady Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,Cady Coleman,Catherine Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Kate Rubins,Kathleen Rubins,http://www.wikidata.org/entity/Q3194085
6,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Cady Coleman,Catherine Coleman,http://www.wikidata.org/entity/Q7468
6,zero-shot,qawiki,gemini-2.0-flash,A3×A4,wikidata_alias,Cady Coleman,Catherine Coleman,http://www.wikidata.org/entity/Q7468
12,classification,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Oculus VR,Reality Labs,http://www.wikidata.org/entity/Q16321326
12,classification,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Reality Labs,Oculus VR,http://www.wikidata.org/entity/Q16321326
12,fixing,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Oculus VR,Reality Labs,http://www.wikidata.org/entity/Q16321326
12,fixing,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Reality Labs,Oculus VR,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Reality Labs,Oculus,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Oculus VR,Oculus,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Reality Labs,Facebook Technologies,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Oculus VR,Facebook Technologies,http://www.wikidata.org/entity/Q16321326
12,fixing,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Oculus VR,Reality Labs,http://www.wikidata.org/entity/Q16321326
12,fixing,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Reality Labs,Oculus VR,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Reality Labs,Oculus,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Oculus VR,Oculus,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Oculus VR,Reality Labs,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,Oculus,Facebook Technologies,http://www.wikidata.org/entity/Q16321326
12,fixing,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Oculus VR,Reality Labs,http://www.wikidata.org/entity/Q16321326
12,fixing,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Reality Labs,Oculus VR,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Oculus,Reality Labs,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A3×A4,wikidata_alias,Facebook Technologies,Oculus,http://www.wikidata.org/entity/Q16321326
12,zero-shot,qawiki,gemini-2.0-flash,A3×A4,wikidata_alias,Facebook Technologies,Reality Labs,http://www.wikidata.org/entity/Q16321326
18,fixing,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,"World Museum, Liverpool",Liverpool Museum,http://www.wikidata.org/entity/Q980795
18,fixing,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Liverpool Museum,"World Museum, Liverpool",http://www.wikidata.org/entity/Q980795
18,fixing,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,"World Museum, Liverpool",Liverpool Museum,http://www.wikidata.org/entity/Q980795
18,fixing,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,Liverpool Museum,"World Museum, Liverpool",http://www.wikidata.org/entity/Q980795
18,fixing,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,"World Museum, Liverpool",Liverpool Museum,http://www.wikidata.org/entity/Q980795
18,fixing,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Liverpool Museum,"World Museum, Liverpool",http://www.wikidata.org/entity/Q980795
19,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Blue,Green,http://www.wikidata.org/entity/Q3776297
19,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,Blue,Green,http://www.wikidata.org/entity/Q3776297
19,zero-shot,qawiki,gemini-2.0-flash,A3×A4,wikidata_alias,Green,Blue,http://www.wikidata.org/entity/Q3776297
24,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,The Whale,Moby Dick,http://www.wikidata.org/entity/Q174596
38,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Centre Le Corbusier,Heidi Weber Museum,http://www.wikidata.org/entity/Q638236
38,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Centre Le Corbusier,Pavillon Le Corbusier,http://www.wikidata.org/entity/Q638236
38,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Heidi Weber Museum,Centre Le Corbusier,http://www.wikidata.org/entity/Q638236
38,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Heidi Weber Museum,Pavillon Le Corbusier,http://www.wikidata.org/entity/Q638236
38,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Pavillon Le Corbusier,Centre Le Corbusier,http://www.wikidata.org/entity/Q638236
38,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Pavillon Le Corbusier,Heidi Weber Museum,http://www.wikidata.org/entity/Q638236
38,fixing,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Heidi Weber Museum,Pavillon Le Corbusier,http://www.wikidata.org/entity/Q638236
38,fixing,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,Pavillon Le Corbusier,Heidi Weber Museum,http://www.wikidata.org/entity/Q638236
40,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Miklos Radnoti,Miklós Radnóti,http://www.wikidata.org/entity/Q442801
41,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Nerve growth factor receptor,NGF receptor,http://www.wikidata.org/entity/Q28560960
41,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,L1CAM,L1 cell adhesion molecule,http://www.wikidata.org/entity/Q1437419|http://www.wikidata.org/entity/Q14865255
41,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,p75 neurotrophin receptor,NGF receptor,http://www.wikidata.org/entity/Q29531578
41,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,Ran GTPase,Ran,http://www.wikidata.org/entity/Q29810078
41,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,TAG-1,TAG1,http://www.wikidata.org/entity/Q18254800|http://www.wikidata.org/entity/Q24394937
41,zero-shot,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,L1 cell adhesion molecule,L1CAM,http://www.wikidata.org/entity/Q1437419|http://www.wikidata.org/entity/Q14865255
41,zero-shot,qawiki,gemini-2.0-flash,A1×A3,wikidata_alias,L1CAM,L1 cell adhesion molecule,http://www.wikidata.org/entity/Q1437419|http://www.wikidata.org/entity/Q14865255
41,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,SAP97,PSD-95,http://www.wikidata.org/entity/Q29711712
41,zero-shot,qawiki,gemini-2.0-flash,A1×A4,wikidata_alias,ProSAP,Shank,http://www.wikidata.org/entity/Q29729999
41,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,L1CAM,L1 cell adhesion molecule,http://www.wikidata.org/entity/Q1437419|http://www.wikidata.org/entity/Q14865255
41,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,HTT,Huntingtin,http://www.wikidata.org/entity/Q2620886
41,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,VAMP,Synaptobrevin,http://www.wikidata.org/entity/Q29727788
41,zero-shot,qawiki,gemini-2.0-flash,A2×A3,wikidata_alias,Rac,Akt,http://www.wikidata.org/entity/Q18247674
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,GBA1,Glucocerebrosidase,http://www.wikidata.org/entity/Q14878770
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Cdk5,Cyclin-dependent kinase 5,http://www.wikidata.org/entity/Q21495012|http://www.wikidata.org/entity/Q28556383|http://www.wikidata.org/entity/Q29717166|http://www.wikidata.org/entity/Q29813043
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,HTT,Huntingtin,http://www.wikidata.org/entity/Q2620886
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,ALS,SOD1,http://www.wikidata.org/entity/Q15328137
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Rac,Akt,http://www.wikidata.org/entity/Q18247674
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Rac,Rac1,http://www.wikidata.org/entity/Q29711400|http://www.wikidata.org/entity/Q29723035|http://www.wikidata.org/entity/Q29809980
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,TDP43,TDP-43,http://www.wikidata.org/entity/Q29710089
41,zero-shot,qawiki,gemini-2.0-flash,A2×A4,wikidata_alias,Superoxide dismutase 1,SOD1,http://www.wikidata.org/entity/Q55202548
41,zero-shot,qawiki,gemini-2.0-flash,A3×A4,wikidata_alias,Ryanodine receptor,RyR,http://www.wikidata.org/entity/Q29715275|http://www.wikidata.org/entity/Q416781
42,fixing,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,extracellular signal-regulated kinase 2,mitogen-activated protein kinase 1,http://www.wikidata.org/entity/Q15317763|http://www.wikidata.org/entity/Q6590503
42,fixing,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,mitogen-activated protein kinase 1,extracellular signal-regulated kinase 2,http://www.wikidata.org/entity/Q15317763|http://www.wikidata.org/entity/Q6590503
42,fixing,qawiki,gemini-2.0-flash,A1×A2,wikidata_alias,mitogen-activated protein kinase 1,mitogen-activated protein kinase 3,http://www.wikidata.org/entity/Q28561105
