dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),?SC(A1=A2),?SC(A1>A3),?SC(A1>A4),?SC(A3∅A4),?SC(A4=A1|3),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,idk,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2)_x,p(A1=A3+A4)_x,p(A1>A3)_x,p(A1>A4)_x,p(A3∅A4)_x,p(A4=A1|3)_x,p(A1=A2)_y,p(A1=A3+A4)_y,p(A1>A3)_y,p(A1>A4)_y,p(A3∅A4)_y,p(A4=A1|3)_y
LC-QuAD,zero-shot,llama3.1:8b,0.02,0.0,0.0667,0.0467,0.7133,0.0,0.027,,,0.1848,0.1558,0.0576,0.101,0.15,,,,,,,,0.0067,0.0067,0.0,0.0067,0.027,0.15,0.005025,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LC-QuAD,zero-shot,mistral-small:24b,0.3311,0.2703,0.4392,0.5,0.5135,0.0,0.3784,,,0.4096,0.4449,0.3764,0.2201,0.4574,,,,,,,,0.6622,0.2568,0.4257,0.4324,0.3784,0.4574,0.444275,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LC-QuAD,zero-shot,o3,0.2162,0.1284,0.3784,0.2703,0.9392,0.1014,0.25,,,0.4309,0.4023,0.0411,0.326,0.5506,,,,,,,,0.1284,0.1689,0.1081,0.1622,0.25,0.5506,0.1419,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,chain-of-thought,deepseek-chat,0.9527,0.6689,0.7838,0.8108,0.8176,0.4865,,,,0.9715,0.8934,0.1734,0.6871,,,,,,,,,0.1757,0.1757,0.2095,0.2027,,,0.1909,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.0,0.0,0.0198,0.0
qawiki,chain-of-thought,deepseek-reasoner,0.9533,0.74,0.8267,0.82,0.8333,0.5933,,,,0.9747,0.893,0.1562,0.7171,,,,,,,,,0.16,0.1667,0.18,0.2,,,0.17667499999999997,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,0.0,0.0,0.4402,0.0
qawiki,chain-of-thought,gpt-4.1-2025-04-14,0.9459,0.777,0.9054,0.9257,0.9257,0.7027,,,,0.9741,0.9439,0.0609,0.8404,,,,,,,,,0.0541,0.0608,0.0946,0.1149,,,0.0811,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,chain-of-thought,gpt-5,0.96,0.88,0.9333,0.94,0.8133,0.7,,,,0.9728,0.9596,0.1765,0.7686,,,,,,,,,0.1667,0.1733,0.1733,0.1867,,,0.175,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,chain-of-thought,gpt-5-nano,0.9133,0.7267,0.84,0.8333,0.56,0.3133,,,,0.9484,0.8914,0.4317,0.4479,,,,,,,,,0.42,0.4333,0.42,0.4533,,,0.43165,,,,,,,,,,,,,,,,,0.0,0.0,0.0002,0.0015,0.43,0.0,0.0,0.0,0.0002,0.0015,0.43,0.0
qawiki,chain-of-thought,llama3.1:70b,0.86,0.5467,0.66,0.7667,0.7733,0.3733,,,,0.9118,0.7739,0.1864,0.6025,,,,,,,,,0.1333,0.14,0.2067,0.2467,,,0.181675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2175,0.0,0.0,0.0,0.0,0.0,0.2175,0.0
qawiki,chain-of-thought,llama3.1:8b,0.68,0.32,0.6533,0.6333,0.8333,0.2333,,,,0.7887,0.6554,0.1278,0.4923,,,,,,,,,0.0867,0.0933,0.16,0.2467,,,0.146675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1659,0.0,0.0,0.0,0.0,0.0,0.1659,0.0
qawiki,classification,deepseek-chat,0.98,0.8467,0.9,0.9333,0.56,0.4533,0.5133,0.5133,0.5133,0.9925,0.9582,0.4117,0.5403,0.6638,0.6377,0.6588,,,,,,0.3667,0.3667,0.4,0.4333,0.5133,0.6534,0.391675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.992,0.0
qawiki,classification,deepseek-reasoner,0.8933,0.8667,0.56,0.9133,0.4133,0.3067,0.52,0.4467,0.6,0.9267,0.9058,0.5867,0.3467,0.6656,0.531,0.6823,,,,,,0.2667,0.22,0.48,0.6267,0.5222,0.6263,0.39835,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qawiki,classification,gemini-2.0-flash,0.8667,0.8867,0.5133,0.9533,0.3533,0.2933,0.4667,0.4333,0.3733,0.9471,0.9502,0.5642,0.3982,0.6483,0.6061,0.5276,0.8733,0.5267,,,0.2933,0.3067,0.3,0.5333,0.5467,0.4244,0.594,0.421675,0.87248322147651,0.0,0.9492456375838925,0.625,0.5535714285714286,0.48936170212765956,,,,,,,0.8851351351351351,1.0,0.949497972972973,1.0,0.0,0.0,0.0006,0.0,1.0,0.0,0.0,0.0,0.0006,0.0,1.0,0.0
qawiki,classification,gemini-2.5-flash,0.8933,0.9467,0.5133,0.98,0.8267,0.7733,0.26,0.3267,0.2467,0.9404,0.9787,0.1678,0.7438,0.5804,0.5794,0.5752,0.8333,0.5133,,,0.8,0.12,0.12,0.2,0.2467,0.2778,0.5783,0.171675,0.9504132231404959,0.6551724137931034,0.9550727272727273,0.8790793103448277,0.5140845070422535,0.5,,,,,,,0.9652777777777778,0.5,0.9810659722222224,0.9222333333333333,0.0,0.0,0.0967,0.0,0.9674,0.0,0.0,0.0,0.0967,0.0,0.9674,0.0
qawiki,classification,gemini-2.5-pro,0.9,0.72,0.5267,0.8467,0.88,0.62,0.3,0.2333,0.28,0.9486,0.8374,0.11,0.7094,0.5939,0.499,0.5359,0.9533,0.54,,,0.6733,0.1067,0.0933,0.2067,0.22,0.2711,0.5429,0.156675,0.9848484848484849,0.2777777777777778,0.9848484848484849,0.6829444444444444,0.5342465753424658,0.25,,,,,,,0.7571428571428571,0.2,0.8624642857142858,0.48690999999999995,0.0,0.0,0.0111,0.0,0.1147,0.0,0.0,0.0,0.0111,0.0,0.1147,0.0
qawiki,classification,gpt-4.1-2025-04-14,0.92,0.8867,0.4667,0.98,0.7933,0.68,0.2667,0.2667,0.2867,0.9874,0.9681,0.2003,0.7671,0.5831,0.569,0.5555,0.9133,0.4667,,,0.6867,0.0933,0.0933,0.1533,0.2067,0.2734,0.5692,0.13665,0.9432624113475178,0.5555555555555556,0.9937127659574467,0.8890333333333333,0.46621621621621623,0.5,,,,,,,0.8843537414965986,1.0,0.9674442176870747,1.0,0.0,0.0,0.2664,0.0,0.0018,0.0,0.0,0.0,0.2664,0.0,0.0018,0.0
qawiki,classification,gpt-4.1-mini-2025-04-14,0.9067,0.8733,0.4267,0.9533,0.6667,0.5467,0.3267,0.3733,0.3333,0.9635,0.9346,0.3269,0.6176,0.5754,0.5618,0.5564,0.9333,0.56,,,0.52,0.2333,0.2333,0.2133,0.3533,0.3444,0.5645,0.2583,0.9565217391304348,0.3333333333333333,0.9821123188405797,0.749025,0.4666666666666667,0.4166666666666667,,,,,,,0.8785714285714286,0.8,0.9374614285714286,0.8949999999999999,0.0,0.0,0.5,0.0,0.9999,0.0,0.0,0.0,0.5,0.0,0.9999,0.0
qawiki,classification,gpt-4.1-nano-2025-04-14,0.9667,0.54,0.68,0.54,0.3867,0.0,0.94,0.9533,0.9333,0.9667,0.6912,0.6075,0.0,0.94,0.9533,0.9333,0.62,0.3733,,,1.0,0.98,0.9867,0.6867,0.54,0.9422,0.9422,0.79835,0.9489795918367347,1.0,0.9489795918367347,1.0,0.6052631578947368,0.7053571428571429,,,,,,,,0.54,,0.691204,0.0,0.0,0.0,0.32,1.0,1.0,0.0,0.0,0.0,0.32,1.0,1.0
qawiki,classification,gpt-4o,0.98,0.9333,0.1867,0.9867,0.2733,0.2133,0.74,0.0933,0.14,0.2828,0.9743,0.7203,0.2614,0.1983,0.1749,0.2079,0.9867,0.32,,,0.7467,0.7067,0.7133,0.74,0.7333,0.3244,0.1937,0.723325,0.9931972789115646,0.3333333333333333,0.2834469387755102,0.25,0.1574074074074074,0.2619047619047619,,,,,,,0.9166666666666666,0.9411764705882353,0.9787041666666667,0.9722803921568628,0.0,0.0,1.0,0.0,0.0023,0.0,0.0,0.0,1.0,0.0,0.0023,0.0
qawiki,classification,gpt-5,0.9133,0.9267,0.7133,0.9733,0.52,0.4467,0.5267,0.6067,0.6067,0.9636,0.9644,0.48,0.4733,0.7286,0.7324,0.746,0.88,0.7067,,,0.48,0.4133,0.4067,0.5067,0.5333,0.58,0.7357,0.4650000000000001,0.9473684210526315,0.6470588235294118,0.9752368421052632,0.8727058823529412,0.7142857142857143,0.6666666666666666,,,,,,,0.9300699300699301,0.8571428571428571,0.9633384615384617,0.9863999999999999,0.0,0.0,0.7084,0.0,0.9867,0.0,0.0,0.0,0.7084,0.0,0.9867,0.0
qawiki,classification,gpt-5-mini,0.86,0.66,0.5933,0.78,0.6267,0.32,0.52,0.5267,0.5133,0.9295,0.7907,0.3733,0.4344,0.6695,0.6549,0.6581,0.8267,0.58,,,0.3733,0.42,0.4267,0.4267,0.48,0.52,0.6608,0.43835,0.8872180451127819,0.6470588235294118,0.9485684210526316,0.7803941176470588,0.589041095890411,0.75,,,,,,,0.6619718309859155,0.625,0.7933239436619718,0.74375,0.0001,0.8129,1.0,0.7646,0.0,0.0,0.0001,0.8129,1.0,0.7646,0.0,0.0
qawiki,classification,gpt-5-nano,0.7867,0.7067,0.04,0.7733,0.16,0.0067,0.08,0.5467,0.0667,0.7893,0.7687,0.8356,0.0694,0.08,0.5467,0.0667,0.7667,0.0733,,,0.06,0.1133,0.1,0.04,0.0333,0.2311,0.2311,0.07164999999999999,0.8120300751879699,0.5882352941176471,0.8120300751879699,0.611764705882353,0.02158273381294964,0.2727272727272727,,,,,,,0.7323943661971831,0.25,0.792019014084507,0.3541625,0.0,0.0004,1.0,0.0775,1.0,1.0,0.0,0.0004,1.0,0.0775,1.0,1.0
qawiki,classification,gpt-oss:20b,0.7133,0.5467,0.4267,0.7267,0.7867,0.3667,0.2933,0.2333,0.2667,0.8163,0.7847,0.1779,0.5467,0.4965,0.4492,0.4766,0.66,0.4067,,,0.4133,0.22,0.1667,0.2533,0.28,0.2644,0.4741,0.23,0.7058823529411765,0.7857142857142857,0.8075352941176471,0.9017857142857143,0.40458015267175573,0.5789473684210527,,,,,,,0.5524475524475524,0.42857142857142855,0.7840706293706294,0.7976285714285714,0.0,0.0,0.2354,0.0,0.7743,0.0,0.0,0.0,0.2354,0.0,0.7743,0.0
qawiki,classification,grok-3-mini,0.8867,0.7667,0.5333,0.8867,0.8,0.58,0.3467,0.38,0.34,0.966,0.9123,0.1934,0.7055,0.5385,0.5576,0.5358,0.9333,0.5,,,0.6,0.1667,0.1667,0.2067,0.2867,0.3556,0.544,0.2067,0.9694656488549618,0.3157894736842105,0.9939519083969465,0.7730263157894737,0.5174825174825175,0.8571428571428571,,,,,,,0.7724137931034483,0.6,0.9116372413793103,0.93286,0.0,0.0,0.1215,0.0,0.9947,0.0,0.0,0.0,0.1215,0.0,0.9947,0.0
qawiki,classification,llama3.1:70b,0.8067,0.4733,0.2733,0.8267,0.9333,0.4667,0.1467,0.0933,0.1333,0.9067,0.7929,0.0377,0.7731,0.4186,0.3589,0.395,0.8133,0.6933,,,0.46,0.0267,0.0333,0.04,0.0533,0.1244,0.3908,0.038325,0.8163265306122449,0.3333333333333333,0.9091789115646259,0.7852,0.14285714285714285,0.27972027972027974,,,,,,,0.4608695652173913,0.5142857142857142,0.7775495652173913,0.8435228571428572,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0,0.0
qawiki,classification,llama3.1:8b,0.1133,0.1,0.0667,0.3533,0.68,0.06,0.0133,0.0067,0.0133,0.4828,0.4791,0.1024,0.385,0.2243,0.1549,0.1793,0.88,0.84,,,0.82,0.0,0.0133,0.0,0.0,0.0111,0.1862,0.003325,0.0,0.11409395973154363,0.8,0.48069395973154366,0.0625,0.06716417910447761,,,,,,,0.15,0.09230769230769231,0.5286299999999999,0.47152692307692307,0.0013,0.0,0.7597,0.0,0.9785,0.002,0.0013,0.0,0.7597,0.0,0.9785,0.002
qawiki,classification,mistral-small:24b,0.8533,0.66,0.3867,0.8667,0.6933,0.4067,0.3733,0.2333,0.24,0.9396,0.8434,0.2837,0.5736,0.5789,0.4543,0.4658,0.9067,0.6133,,,0.5667,0.1867,0.2,0.16,0.1267,0.2822,0.4997,0.16835000000000003,0.9130434782608695,0.16666666666666666,0.9563217391304347,0.7469583333333333,,0.38666666666666666,,,,,,,0.6,0.6642857142857143,0.90105,0.8392478571428571,0.0,0.0,0.9577,0.0,0.0,0.0,0.0,0.0,0.9577,0.0,0.0,0.0
qawiki,classification,o3,0.7667,0.74,0.4933,0.8733,0.86,0.6133,0.2867,0.2733,0.3067,0.9033,0.8855,0.1241,0.7496,0.5253,0.5431,0.5611,0.8267,0.48,,,0.6667,0.14,0.1067,0.18,0.1933,0.2889,0.5432,0.155,0.8248175182481752,0.15384615384615385,0.9318890510948904,0.6015384615384616,0.4863013698630137,0.75,,,,,,,0.7676056338028169,0.25,0.8951415492957747,0.7148249999999999,0.0,0.0,0.0427,0.0,0.5722,0.0,0.0,0.0,0.0427,0.0,0.5722,0.0
qawiki,fixing,deepseek-chat,0.7933,0.7133,0.8333,0.94,0.9467,0.6933,0.38,0.42,0.38,0.8925,0.8845,0.0312,0.7526,0.5727,0.5964,0.5797,,,,,,0.1133,0.1,0.18,0.1867,0.3933,0.5829,0.145,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,deepseek-reasoner,0.5867,0.52,0.66,0.8133,0.9067,0.48,0.1,0.1133,0.0933,0.7372,0.7351,0.0802,0.7272,0.3148,0.2896,0.2818,,,,,,0.0667,0.0533,0.1133,0.1267,0.1022,0.2954,0.09,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0,0.0,0.0,0.0205,0.0
qawiki,fixing,gemini-2.0-flash,0.7533,0.6467,0.8067,0.8867,0.9467,0.6333,0.7333,0.7533,0.7267,0.803,0.8483,0.0193,0.8033,0.8361,0.8383,0.8408,,,,,,0.02,0.0067,0.0067,0.0867,0.7378,0.8384,0.030025,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gemini-2.5-flash,0.86,0.8867,0.8733,0.9667,0.9267,0.8133,0.68,0.6533,0.6133,0.8998,0.9033,0.073,0.7792,0.7605,0.7503,0.7192,,,,,,0.1333,0.0867,0.1067,0.1933,0.6489,0.7433,0.13,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2024,0.0,0.0,0.0,0.0,0.0,0.2024,0.0
qawiki,fixing,gemini-2.5-pro,0.76,0.5933,0.7133,0.8667,0.98,0.58,0.4467,0.4533,0.42,0.8519,0.757,0.02,0.7066,0.6166,0.623,0.5838,,,,,,0.1,0.06,0.0267,0.1467,0.44,0.6078,0.08335000000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gpt-4.1-2025-04-14,0.76,0.7467,0.8667,0.9533,0.8933,0.6667,0.5,0.4933,0.4867,0.9013,0.9098,0.0874,0.7795,0.7944,0.789,0.7863,,,,,,0.0733,0.0733,0.1067,0.12,0.4933,0.7899,0.093325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gpt-4.1-mini-2025-04-14,0.7267,0.68,0.8133,0.98,0.8867,0.6,0.3867,0.3733,0.4133,0.869,0.8699,0.0686,0.7808,0.729,0.7245,0.721,,,,,,0.0867,0.1133,0.2133,0.1333,0.3911,0.7248,0.13665,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3089,0.0,0.0,0.0,0.0,0.0,0.3089,0.0
qawiki,fixing,gpt-4.1-nano-2025-04-14,0.4733,0.1733,0.5333,0.4267,0.6267,0.1267,0.4867,0.5,0.54,0.5857,0.3823,0.2356,0.2938,0.6356,0.6437,0.6641,,,,,,0.2333,0.3267,0.3467,0.04,0.5089,0.6478,0.23667500000000002,,,,,,,,,,,,,,,,,0.0004,0.0466,0.0049,0.9323,0.7715,0.0053,0.0004,0.0466,0.0049,0.9323,0.7715,0.0053
qawiki,fixing,gpt-4o,0.84,0.7867,0.8067,0.9333,0.92,0.74,0.5067,0.5333,0.5133,0.5993,0.5796,0.0572,0.507,0.3598,0.3719,0.3537,,,,,,0.38,0.4067,0.34,0.3867,0.5178,0.3618,0.37835,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gpt-5,0.8933,0.8933,0.9467,0.9867,0.62,0.5133,0.7067,0.7067,0.6867,0.9418,0.9191,0.38,0.4667,0.822,0.8343,0.8067,,,,,,0.5133,0.5267,0.5067,0.58,0.7,0.821,0.531675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1885,0.0,0.0,0.0,0.0,0.0,0.1885,0.0
qawiki,fixing,gpt-5-mini,0.86,0.84,0.9467,0.9733,0.7067,0.56,0.7333,0.7667,0.7267,0.8897,0.9187,0.2933,0.4163,0.8109,0.839,0.8203,,,,,,0.6533,0.6133,0.6333,0.6333,0.7422,0.8234,0.6333,,,,,,,,,,,,,,,,,0.0001,0.0012,0.0001,0.0,0.0,0.0,0.0001,0.0012,0.0001,0.0,0.0,0.0
qawiki,fixing,gpt-5-nano,0.7533,0.7067,0.7867,0.96,0.7267,0.44,0.6333,0.6533,0.5933,0.8314,0.8437,0.2669,0.4701,0.7281,0.7279,0.7132,,,,,,0.56,0.48,0.4467,0.5467,0.6266,0.7231,0.50835,,,,,,,,,,,,,,,,,0.0,0.0001,0.0106,0.0,0.0,0.0,0.0,0.0001,0.0106,0.0,0.0,0.0
qawiki,fixing,grok-3-mini,0.8533,0.8,0.8867,0.9867,0.9333,0.74,0.3867,0.32,0.38,0.9231,0.934,0.0635,0.7428,0.5878,0.5636,0.5961,,,,,,0.1267,0.1333,0.2,0.2467,0.3622,0.5825,0.176675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0946,0.0,0.0,0.0,0.0,0.0,0.0946,0.0
qawiki,fixing,llama3.1:70b,0.5733,0.46,0.64,0.7733,0.8933,0.4133,0.1467,0.1733,0.1467,0.7004,0.7224,0.0639,0.708,0.3565,0.3712,0.365,,,,,,0.02,0.06,0.1067,0.04,0.1556,0.3642,0.056675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,llama3.1:8b,0.0933,0.02,0.1467,0.12,0.66,0.0067,0.0067,0.0,0.0267,0.427,0.2836,0.0856,0.2307,0.126,0.1202,0.1375,,,,,,0.0,0.0067,0.0,0.0,0.0111,0.1279,0.001675,,,,,,,,,,,,,,,,,0.0064,0.125,0.0494,0.0262,0.9933,0.5,0.0064,0.125,0.0494,0.0262,0.9933,0.5
qawiki,fixing,mistral-small:24b,0.66,0.4867,0.6333,0.88,0.96,0.4733,0.58,0.5333,0.5467,0.7737,0.7488,0.0141,0.6267,0.7513,0.7381,0.7446,,,,,,0.26,0.1667,0.24,0.24,0.5533,0.7447,0.226675,,,,,,,,,,,,,,,,,0.0001,0.0052,0.0064,0.0,0.0,0.0,0.0001,0.0052,0.0064,0.0,0.0,0.0
qawiki,fixing,o3,0.7067,0.7333,0.8133,0.9,0.9667,0.7,0.38,0.4133,0.4067,0.6446,0.7051,0.0333,0.6443,0.4113,0.4086,0.4298,,,,,,0.3067,0.2733,0.1533,0.26,0.4,0.4166,0.248325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0008,0.0
qawiki,zero-shot,deepseek-chat,0.2067,0.1267,0.52,0.3667,0.7067,0.0933,0.1892,,,0.4229,0.3305,0.0896,0.2393,0.3911,,,0.2267,0.4867,0.5467,0.7067,0.1533,0.0867,0.1067,0.3467,0.2133,0.1892,0.3911,0.18835000000000002,0.2108843537414966,0.0,0.4231775510204082,0.41076666666666667,0.5142857142857142,0.5217391304347826,0.2903225806451613,0.3865546218487395,0.7066666666666667,,0.089626,,0.1223021582733813,0.18181818181818182,0.3235712230215827,0.4177090909090909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,deepseek-reasoner,0.1267,0.08,0.2867,0.2,0.82,0.0733,0.1284,,,0.3114,0.2858,0.0324,0.2096,0.3168,,,0.2333,0.3067,0.2067,0.8067,0.12,0.0467,0.0733,0.0533,0.08,0.1284,0.3168,0.063325,0.125,0.13636363636363635,0.3130390625,0.3015818181818182,0.2896551724137931,0.2,0.19310344827586207,0.4,0.8263888888888888,0.6666666666666666,0.030047916666666667,0.08888333333333333,0.08391608391608392,0.0,0.28695594405594405,0.2624714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.0-flash,0.24,0.1,0.3533,0.3467,0.7067,0.0533,0.3378,,,0.4918,0.3499,0.0783,0.1963,0.5812,,,0.26,0.4067,0.6333,0.7,0.2133,0.0,0.0133,0.0,0.18,0.3378,0.5812,0.048325,0.23776223776223776,0.2857142857142857,0.5012944055944056,0.2976142857142857,0.359375,0.3181818181818182,0.43478260869565216,0.33070866141732286,0.7194244604316546,0.5454545454545454,0.08076978417266187,0.04660909090909091,0.0967741935483871,0.11538461538461539,0.3479338709677419,0.35907692307692307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-flash,0.2667,0.1533,0.4467,0.4733,0.8933,0.1467,0.2635,,,0.5316,0.406,0.0176,0.2585,0.5294,,,0.3933,0.4533,0.4667,0.88,0.18,0.0667,0.0733,0.1067,0.3133,0.2635,0.5294,0.14,0.2857142857142857,0.1935483870967742,0.5463605042016806,0.4749870967741935,0.44755244755244755,0.42857142857142855,0.4689655172413793,0.6,0.8972602739726028,0.75,0.017764383561643834,0.010875,0.15172413793103448,0.2,0.4105255172413793,0.27372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-pro,0.2133,0.1267,0.4067,0.2333,0.8267,0.12,0.1419,,,0.5064,0.4205,0.0274,0.3173,0.3744,,,0.3267,0.4133,0.2733,0.84,0.1533,0.0267,0.04,0.0733,0.0667,0.1419,0.3744,0.051675,0.2366412213740458,0.05263157894736842,0.5233770992366412,0.3895105263157895,0.4068965517241379,0.4,0.2357142857142857,0.2,0.8378378378378378,0.0,0.02594662162162162,0.1345,0.1310344827586207,0.0,0.4194406896551724,0.4516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-2025-04-14,0.16,0.1267,0.4333,0.3867,0.6267,0.08,0.1554,,,0.4747,0.5152,0.1005,0.3592,0.4213,,,0.2067,0.4467,0.56,0.6267,0.08,0.0267,0.02,0.0733,0.06,0.1554,0.4213,0.045,0.16783216783216784,0.0,0.4893013986013986,0.17747142857142856,0.4391891891891892,0.0,0.4574468085106383,0.26785714285714285,0.6266666666666667,,0.10048066666666666,,0.12666666666666668,,0.5152473333333334,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-mini-2025-04-14,0.1067,0.0733,0.42,0.2,0.86,0.0267,0.1419,,,0.2575,0.2899,0.0405,0.107,0.4164,,,0.1933,0.46,0.6933,0.86,0.0467,0.02,0.1,0.0867,0.2067,0.1419,0.4164,0.10335,0.11678832116788321,0.0,0.27345182481751823,0.08974615384615385,0.3269230769230769,0.46938775510204084,0.25,0.1864406779661017,0.86,,0.040528666666666664,,0.06896551724137931,0.2,0.2846027586206897,0.44345999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-nano-2025-04-14,0.3,0.1133,0.3933,0.5067,0.66,0.04,0.1419,,,0.4631,0.391,0.1248,0.2616,0.2796,,,0.5333,0.54,0.4933,0.5733,0.96,0.1133,0.1,0.1933,0.16,0.1419,0.2796,0.14165,0.3626373626373626,0.2033898305084746,0.5200087912087912,0.3753118644067796,0.4305555555555556,0.358974358974359,0.5,0.5147058823529411,0.6804123711340206,0.6226415094339622,0.12554639175257734,0.12341132075471697,,0.11333333333333333,,0.3909753333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4o,0.3267,0.3,0.4,0.34,0.16,0.0133,0.3311,,,0.3371,0.3491,0.8251,0.0319,0.5283,,,0.3333,0.5667,0.6067,0.16,0.3667,0.2867,0.92,0.84,0.9267,0.3311,0.5283,0.74335,0.3191489361702128,0.4444444444444444,0.3302482269503546,0.4444444444444444,0.4444444444444444,0.38095238095238093,0.2777777777777778,0.3484848484848485,0.16,,0.825074,,0.2736842105263158,0.34545454545454546,0.3350157894736842,0.3735327272727273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5,0.6867,0.58,0.7333,0.7467,0.58,0.18,0.7162,,,0.7947,0.7409,0.4064,0.3608,0.8468,,,0.7067,0.7133,0.74,0.6067,0.2333,0.5467,0.6467,0.4467,0.5933,0.7162,0.8468,0.55835,0.7251908396946565,0.42105263157894735,0.8321671755725192,0.5366526315789474,0.7278911564625851,1.0,0.7482993197278912,0.6666666666666666,0.5958904109589042,0.0,0.3959287671232877,0.7894749999999999,0.5704225352112676,0.75,0.7337126760563379,0.8677250000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5-mini,0.7,0.7,0.8,0.8067,0.38,0.1067,0.723,,,0.7496,0.8239,0.6102,0.2419,0.7871,,,0.66,0.7867,0.7933,0.42,0.1533,0.7133,0.6,0.66,0.7467,0.723,0.7871,0.68,0.7109375,0.6363636363636364,0.76399453125,0.6657772727272727,0.7972972972972973,1.0,0.8082191780821918,0.75,0.39436619718309857,0.125,0.5953049295774647,0.875,0.6993006993006993,0.7142857142857143,0.8191027972027972,0.9214285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
