Q_ID,dataset,llm,R(1-2),R(1-3),R(1-4),R(3-4),R(1-34)
149,spinach,deepseek-chat,Overlap,Contains,Disjoint,Disjoint,Equivalence
0,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
1,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
2,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
3,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
4,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
5,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
6,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
7,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,ContainedBy,Disjoint,Equivalence
8,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
9,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
10,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
11,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
12,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
13,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
14,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
15,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
16,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
17,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
18,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
19,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
20,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
21,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
22,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
23,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
24,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
25,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
26,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
27,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
28,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
29,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
30,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Unknown,Disjoint,Equivalence
31,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
32,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
33,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
34,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
35,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Disjoint
36,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
37,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
38,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
39,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
40,spinach,gpt-4.1-mini-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
41,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
42,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
43,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
44,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
45,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
46,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
47,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Unknown,Overlap,Disjoint,Equivalence
48,spinach,gpt-4.1-mini-2025-04-14,ContainedBy,ContainedBy,Overlap,Disjoint,Equivalence
49,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Disjoint
50,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
51,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
52,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
53,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
54,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,ContainedBy,Disjoint,Equivalence
55,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
56,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,ContainedBy,Disjoint,Equivalence
57,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
58,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
59,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
60,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
61,spinach,gpt-4.1-mini-2025-04-14,Contains,Contains,Overlap,Disjoint,Overlap
62,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
63,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
64,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Overlap,ContainedBy,Disjoint,Equivalence
65,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
66,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Disjoint,ContainedBy,Disjoint,Equivalence
67,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
68,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
69,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
70,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
71,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
72,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
73,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
74,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
75,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Disjoint
76,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
77,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
78,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
79,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
80,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
81,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
82,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
83,spinach,gpt-4.1-mini-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
84,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
85,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
86,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Contains
87,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
88,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
89,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
90,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
91,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
92,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
93,spinach,gpt-4.1-mini-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
94,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
95,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
96,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
97,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
98,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
99,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
100,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
101,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
102,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
103,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
104,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Overlap,Overlap
105,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
106,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Disjoint
107,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
108,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
109,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
110,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
111,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
112,spinach,gpt-4.1-mini-2025-04-14,Unknown,ContainedBy,Overlap,Disjoint,Equivalence
113,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
114,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
115,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
116,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
117,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Unknown,Disjoint,Disjoint
118,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
119,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
120,spinach,gpt-4.1-mini-2025-04-14,ContainedBy,Overlap,Disjoint,Disjoint,Equivalence
121,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
122,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
123,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
124,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
125,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
126,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
127,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
128,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
129,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
130,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
131,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
132,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
133,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
134,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
135,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
136,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
137,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
138,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
139,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
140,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
141,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
142,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
143,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
144,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
145,spinach,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
146,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
147,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
148,spinach,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
149,spinach,gpt-4.1-mini-2025-04-14,ContainedBy,ContainedBy,Overlap,Disjoint,Equivalence
0,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
1,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
2,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
3,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
4,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
5,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
6,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
7,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
8,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
9,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
10,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
11,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
12,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
13,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
14,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
15,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
16,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
17,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
19,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
20,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
21,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
22,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
23,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
25,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
26,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
27,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
28,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
29,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
30,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
31,spinach,gpt-4.1-2025-04-14,Contains,Contains,Contains,Disjoint,Equivalence
32,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
33,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
35,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
36,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
37,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
38,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
39,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
40,spinach,gpt-4.1-2025-04-14,Contains,Contains,Contains,Disjoint,Equivalence
41,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
42,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
43,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
44,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
45,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
46,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
47,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
48,spinach,gpt-4.1-2025-04-14,Contains,Contains,Contains,Disjoint,Equivalence
49,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
50,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
51,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
52,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
53,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
54,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
55,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
56,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
58,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
59,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
60,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
61,spinach,gpt-4.1-2025-04-14,ContainedBy,Overlap,Overlap,Disjoint,Disjoint
62,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
63,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
64,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
65,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
66,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
67,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
68,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
69,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
70,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
71,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
72,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
73,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
74,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
75,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
76,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
77,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
78,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
79,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
80,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
81,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
82,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
83,spinach,gpt-4.1-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
84,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
85,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
86,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
87,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
88,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
89,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
90,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
91,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
92,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
93,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
94,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
95,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
97,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
98,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
99,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
100,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
101,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
102,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
103,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
104,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,ContainedBy,Overlap,ContainedBy
105,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
106,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
107,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
108,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
109,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
111,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
112,spinach,gpt-4.1-2025-04-14,Unknown,Contains,Contains,Disjoint,Equivalence
114,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
115,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
116,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
117,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
118,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
120,spinach,gpt-4.1-2025-04-14,ContainedBy,Contains,Contains,Disjoint,Equivalence
121,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
122,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
123,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
124,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
125,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
126,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
127,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
128,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
129,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
130,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
131,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
132,spinach,gpt-4.1-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
