dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2),p(A1=A3+A4),p(A1>A3),p(A1>A4),p(A3∅A4),p(A4=A1|3)
qawiki,zero-shot,gpt-5-mini,0.7133,0.5933,0.7267,0.7533,0.52,0.22,,,,0.7931,0.7254,0.4686,0.2931,,,,0.6333,0.5933,0.54,0.6533,,,0.7265625,0.6363636363636364,0.8105710937499999,0.6915363636363636,0.7297297297297297,0.5,0.7602739726027398,0.5,0.5314685314685315,0.2857142857142857,0.4565797202797202,0.7142857142857143,0.5902777777777778,0.6666666666666666,0.7263583333333332,0.7031333333333333,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5-nano,0.56,0.48,0.66,0.6933,0.5867,0.2667,,,,0.6779,0.6599,0.3889,0.3405,,,,0.5333,0.5067,0.4467,0.6067,,,0.5606060606060606,0.5555555555555556,0.6825121212121212,0.6438111111111111,0.6715328467153284,0.5384615384615384,0.6834532374100719,0.8181818181818182,0.5681818181818182,0.7222222222222222,0.40409469696969696,0.2777777777777778,0.47101449275362317,0.5833333333333334,0.6506253623188407,0.7668583333333333,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-oss:20b,0.2133,0.1667,0.4,0.36,0.8467,0.14,,,,0.3916,0.3558,0.1037,0.225,,,,0.1867,0.2,0.1933,0.2933,,,0.2158273381294964,0.18181818181818182,0.39898201438848924,0.2979727272727273,0.38571428571428573,0.6,0.3472222222222222,0.6666666666666666,0.8561151079136691,0.7272727272727273,0.09631942446043167,0.19697272727272727,0.17482517482517482,0.0,0.3697902097902099,0.07072857142857143,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,grok-3-mini,0.3133,0.2333,0.4733,0.4,0.9,0.22,,,,0.5919,0.5098,0.0644,0.371,,,,0.1,0.1,0.1067,0.2,,,0.3333333333333333,0.16666666666666666,0.6150325757575759,0.42261111111111105,0.4791666666666667,0.3333333333333333,0.38620689655172413,0.8,0.9178082191780822,0.25,0.05896986301369863,0.260725,0.2328767123287671,0.25,0.5083780821917807,0.5617,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,llama3.1:8b,0.0067,0.0067,0.06,0.0467,0.8733,0.0,,,,0.1259,0.0992,0.0326,0.0472,,,,0.02,0.0,0.04,0.0867,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,o3,0.2733,0.16,0.44,0.2867,0.7933,0.1533,,,,0.5362,0.4401,0.1025,0.3366,,,,0.16,0.1667,0.1733,0.14,,,0.291970802919708,0.07692307692307693,0.5574167883211678,0.31313846153846153,0.4315068493150685,0.75,0.296551724137931,0.0,0.8111888111888111,0.42857142857142855,0.09172097902097902,0.32209999999999994,0.15827338129496402,0.18181818181818182,0.43296690647482017,0.5307181818181818,1.0,1.0,1.0,1.0,1.0,1.0
spinach,classification,deepseek-chat,0.9867,0.84,0.9267,0.92,0.72,0.64,0.5133,0.4733,0.56,0.9994,0.9646,0.2515,0.6791,0.7468,0.6856,0.7301,0.2267,0.2267,0.2533,0.2933,0.5155,0.7208,,,,,,,,,,,,,,,,,4.062633661888211e-29,7.547275303719452e-26,3.72567441849804e-18,8.255809114227991e-17,0.013999473719986937,2.078229307846884e-18
spinach,classification,deepseek-r1:1.5b,0.0,0.0,1.0,0.0067,0.9133,0.0067,0.0,0.0,0.0,0.0039,0.0064,0.0301,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002450735294117647,0.017857142857142856,1.0,1.0,,,,,,,0.0,0.0,0.004273076923076923,0.011110869565217391,1.0,1.0,1.401298464324817e-45,1.0,0.00738525390625,1.0
spinach,classification,deepseek-r1:70b,0.0533,0.0,1.0,0.1933,0.7067,0.0,0.0,0.0,0.0,0.5451,0.3013,0.1049,0.164,0.2362,0.2543,0.2354,0.0067,0.0467,1.0,0.0733,0.0,0.242,0.05673758865248227,0.0,0.5431992907801418,0.5743444444444443,1.0,1.0,,,,,,,0.0,0.0,0.3024427586206897,0.26848,0.0078125,1.0,1.401298464324817e-45,3.725290298461914e-09,1.5221826110689564e-05,1.0
spinach,classification,deepseek-reasoner,0.7733,0.8867,0.8933,0.9533,0.5867,0.5467,0.42,0.3933,0.5267,0.8386,0.9414,0.4047,0.5648,0.5737,0.5687,0.7179,0.2267,0.2333,0.3467,0.3867,0.4467,0.6201,,,,,,,,,,,,,,,,,2.3027165367763423e-25,2.407412430484045e-35,1.2046380153120002e-17,3.1554436208840472e-30,2.8220182313622557e-06,4.211447813748381e-18
spinach,classification,gemini-2.0-flash,0.8867,0.86,1.0,0.9667,0.66,0.5933,0.4267,0.3733,0.3267,0.9208,0.8788,0.2541,0.5401,0.6547,0.5754,0.5565,0.1467,0.14,1.0,0.4,0.3756,0.5955,0.8866666666666667,,0.9208019999999999,,1.0,1.0,,,,,,,0.7,0.8692307692307693,0.69579,0.9000446153846153,1.2046380153120002e-17,9.62964972193618e-35,1.0339757656912846e-25,1.262177448353619e-29,0.8071946913670247,6.617444900424222e-24
spinach,classification,gemini-2.5-flash,0.9267,0.9133,1.0,0.9667,0.9,0.8533,0.3667,0.3733,0.3467,0.9461,0.9416,0.0934,0.8052,0.6205,0.6056,0.624,0.0933,0.0733,1.0,0.1733,0.3622,0.6167,0.9545454545454546,0.7222222222222222,0.9570704545454546,0.86605,1.0,1.0,,,,,,,0.927007299270073,0.7692307692307693,0.943807299270073,0.918123076923077,8.829183686723235e-25,2.4486242498060206e-27,1.3234889800848443e-23,1.6940658945086007e-21,0.26493089646101,1.9641662139013065e-22
spinach,classification,gemini-2.5-pro,0.8,0.7667,1.0,0.88,0.92,0.7867,0.3867,0.3467,0.3067,0.8609,0.8735,0.0743,0.7962,0.6403,0.6053,0.6036,0.1,0.12,1.0,0.1533,0.3467,0.6164,0.8837209302325582,0.2857142857142857,0.9027387596899225,0.6038714285714286,1.0,1.0,,,,,,,0.7898550724637681,0.5,0.8985391304347826,0.5849333333333333,1.8057729139211306e-18,5.864483250086067e-21,2.5849394142282115e-26,7.467088418731596e-15,0.020073851919732988,3.093195048615164e-21
spinach,classification,gpt-4.1-2025-04-14,0.9267,0.8533,0.6467,0.96,0.84,0.76,0.2667,0.2667,0.3,0.9788,0.9758,0.1376,0.8143,0.6085,0.5578,0.6019,0.0333,0.0333,0.0867,0.16,0.2778,0.5894,0.9577464788732394,0.375,0.9904464788732396,0.7726625,0.6442953020134228,1.0,,,,,,,0.8551724137931035,0.8,0.976524827586207,0.95556,7.157428404298838e-18,1.3764814213678804e-24,0.005401572654591291,2.7421554294015713e-21,4.7104376093953786e-05,3.0620424897058794e-26
spinach,classification,gpt-4.1-mini-2025-04-14,0.9467,0.82,0.5733,0.9,0.7467,0.6267,0.3667,0.3867,0.4267,0.9793,0.9461,0.2379,0.6587,0.5982,0.6016,0.6552,0.1867,0.18,0.14,0.3067,0.3934,0.6183,0.9645390070921985,0.6666666666666666,0.9811787234042554,0.9497777777777778,0.5769230769230769,0.5714285714285714,,,,,,,0.835820895522388,0.6875,0.9504776119402986,0.90921875,5.3617847305687254e-21,1.843580919042669e-22,0.887724827340783,2.0972709481945113e-19,5.85395552938811e-06,1.5803951224724757e-20
spinach,classification,gpt-4.1-nano-2025-04-14,0.9733,0.5867,0.7467,0.5933,0.3733,0.0067,0.9867,0.9933,0.9867,0.9733,0.7567,0.6267,0.0067,0.9867,0.9933,0.9867,1.0,0.9733,0.74,0.5867,0.9889,0.9889,0.967479674796748,1.0,0.967479674796748,1.0,0.7111111111111111,0.7619047619047619,,,,,,,,0.5866666666666667,,0.7566666666666667,1.74595783696353e-24,1.647020623262653e-14,0.0009010035205219422,0.009682849923057572,0.00044964797164381224,0.0703125
spinach,classification,gpt-4o,0.98,0.9533,0.9733,0.9867,0.4333,0.3933,0.6867,0.2133,0.28,0.4551,0.9902,0.5667,0.3985,0.3163,0.3233,0.3368,0.54,0.54,0.56,0.5933,0.3933,0.3255,0.9863013698630136,0.75,0.46196849315068494,0.205875,,,,,,,,,1.0,0.9772727272727273,1.0,0.9938238636363637,3.088620938868081e-17,4.062633661888211e-29,4.373671563806525e-16,6.098637220230962e-20,1.6913617102985627e-05,3.011590962911926e-05
spinach,classification,gpt-5,0.9333,0.86,1.0,0.9733,0.7,0.6533,0.62,0.6067,0.6133,0.9625,0.9308,0.2946,0.6592,0.7761,0.787,0.7876,0.3,0.2933,1.0,0.3867,0.6133,0.7836,0.9640287769784173,0.5454545454545454,0.977064748201439,0.7784272727272726,1.0,1.0,,,,,,,0.8920863309352518,0.45454545454545453,0.942163309352518,0.7873363636363636,1.3589917802203644e-09,2.2562247209423347e-16,1.7763568394002505e-15,4.355626970209414e-12,0.8505540192127228,3.163243188436873e-10
spinach,classification,gpt-5-mini,0.9,0.6267,1.0,0.76,0.6533,0.4133,0.6467,0.6333,0.62,0.9204,0.7496,0.3467,0.4298,0.7631,0.7637,0.7533,0.4667,0.4333,1.0,0.4467,0.6333,0.76,0.9078014184397163,0.7777777777777778,0.9295539007092197,0.7777777777777778,1.0,1.0,,,,,,,0.6357142857142857,0.5,0.7527078571428572,0.7059599999999999,5.614100093254137e-06,0.012660335802414213,1.1102230246251565e-16,0.23269319190831084,0.30745625495910645,0.0004095414537825804
spinach,classification,gpt-5-nano,0.7533,0.7,1.0,0.78,0.2067,0.0667,0.1133,0.5133,0.1,0.7567,0.7682,0.7933,0.0769,0.1208,0.5185,0.11,0.12,0.1333,1.0,0.02,0.2422,0.2498,0.7867647058823529,0.42857142857142855,0.7904411764705882,0.42857142857142855,1.0,1.0,,,,,,,0.746268656716418,0.3125,0.8014395522388059,0.48958124999999997,0.030015864349067285,1.2653512115621955e-05,1.734723475976807e-18,0.01861775143319464,8.004192428935576e-15,7.288430776686282e-07
spinach,classification,gpt-oss:20b,0.6267,0.4667,1.0,0.7,0.8467,0.4867,0.3133,0.26,0.2933,0.7483,0.7751,0.0876,0.58,0.4812,0.4713,0.4501,0.1667,0.12,1.0,0.2533,0.2889,0.4675,0.6413793103448275,0.2,0.7509186206896552,0.67222,1.0,1.0,,,,,,,0.4652777777777778,0.5,0.7704819444444444,0.8852333333333333,1.1828221854912694e-11,4.964650327128616e-12,1.0097419586828951e-28,4.689760491914722e-12,1.0,4.964650327128616e-12
spinach,classification,grok-3-mini,0.9,0.7467,1.0,0.8733,0.88,0.7267,0.4533,0.3867,0.4067,0.9583,0.9379,0.1106,0.77,0.6843,0.6474,0.6459,0.1067,0.1067,1.0,0.18,0.4156,0.6592,0.9416058394160584,0.46153846153846156,0.9814963503649635,0.7135461538461538,1.0,1.0,,,,,,,0.7569444444444444,0.5,0.9414145833333332,0.8539,1.2944084116747769e-23,2.939204326972422e-19,2.710505431213761e-20,2.215352840138473e-14,1.0,7.255748219519502e-14
spinach,classification,llama3.1:8b,0.2067,0.0533,1.0,0.3133,0.7,0.0467,0.0467,0.0333,0.0267,0.6022,0.5033,0.0949,0.3606,0.324,0.2737,0.2779,0.0,0.0,1.0,0.0,0.0356,0.2919,0.0,0.2152777777777778,0.5413,0.6047055555555556,1.0,1.0,,,,,,,0.0,0.061068702290076333,0.4970631578947369,0.5041839694656488,1.4011748135089874e-06,0.0078125,1.4349296274686127e-42,7.288430776686282e-07,0.04887389231827033,0.015625
spinach,classification,o3,0.8,0.78,0.5333,0.88,0.94,0.8,0.38,0.36,0.3867,0.9275,0.878,0.0537,0.8104,0.6588,0.5964,0.6194,0.12,0.1,0.0933,0.1333,0.3756,0.6249,0.821917808219178,0.0,0.9392719178082192,0.49702500000000005,0.528169014084507,0.625,,,,,,,0.8,0.5,0.8868642857142858,0.7538799999999999,2.0835438409305684e-14,4.211447813748381e-18,0.3712980344710104,4.85494457136415e-13,0.359283447265625,1.3742686052727396e-17
spinach,fixing,deepseek-chat,0.8267,0.7467,0.8867,0.9533,0.96,0.8267,0.4667,0.46,0.5067,0.9232,0.9161,0.0239,0.7704,0.7327,0.7319,0.752,0.0533,0.0533,0.12,0.1733,0.4778,0.7389,,,,,,,,,,,,,,,,,3.803541892641332e-20,3.7243574839549574e-24,3.577867169202165e-18,1.3400325923359048e-22,1.1067861037383775e-14,4.789402585702178e-30
spinach,fixing,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0541,0.0683,0.0602,0.0027,0.0016,0.0007,0.0003,0.0,0.0,0.0,0.0,0.0,0.0009,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.9802322387695312e-06,1.0
spinach,fixing,deepseek-r1:70b,0.0133,0.0,0.08,0.16,0.6933,0.0,0.0,0.0,0.0,0.5269,0.4392,0.1571,0.2599,0.2809,0.304,0.2986,0.0,0.0533,0.0933,0.0733,0.0,0.2945,,,,,,,,,,,,,,,,,0.5,1.0,0.00048828125,1.1920928955078125e-07,3.3052667092192682e-06,1.0
spinach,fixing,deepseek-reasoner,0.6467,0.5333,0.6667,0.8467,0.8933,0.6333,0.1933,0.1733,0.1667,0.8036,0.8206,0.0845,0.7548,0.4319,0.4514,0.4066,0.0467,0.06,0.0867,0.0467,0.1778,0.43,,,,,,,,,,,,,,,,,2.7577887293885173e-18,1.857035033560328e-16,1.1091146210557392e-05,1.7547391948534693e-19,0.24298495403490966,7.210946989931019e-22
spinach,fixing,gemini-2.0-flash,0.7667,0.7733,0.8867,0.9133,0.9733,0.8133,0.7933,0.78,0.7467,0.8136,0.9152,0.014,0.8039,0.8713,0.8616,0.8323,0.0267,0.0,0.0133,0.12,0.7733,0.8551,,,,,,,,,,,,,,,,,2.72580319860688e-12,2.0510383535746307e-29,9.995152261577009e-16,8.829183686723235e-25,3.708322537931963e-11,7.703719777548943e-34
spinach,fixing,gemini-2.5-flash,0.8733,0.8667,0.8467,0.9667,0.9733,0.92,0.6533,0.7333,0.6667,0.9042,0.9076,0.0213,0.8107,0.7627,0.8087,0.799,0.0867,0.04,0.0467,0.1733,0.6844,0.7901,,,,,,,,,,,,,,,,,8.269208261418977e-21,2.908056841006738e-25,2.72580319860688e-12,3.091670257478196e-20,0.0005335211753845215,2.4486242498060206e-27
spinach,fixing,gemini-2.5-pro,0.8067,0.8133,0.7733,0.9733,0.98,0.94,0.5933,0.5533,0.54,0.9041,0.9203,0.0175,0.8446,0.7701,0.7532,0.7434,0.06,0.02,0.02,0.14,0.5622,0.7556,,,,,,,,,,,,,,,,,5.3617847305687254e-21,1.8983148823238428e-26,5.321301366667703e-10,2.0679515313825692e-25,3.032386302947998e-06,6.162975822039155e-33
spinach,fixing,gpt-4.1-2025-04-14,0.9067,0.76,0.9467,0.9267,1.0,0.82,0.6333,0.6467,0.6333,0.9275,0.9078,0.0,0.8206,0.8455,0.8494,0.8417,0.0333,0.0333,0.0733,0.1133,0.6378,0.8455,,,,,,,,,,,,,,,,,8.185726402265558e-18,4.948866508539911e-23,1.5903890617646743e-17,7.332294385792548e-20,5.551115123125783e-17,1.9721522630525295e-31
spinach,fixing,gpt-4.1-mini-2025-04-14,0.8533,0.7533,0.8867,0.98,0.9667,0.8333,0.5667,0.5733,0.5533,0.9138,0.8935,0.0165,0.7935,0.7759,0.7902,0.7916,0.0267,0.02,0.0467,0.1267,0.5644,0.7859,,,,,,,,,,,,,,,,,1.6502251632246126e-15,2.531301921382976e-23,1.9067358802971057e-11,1.4701842918422953e-25,1.0078897978938123e-18,3.2119696647518126e-31
spinach,fixing,gpt-4.1-nano-2025-04-14,0.76,0.44,0.6467,0.7067,0.6133,0.3533,0.26,0.24,0.5333,0.6881,0.4969,0.1927,0.3241,0.3253,0.3042,0.5406,0.2,0.1733,0.14,0.1867,0.3444,0.39,,,,,,,,,,,,,,,,,4.689760491914722e-12,3.601449657605633e-08,0.07217743850092258,2.1823279653758543e-06,0.6201447650813029,3.8029690507812575e-11
spinach,fixing,gpt-4o,0.9533,0.8067,0.9267,0.9667,0.9533,0.8467,0.6133,0.5933,0.5933,0.7168,0.7235,0.0362,0.5894,0.5886,0.579,0.5889,0.3,0.2933,0.2533,0.3267,0.6,0.5855,,,,,,,,,,,,,,,,,2.4842324378160363e-15,1.4078614025652531e-21,9.084503982403902e-13,4.675621868843738e-19,2.4647306418046355e-10,1.5777218104420236e-30
spinach,fixing,gpt-5,0.94,0.84,0.94,0.9733,0.78,0.7533,0.7267,0.62,0.6533,0.9592,0.8977,0.22,0.6842,0.8527,0.7902,0.816,0.3533,0.3533,0.3333,0.3867,0.6667,0.8196,,,,,,,,,,,,,,,,,3.481659405224491e-13,1.6410484082740595e-15,1.000444171950221e-11,6.821210263296962e-13,0.021270751953125,1.0842021724855044e-19
spinach,fixing,gpt-5-mini,0.8933,0.7867,0.92,0.9333,0.7467,0.6867,0.7133,0.74,0.7067,0.9262,0.8639,0.2516,0.5143,0.7875,0.8356,0.8049,0.5267,0.4733,0.56,0.48,0.72,0.8093,,,,,,,,,,,,,,,,,1.233129296451807e-07,6.981082378842984e-11,3.0752289603697136e-11,2.841261448338628e-09,0.0005350527353584766,2.165863246129246e-18
spinach,fixing,gpt-5-nano,0.8533,0.7467,0.8533,0.9867,0.8067,0.7533,0.6333,0.6533,0.6133,0.9005,0.8363,0.1806,0.5846,0.7468,0.8044,0.7705,0.4133,0.3533,0.3733,0.5133,0.6333,0.7739,,,,,,,,,,,,,,,,,1.0258372640237212e-07,9.722961671898567e-11,4.1109160520136356e-10,6.106226635438361e-15,0.0021024015732109547,9.099722954884666e-15
spinach,fixing,grok-3-mini,0.8933,0.8533,0.9133,0.98,0.9867,0.9267,0.4067,0.4667,0.4267,0.9354,0.9374,0.0133,0.7327,0.6547,0.7053,0.6644,0.08,0.0867,0.1067,0.26,0.4334,0.6748,,,,,,,,,,,,,,,,,2.248897290378544e-24,2.5849394142282115e-26,2.295386103412511e-14,2.6469779601696886e-23,0.0004024505615234375,4.50950758747781e-25
spinach,fixing,llama3.1:8b,0.12,0.04,0.1733,0.1267,0.56,0.0333,0.02,0.0133,0.02,0.4342,0.3653,0.1351,0.2416,0.1657,0.1654,0.1914,0.0,0.0,0.0067,0.0,0.0178,0.1742,,,,,,,,,,,,,,,,,0.001312255859375,0.03125,0.00904118549078703,0.1849333420395851,3.183628737933597e-06,0.0625
spinach,fixing,o3,0.8,0.7667,0.94,0.92,0.9667,0.88,0.3733,0.38,0.3733,0.8361,0.8607,0.0242,0.7798,0.5516,0.5745,0.5787,0.1333,0.1067,0.08,0.16,0.3755,0.5683,,,,,,,,,,,,,,,,,6.9644370929921e-13,4.620814601991648e-16,1.1879386363489175e-14,1.3321308760808536e-13,0.049041748046875,3.018846051830852e-20
spinach,wikidata,deepseek-chat,0.32,0.2067,0.5267,0.5533,0.62,0.1933,,,,0.5286,0.4744,0.1347,0.2088,,,,0.0933,0.1067,0.1533,0.3267,,,,,,,,,,,,,,,,,,,1.0,0.10775214433670044,0.24296021728332556,0.015346677832630107,0.24298495403490966,0.01181793212890625
spinach,wikidata,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.9933,0.0,,,,0.0083,0.0026,0.0022,0.0015,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,wikidata,deepseek-r1:70b,0.0,0.0,0.0,0.0,0.92,0.0,,,,0.25,0.1764,0.0129,0.0893,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.803619384765625,1.0
spinach,wikidata,gemini-2.0-flash,0.3467,0.1733,0.54,0.48,0.62,0.12,,,,0.6206,0.4799,0.1089,0.2732,,,,0.0267,0.04,0.1267,0.22,,,,,,,,,,,,,,,,,,,0.175465248990804,0.03468966484069824,0.03153949735315109,0.0007172696733945829,0.21102359760880063,0.1670684814453125
spinach,wikidata,gemini-2.5-flash,0.3667,0.28,0.5333,0.6133,0.9067,0.3267,,,,0.4799,0.4381,0.0185,0.3343,,,,0.2267,0.2,0.26,0.2867,,,,,,,,,,,,,,,,,,,0.542384011856484,0.9999999999999996,0.4101027163746913,0.030028945411892487,0.16863754391670227,0.542384011856484
spinach,wikidata,gemini-2.5-pro,0.3067,0.32,0.56,0.4733,0.8133,0.3267,,,,0.665,0.6308,0.0251,0.5227,,,,0.0067,0.0133,0.06,0.0533,,,,,,,,,,,,,,,,,,,1.0,0.004551384132355452,0.002887247974285856,0.2558750795433298,1.0,0.011330984183587134
spinach,wikidata,gpt-4.1-2025-04-14,0.5,0.2133,0.5667,0.44,0.6467,0.1667,,,,0.798,0.62,0.0972,0.3664,,,,0.0,0.0,0.04,0.0933,,,,,,,,,,,,,,,,,,,0.617719317029696,1.0,0.28104151505976915,0.8145294189453125,0.8388197422027588,0.332305908203125
spinach,wikidata,gpt-4.1-mini-2025-04-14,0.24,0.1,0.36,0.2733,0.8,0.0733,,,,0.4002,0.293,0.0662,0.1388,,,,0.04,0.0867,0.0133,0.1867,,,,,,,,,,,,,,,,,,,7.333218396948782e-05,0.004343509674072266,1.5221826110689564e-05,0.01983432672806828,3.542223380175076e-09,0.6072387695312499
spinach,wikidata,gpt-4.1-nano-2025-04-14,0.3333,0.0667,0.3267,0.52,0.7733,0.08,,,,0.6103,0.3453,0.0773,0.2521,,,,0.0267,0.0467,0.5933,0.1333,,,,,,,,,,,,,,,,,,,0.8776143287523154,0.01181793212890625,5.084767048790175e-05,0.07894069368148846,5.703811637403078e-05,0.332305908203125
spinach,wikidata,gpt-4o,0.84,0.68,0.7533,0.7933,0.24,0.1,,,,0.8522,0.7537,0.7464,0.1227,,,,0.7667,0.7867,0.8067,0.8867,,,,,,,,,,,,,,,,,,,1.3968718113140028e-06,4.628573788074828e-11,0.005435924877566281,8.580559867049611e-06,5.249233110119942e-16,0.05761267291381955
spinach,wikidata,gpt-5,0.7533,0.5867,0.7533,0.7533,0.62,0.34,,,,0.8193,0.7381,0.3349,0.4366,,,,0.4533,0.5,0.3733,0.46,,,,,,,,,,,,,,,,,,,0.007915897334896727,0.0025632079923525453,0.040959591511636986,0.11892045255943628,0.006610751152038574,0.8641662404406816
spinach,wikidata,gpt-5-mini,0.8,0.6467,0.76,0.8133,0.5067,0.3067,,,,0.8498,0.764,0.4699,0.3606,,,,0.5867,0.5933,0.52,0.6267,,,,,,,,,,,,,,,,,,,0.009475304279476404,0.00011307420209050179,0.00393317302223295,0.007632078602910042,0.0008554458618164062,0.12144948495551944
spinach,wikidata,gpt-5-nano,0.76,0.52,0.6867,0.7667,0.5933,0.3533,,,,0.8474,0.7151,0.3758,0.4142,,,,0.5467,0.5267,0.42,0.5667,,,,,,,,,,,,,,,,,,,0.00432400493446039,0.024306510109454393,0.08543313315739454,0.00432400493446039,0.012540951371192932,0.3240086000878364
spinach,wikidata,gpt-oss:20b,0.3333,0.1933,0.4333,0.42,0.8867,0.2333,,,,0.507,0.4139,0.051,0.2952,,,,0.18,0.2267,0.1933,0.2267,,,,,,,,,,,,,,,,,,,0.027533155829587486,0.03569813817739487,0.16275565745308995,0.004533861582189047,0.24778856337070465,0.008130058646202087
spinach,wikidata,grok-3-mini,0.3533,0.2333,0.5867,0.52,0.8867,0.28,,,,0.6066,0.5324,0.0401,0.3872,,,,0.0733,0.1067,0.0933,0.1867,,,,,,,,,,,,,,,,,,,0.711071103811264,0.24778856337070465,0.6075913612730801,0.3367836351899315,1.0,0.31050465907901537
spinach,wikidata,llama3.1:8b,0.06,0.0267,0.1133,0.08,0.6467,0.0,,,,0.2847,0.2264,0.1076,0.0984,,,,0.0067,0.0133,0.0133,0.0067,,,,,,,,,,,,,,,,,,,0.1796875,0.125,0.18924713134765625,1.0,0.0021901868838920535,1.0
spinach,wikidata,llama3.3:70b,0.3267,0.0867,0.3867,0.2733,0.5133,0.0467,,,,0.6238,0.4561,0.146,0.2116,,,,0.0,0.0,0.0067,0.0,,,,,,,,,,,,,,,,,,,0.454498291015625,1.0,0.6900379657745361,0.860050065908581,0.005222879350185395,1.0
spinach,wikidata,o3,0.4267,0.3,0.5533,0.48,0.9333,0.3,,,,0.7115,0.6097,0.0166,0.5156,,,,0.0733,0.0733,0.0333,0.0667,,,,,,,,,,,,,,,,,,,0.8641662404406816,0.30745625495910645,0.5715881884098053,0.3367836351899315,0.454498291015625,0.16863754391670227
spinach,zero-shot,deepseek-chat,0.32,0.1467,0.4667,0.4333,0.5667,0.1133,,,,0.5752,0.4519,0.1474,0.2109,,,,0.04,0.04,0.0933,0.2467,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.9867,0.0,,,,0.001,0.0022,0.0021,0.0012,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0009526666666666667,,0.0,,0.0,,0.9866666666666667,,0.002111333333333333,,0.0,,0.00221,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-r1:70b,0.0,0.0,0.0,0.0,0.9067,0.0,,,,0.2633,0.1899,0.0116,0.0985,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.2632873333333333,,0.0,,0.0,,0.9066666666666666,,0.011552000000000002,,0.0,,0.18991466666666665,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-reasoner,0.1667,0.1133,0.4133,0.2933,0.84,0.1067,,,,0.4724,0.4071,0.0403,0.2956,,,,0.0467,0.06,0.0333,0.0667,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.0-flash,0.4067,0.1,0.44,0.32,0.68,0.0733,,,,0.6494,0.4699,0.115,0.2675,,,,0.0067,0.0,0.0133,0.0,,,0.4178082191780822,0.0,0.6636369863013698,0.129125,0.4,0.8,0.41025641025641024,0.2882882882882883,0.678082191780822,0.75,0.1168198630136986,0.048075,0.08527131782945736,0.19047619047619047,0.470331007751938,0.467,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-flash,0.3333,0.2867,0.4867,0.5,0.8533,0.2933,,,,0.5974,0.5385,0.0201,0.4301,,,,0.08,0.0533,0.08,0.1067,,,0.3333333333333333,0.3333333333333333,0.6118106060606061,0.49136111111111114,0.4896551724137931,0.4,0.4861111111111111,0.8333333333333334,0.8561643835616438,0.75,0.020534246575342467,0.003,0.2887323943661972,0.25,0.5424845070422536,0.4672875,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-pro,0.3,0.2067,0.4267,0.42,0.82,0.22,,,,0.6364,0.5555,0.0217,0.4456,,,,0.0267,0.02,0.0667,0.06,,,0.32608695652173914,0.0,0.6626347826086957,0.33439166666666664,0.4246575342465753,0.5,0.42028985507246375,0.4166666666666667,0.8163265306122449,1.0,0.022191156462585033,0.0,0.21379310344827587,0.0,0.560048275862069,0.42489999999999994,1.0,1.0,1.0,1.0,1.0,1.0
