new_Q_ID,dataset,Q_ID,Q1,Q2,Q3,Q4,A1,A2,A3,A4,golden_llm,golden_action,llm_rank,?A1=A2,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,idk_A1,idk_A2,idk_A3,idk_A4,n_consistent_zeroshot,n_consistent_all_actions,n_consistent_llms,overall_consistency_ratio,?A1=A2_ratio,?A1>A3_ratio,?A1>A4_ratio,?A3∅A4_ratio,?A4=A1|3_ratio,idk_A1_ratio,idk_A2_ratio,idk_A3_ratio,idk_A4_ratio,at_least_one_restriction_ratio
LC-QuAD-39,LC-QuAD,39,Which planets were portrayed in Star Wars Episode V: The Empire Strikes Back?,"In Star Wars Episode V: The Empire Strikes Back, which planets were depicted?",Which gas giants were portrayed in Star Wars Episode V: The Empire Strikes Back?,Which planets portrayed in Star Wars Episode V: The Empire Strikes Back are not gas giants?,"['Dagobah', 'Hoth', 'Bespin']","['Dagobah', 'Hoth', 'Bespin']",['Bespin'],"['Dagobah', 'Hoth']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,8,25,12,0.390625,0.75,0.875,0.84375,0.90625,0.65625,0.046875,0.03125,0.375,0.03125,1.0
LC-QuAD-4,LC-QuAD,4,What was NCIS nominated for in the year 2013?,For which awards was NCIS nominated in 2013?,What awards did NCIS win in the year 2013?,For what awards was NCIS nominated in the year 2013 but did not win?,"['American Society of Composers, Authors and Publishers Film and Television Music Awards for Top Television Series', 'Young Artist Award for Best Performance in a Television Series - Guest Starring Young Actor 11-13', 'TV Guide Awards for Favorite Drama Series', ""39 People's Choice Awards for Favorite Television Crime Drama""]","['American Society of Composers, Authors and Publishers Film and Television Music Awards for Top Television Series', 'Young Artist Award for Best Performance in a Television Series - Guest Starring Young Actor 11-13', 'TV Guide Awards for Favorite Drama Series', ""39 People's Choice Awards for Favorite Television Crime Drama""]","['American Society of Composers, Authors and Publishers Award for Top Television Series']","['Young Artist Award for Best Performance in a Television Series - Guest Starring Young Actor 11-13', 'TV Guide Awards for Favorite Drama Series', ""39 People's Choice Awards for Favorite Television Crime Drama""]",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,4,4,0.0625,0.5625,0.703125,0.671875,0.609375,0.171875,0.375,0.359375,0.578125,0.40625,0.96875
LC-QuAD-40,LC-QuAD,40,What countries participated in the Battle of France?,Which countries took part in the Battle of France?,What Axis countries participated in the Battle of France?,What Allied or non-aligned countries participated in the Battle of France?,"['Belgium', 'United Kingdom', 'Netherlands', 'Luxembourg', 'Italy', 'Germany', 'France', 'Poland']","['Belgium', 'United Kingdom', 'Netherlands', 'Luxembourg', 'Italy', 'Germany', 'France', 'Poland']","['Germany', 'Italy']","['Belgium', 'United Kingdom', 'Netherlands', 'Luxembourg', 'France', 'Poland', 'Czechoslovakia']",gpt-5-mini,fixing,2,1,1,1,1,1,0,0,0,0,0,11,11,0.171875,0.59375,0.71875,0.671875,0.875,0.421875,0.03125,0.0625,0.3125,0.109375,0.96875
LC-QuAD-41,LC-QuAD,41,Who are the characters in Hamlet?,Which characters appear in Hamlet?,Who are the royal characters in Hamlet?,Which characters in Hamlet are not royalty?,"['Player King', 'Polonius', 'Rosencrantz', 'Cornelius', 'Guildenstern', 'Claudius', 'Reynaldo', 'Gertrude', 'Officers', ""Ghost of Hamlet's Father"", 'First Clown', 'Second Clown', 'English Ambassadors', 'First Player', 'Lucianus', 'Voltemand', 'Soldiers', 'Osric', 'Francisco', 'Fortinbras', 'Sailors', 'Attendants', 'Ophelia', 'Hamlet', 'Gentleman', 'Laertes', 'Bernardo', 'Captain', 'Prologue', 'Lord', 'Ladies', 'Player Queen', 'Horatio', 'Marcellus', 'Second Player', 'Messengers', 'Priest']","['Player King', 'Polonius', 'Rosencrantz', 'Cornelius', 'Guildenstern', 'Claudius', 'Reynaldo', 'Gertrude', 'Officers', ""Ghost of Hamlet's Father"", 'First Clown', 'Second Clown', 'English Ambassadors', 'First Player', 'Lucianus', 'Voltemand', 'Soldiers', 'Osric', 'Francisco', 'Fortinbras', 'Sailors', 'Attendants', 'Ophelia', 'Hamlet', 'Gentleman', 'Laertes', 'Bernardo', 'Captain', 'Prologue', 'Lord', 'Ladies', 'Player Queen', 'Horatio', 'Marcellus', 'Second Player', 'Messengers', 'Priest']","['Claudius', 'Ghost of King Hamlet', 'Hamlet', 'Gertrude', 'Fortinbras']","['Polonius', 'Rosencrantz', 'Cornelius', 'Guildenstern', 'Reynaldo', 'Officers', 'Ambassadors from England', 'Lucianus', 'Clown 1', 'Voltemand', 'Soldiers', 'Osric', 'Clown 2', 'Francisco', 'Sailors', 'Attendants', 'Players', 'Ophelia', 'Gentleman', 'Laertes', 'Bernardo', 'Captain in the Norwegian Army', 'Prologue', 'Lord', 'Horatio', 'Marcellus', 'Messengers', 'Priest']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,10,10,0.15625,0.46875,0.609375,0.5625,0.828125,0.34375,0.078125,0.078125,0.328125,0.078125,0.96875
LC-QuAD-42,LC-QuAD,42,What animated films were produced or directed by Hayao Miyazaki?,What animated movies did Hayao Miyazaki produce or direct?,What animated films were directed by Hayao Miyazaki but not produced by him?,What animated films were produced by Hayao Miyazaki?,"['When Marnie Was There', ""Howl's Moving Castle"", 'My Neighbor Totoro', 'The Wind Rises', 'The Castle of Cagliostro', 'Ponyo', 'The Secret World of Arrietty', ""Kiki's Delivery Service"", 'Only Yesterday', 'Spirited Away', 'Princess Mononoke', 'Pom Poko', 'The Red Turtle', 'The Tale of the Princess Kaguya', 'The Boy and the Heron', 'The Cat Returns', 'Nausicaä of the Valley of the Wind', 'Earwig and the Witch', 'Castle in the Sky', 'Whisper of the Heart', 'From Up on Poppy Hill', 'Porco Rosso']","['When Marnie Was There', ""Howl's Moving Castle"", 'My Neighbor Totoro', 'The Wind Rises', 'The Castle of Cagliostro', 'Ponyo', 'The Secret World of Arrietty', ""Kiki's Delivery Service"", 'Only Yesterday', 'Spirited Away', 'Princess Mononoke', 'Pom Poko', 'The Red Turtle', 'The Tale of the Princess Kaguya', 'The Boy and the Heron', 'The Cat Returns', 'Nausicaä of the Valley of the Wind', 'Earwig and the Witch', 'Castle in the Sky', 'Whisper of the Heart', 'From Up on Poppy Hill', 'Porco Rosso']","['Nausicaä of the Valley of the Wind', 'My Neighbor Totoro', 'Castle in the Sky', 'The Wind Rises', 'Spirited Away', 'Lupin the Third: The Castle of Cagliostro', 'The Boy and the Heron', 'Princess Mononoke', 'Ponyo', 'Porco Rosso', ""Howl's Moving Castle""]","['The Cat Returns', 'Whisper of the Heart', ""Kiki's Delivery Service""]",o3,fixing,1,1,1,1,1,1,0,0,0,0,0,5,5,0.078125,0.453125,0.671875,0.609375,0.609375,0.203125,0.078125,0.078125,0.453125,0.234375,0.859375
LC-QuAD-43,LC-QuAD,43,What are the satellite galaxies of the Andromeda Galaxy?,What galaxies are gravitationally bound to the Andromeda Galaxy?,Which satellite galaxies of the Andromeda Galaxy are dwarf elliptical?,Which satellite galaxies of the Andromeda Galaxy are not dwarf elliptical?,"['Andromeda 18', 'Andromeda 28', 'Andromeda 10', 'Andromeda 13', 'Triangulum Galaxy', 'Andromeda 12', 'Andromeda 8', 'Andromeda 3', 'Andromeda 9', 'Andromeda 27', 'Andromeda 7', 'Andromeda 23', 'Andromeda 1', 'Andromeda 22', 'Messier 110', 'NGC 147', 'Andromeda 29', 'Andromeda 14', 'Andromeda 21', 'Andromeda 17', 'NGC 185', 'Andromeda 24', 'Andromeda 20', 'Andromeda 6', 'Messier 32', 'Andromeda 26', 'Andromeda 11', 'Andromeda 16', 'Andromeda 19', 'Andromeda 2', 'Andromeda 5', 'Andromeda 15', 'Andromeda 4', 'Andromeda 25']","['Andromeda 18', 'Andromeda 28', 'Andromeda 10', 'Andromeda 13', 'Triangulum Galaxy', 'Andromeda 12', 'Andromeda 8', 'Andromeda 3', 'Andromeda 9', 'Andromeda 27', 'Andromeda 7', 'Andromeda 23', 'Andromeda 1', 'Andromeda 22', 'Messier 110', 'NGC 147', 'Andromeda 29', 'Andromeda 14', 'Andromeda 21', 'Andromeda 17', 'NGC 185', 'Andromeda 24', 'Andromeda 20', 'Andromeda 6', 'Messier 32', 'Andromeda 26', 'Andromeda 11', 'Andromeda 16', 'Andromeda 19', 'Andromeda 2', 'Andromeda 5', 'Andromeda 15', 'Andromeda 4', 'Andromeda 25']","['Messier 110', 'NGC 185', 'Messier 32', 'NGC 147']","['Andromeda 18', 'Andromeda 28', 'Andromeda 10', 'Andromeda 13', 'Triangulum Galaxy', 'Andromeda 12', 'Andromeda 8', 'Andromeda 3', 'Andromeda 9', 'Andromeda 27', 'Andromeda 7', 'Andromeda 23', 'Andromeda 1', 'Andromeda 22', 'NGC 147', 'Andromeda 29', 'Andromeda 14', 'Andromeda 21', 'Andromeda 17', 'NGC 185', 'Andromeda 24', 'Andromeda 20', 'Andromeda 6', 'Andromeda 26', 'Andromeda 11', 'Andromeda 16', 'Andromeda 19', 'Andromeda 2', 'Andromeda 5', 'Andromeda 15', 'Andromeda 4', 'Andromeda 25']",gemini-2.5-flash,fixing,6,1,1,1,1,1,0,0,0,0,0,5,5,0.078125,0.40625,0.625,0.625,0.8125,0.25,0.21875,0.3125,0.34375,0.25,0.921875
LC-QuAD-44,LC-QuAD,44,What types of Academy Awards has Quentin Tarantino been nominated for?,For which types of Oscar has Quentin Tarantino received nominations?,What types of Academy Awards has Quentin Tarantino won?,What types of Academy Awards has Quentin Tarantino been nominated for but never won?,"['Best Director', 'Best Original Screenplay', 'Best Picture']","['Best Director', 'Best Original Screenplay', 'Best Picture']",['Best Original Screenplay'],"['Best Director', 'Best Picture']",o3,zero-shot,1,1,1,1,1,1,0,0,0,0,4,18,12,0.28125,0.65625,0.765625,0.828125,0.890625,0.578125,0.03125,0.03125,0.328125,0.0625,1.0
LC-QuAD-45,LC-QuAD,45,Which movies were produced by Jim Henson?,What films did Jim Henson produce?,Which Muppets movies were produced by Jim Henson?,"Which movies, other than the Muppets movies, were produced by Jim Henson?","['Dreamchild', 'The Bear', 'The Muppets Take Manhattan', 'The Muppet Movie', 'The Dark Crystal', 'Follow That Bird', 'The Great Muppet Caper', 'The Witches', 'Labyrinth']","['Dreamchild', 'The Bear', 'The Muppets Take Manhattan', 'The Muppet Movie', 'The Dark Crystal', 'Follow That Bird', 'The Great Muppet Caper', 'The Witches', 'Labyrinth']","['Follow That Bird', 'The Great Muppet Caper', 'The Muppets Take Manhattan', 'The Muppet Movie']","['Dreamchild', 'The Bear', 'The Dark Crystal', 'Follow That Bird', 'The Witches', 'Labyrinth']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,6,6,0.09375,0.5625,0.78125,0.609375,0.796875,0.3125,0.25,0.25,0.390625,0.1875,0.9375
LC-QuAD-46,LC-QuAD,46,Which books are in the His Dark Materials trilogy?,What books make up the His Dark Materials trilogy?,What is the first book in the His Dark Materials trilogy?,What are the second and third books in the His Dark Materials trilogy?,"['The Subtle Knife', 'Northern Lights', 'The Amber Spyglass']","['The Subtle Knife', 'Northern Lights', 'The Amber Spyglass']",['Northern Lights'],"['The Subtle Knife', 'The Amber Spyglass']",deepseek-reasoner,zero-shot,4,1,1,1,1,1,0,0,0,0,5,25,16,0.390625,0.90625,0.734375,0.890625,0.921875,0.640625,0.03125,0.03125,0.3125,0.0,0.96875
LC-QuAD-47,LC-QuAD,47,What films has Francis Ford Coppola been the executive producer of?,In which movies has Francis Ford Coppola been credited as executive producer?,In which movies directed by a family member has Francis Ford Coppola been credited as executive producer?,In which movies not directed by a family member has Francis Ford Coppola been credited as executive producer?,"['Life After Beth', 'The Bling Ring', 'On the Rocks', 'Fairyland', ""Tough Guys Don't Dance"", 'Palo Alto', 'Barfly', 'Marie Antoinette', 'Lionheart', 'Don Juan DeMarco', 'Assassination Tango', ""Hearts of Darkness: A Filmmaker's Apocalypse"", 'CQ', 'A Glimpse Inside the Mind of Charles Swan 3', 'My Family, Mi Familia', 'Powaqqatsi', 'Pumpkin', 'Haunted', 'Kinsey', 'On the Road', 'The Black Stallion Returns', 'Mishima: A Life in Four Chapters', 'The Black Stallion', 'Wait Until Spring, Bandini', 'No One Can Hear You', 'Hammett', 'The Florentine', 'Goosed', ""The Junky's Christmas"", 'Jeepers Creepers', 'Somewhere', 'The Secret Garden', 'Distant Vision', 'Love Is Blind', ""Mary Shelley's Frankenstein"", 'Buddy', 'The Seagull', 'Sleepy Hollow', 'Kidnapped', 'Jeepers Creepers 2', 'Koyaanisqatsi', ""The Spirit of '76"", 'Wind', 'The Virgin Suicides', 'Mainstream', 'THX 1138', 'The Third Miracle', 'Jack', 'Lost in Translation', 'Priscilla', 'The Escape Artist', 'The Good Shepherd', 'Paris Can Wait']","['Life After Beth', 'The Bling Ring', 'On the Rocks', 'Fairyland', ""Tough Guys Don't Dance"", 'Palo Alto', 'Barfly', 'Marie Antoinette', 'Lionheart', 'Don Juan DeMarco', 'Assassination Tango', ""Hearts of Darkness: A Filmmaker's Apocalypse"", 'CQ', 'A Glimpse Inside the Mind of Charles Swan 3', 'My Family, Mi Familia', 'Powaqqatsi', 'Pumpkin', 'Haunted', 'Kinsey', 'On the Road', 'The Black Stallion Returns', 'Mishima: A Life in Four Chapters', 'The Black Stallion', 'Wait Until Spring, Bandini', 'No One Can Hear You', 'Hammett', 'The Florentine', 'Goosed', ""The Junky's Christmas"", 'Jeepers Creepers', 'Somewhere', 'The Secret Garden', 'Distant Vision', 'Love Is Blind', ""Mary Shelley's Frankenstein"", 'Buddy', 'The Seagull', 'Sleepy Hollow', 'Kidnapped', 'Jeepers Creepers 2', 'Koyaanisqatsi', ""The Spirit of '76"", 'Wind', 'The Virgin Suicides', 'Mainstream', 'THX 1138', 'The Third Miracle', 'Jack', 'Lost in Translation', 'Priscilla', 'The Escape Artist', 'The Good Shepherd', 'Paris Can Wait']","['The Bling Ring', 'On the Rocks', 'Love Is Love Is Love', 'CQ', 'Palo Alto', 'A Glimpse Inside the Mind of Charles Swan 3', 'The Virgin Suicides', 'Marie Antoinette', 'Somewhere', 'Mainstream', 'Lost in Translation', 'Surfacing: Also Known As A Letter from My Father', 'A Very Murray Christmas', 'Paris Can Wait']","['Life After Beth', ""Tough Guys Don't Dance"", 'Don Juan DeMarco', 'Assassination Tango', 'My Family, Mi Familia', 'Kinsey', 'On the Road', 'The Black Stallion Returns', 'Mishima: A Life in Four Chapters', 'The Black Stallion', 'Wait Until Spring, Bandini', 'Hammett', 'The Florentine', 'Joshy', 'Jeepers Creepers', 'The Secret Garden', 'American Graffiti', 'Buddy', ""Mary Shelley's Frankenstein"", 'Sleepy Hollow', 'Jeepers Creepers 2', 'Koyaanisqatsi', 'THX 1138', 'The Escape Artist']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,4,4,0.0625,0.578125,0.625,0.640625,0.578125,0.265625,0.453125,0.4375,0.546875,0.34375,0.90625
LC-QuAD-48,LC-QuAD,48,Which high school(s) are located in Milwaukee?,What high schools does Milwaukee have?,Which high schools located in Milwaukee also teach grades before grade 9?,Which high schools located in Milwaukee only teach grades 9 and up?,"['Hmong American Peace Academy', 'Washington High School of Information Technology', 'Carmen High School of Science and Technology South Campus', 'Riverside University High School', 'Milwaukee School of Languages', 'The Alliance School', 'Vincent High School of Agricultural Sciences', 'Milwaukee Community Cyber High School', 'Milwaukee High School of the Arts', 'Bay View High School', 'Divine Savior Holy Angels High School', 'North Division High School', 'Bradley Technology and Trade High School', 'Wisconsin Lutheran High School', 'Hope Christian High School', 'South Division High School', 'Milwaukee Lutheran High School', 'Marquette University High School', 'Pathways High School', 'Universal Academy for the College Bound', 'Golda Meir School', 'Saint Thomas More High School', 'Audubon Technology and Communication High School', 'Messmer High School', 'Barack Obama School of Career and Technical Education', 'Casimir Pulaski High School', 'Howard Fuller Collegiate Academy', 'Destiny High School', 'Ronald Wilson Reagan College Preparatory High School', 'Alexander Hamilton High School', 'Saint Augustine Preparatory Academy', 'Cristo Rey Jesuit High School Milwaukee', 'Rufus King International High School', 'Tenor High School', 'Lynde and Harry Bradley Technology and Trade School', 'Milwaukee Academy of Science', 'Saint Joan Antida High School', 'Carmen High School of Science and Technology Northwest Campus', 'Pius 11 Catholic High School', 'James Madison Academic Campus', 'Carmen High School of Science and Technology Southeast Campus']","['Hmong American Peace Academy', 'Washington High School of Information Technology', 'Carmen High School of Science and Technology South Campus', 'Riverside University High School', 'Milwaukee School of Languages', 'The Alliance School', 'Vincent High School of Agricultural Sciences', 'Milwaukee Community Cyber High School', 'Milwaukee High School of the Arts', 'Bay View High School', 'Divine Savior Holy Angels High School', 'North Division High School', 'Bradley Technology and Trade High School', 'Wisconsin Lutheran High School', 'Hope Christian High School', 'South Division High School', 'Milwaukee Lutheran High School', 'Marquette University High School', 'Pathways High School', 'Universal Academy for the College Bound', 'Golda Meir School', 'Saint Thomas More High School', 'Audubon Technology and Communication High School', 'Messmer High School', 'Barack Obama School of Career and Technical Education', 'Casimir Pulaski High School', 'Howard Fuller Collegiate Academy', 'Destiny High School', 'Ronald Wilson Reagan College Preparatory High School', 'Alexander Hamilton High School', 'Saint Augustine Preparatory Academy', 'Cristo Rey Jesuit High School Milwaukee', 'Rufus King International High School', 'Tenor High School', 'Lynde and Harry Bradley Technology and Trade School', 'Milwaukee Academy of Science', 'Saint Joan Antida High School', 'Carmen High School of Science and Technology Northwest Campus', 'Pius 11 Catholic High School', 'James Madison Academic Campus', 'Carmen High School of Science and Technology Southeast Campus']","['Hmong American Peace Academy', 'MacDowell Montessori School', 'Dr. Howard Fuller Collegiate Academy', 'Golda Meir School', 'St. Augustine Preparatory Academy', 'Audubon Technology and Communication High School', 'Carmen High School of Science and Technology - South Campus', 'Milwaukee School of Languages', 'Milwaukee Academy of Science', 'Ronald Wilson Reagan College Preparatory High School', 'Milwaukee High School of the Arts', 'Carmen High School of Science and Technology - Southeast Campus', 'Escuela Verde']","['Washington High School of Information Technology', 'Riverside University High School', 'Vincent High School of Agricultural Sciences', 'Pulaski High School', 'North Division High School', 'Bay View High School', 'Divine Savior Holy Angels High School', 'Wisconsin Lutheran High School', 'Hope Christian High School', 'South Division High School', 'Milwaukee Lutheran High School', 'Carmen High School of Science and Technology - South Campus', 'Marquette University High School', 'Bradley Technology and Trade School', 'Alexander Hamilton High School', 'Lynde and Harry Bradley Technology and Trade School', 'Saint Joan Antida High School', 'Pius 11 Catholic High School', 'James Madison Academic Campus']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,3,3,0.046875,0.578125,0.71875,0.65625,0.546875,0.203125,0.421875,0.34375,0.578125,0.4375,0.9375
LC-QuAD-49,LC-QuAD,49,List all top-tier national leagues in CONMEBOL for men or women.,What top-tier national leagues for men or women are in CONMEBOL?,What top-tier national leagues for men are in CONMEBOL?,What top-tier national leagues for women are in CONMEBOL?,"['Campeonato Paraguayo de Fútbol Femenino', 'Primera División de Venezuela', 'Súperliga Femenina de Ecuador', 'Campeonato Brasileiro Série A', 'Liga Femenina Profesional de Colombia', 'Campeonato de Fútbol Femenino de Primera División A', 'Primera División Uruguaya', 'División de Fútbol Profesional', 'Copa Simón Bolívar Femenina', 'Liga 1', 'Campeonato Uruguayo de Fútbol Femenino', 'Superliga Femenina de Fútbol de Venezuela', 'Categoría Primera A', 'Serie A de Ecuador', 'Primera División de Chile', 'Campeonato Brasileiro de Futebol Feminino Série A1', 'Liga Profesional de Fútbol', 'Campeonato Nacional de Fútbol Femenino de Primera División', 'Primera División de Paraguay', 'Liga Femenina de la Federación Peruana de Fútbol']","['Campeonato Paraguayo de Fútbol Femenino', 'Primera División de Venezuela', 'Súperliga Femenina de Ecuador', 'Campeonato Brasileiro Série A', 'Liga Femenina Profesional de Colombia', 'Campeonato de Fútbol Femenino de Primera División A', 'Primera División Uruguaya', 'División de Fútbol Profesional', 'Copa Simón Bolívar Femenina', 'Liga 1', 'Campeonato Uruguayo de Fútbol Femenino', 'Superliga Femenina de Fútbol de Venezuela', 'Categoría Primera A', 'Serie A de Ecuador', 'Primera División de Chile', 'Campeonato Brasileiro de Futebol Feminino Série A1', 'Liga Profesional de Fútbol', 'Campeonato Nacional de Fútbol Femenino de Primera División', 'Primera División de Paraguay', 'Liga Femenina de la Federación Peruana de Fútbol']","['Primera División de Venezuela', 'Primera División Profesional de Uruguay', 'Serie A de Ecuador', 'Liga Profesional de Fútbol', 'Liga 1', 'División de Fútbol Profesional', 'Campeonato Brasileiro Série A', 'Categoría Primera A', 'Primera División de Paraguay', 'Primera División de Chile']","['Campeonato Nacional de Fútbol Femenino de Primera División de Chile', 'Campeonato Paraguayo de Fútbol Femenino', 'Campeonato Uruguayo de Fútbol Femenino', 'Campeonato Brasileiro de Futebol Feminino Série A1', 'Súperliga Femenina de Ecuador', 'Campeonato de Fútbol Femenino de Primera División A de Argentina', 'Liga Femenina de Fútbol Boliviano', 'Superliga Femenina de Fútbol de Venezuela', 'Liga Femenina Profesional de Colombia', 'Liga Femenina de la Federación Peruana de Fútbol']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,6,6,0.09375,0.53125,0.59375,0.515625,0.890625,0.34375,0.125,0.125,0.359375,0.171875,0.984375
LC-QuAD-5,LC-QuAD,5,For which awards were Gladys Knight & the Pips nominated in 1975?,For which 1975 awards were Gladys Knight & the Pips nominated?,"In 1975, for which awards were Gladys Knight & the Pips nominated excluding American Music Awards?","In 1975, for which American Music Awards were Gladys Knight & the Pips nominated?","['American Music Award for Favorite Soul/Rhythm and Blues Band, Duo or Group', 'American Music Award for Favorite Soul/Rhythm and Blues Single', 'Grammy Award for Best Pop Vocal Performance by a Duo, Group or Chorus', 'American Music Award for Favorite Soul/Rhythm and Blues Album', 'Grammy Award for Best Rhythm and Blues Vocal Performance by a Duo, Group or Chorus']","['American Music Award for Favorite Soul/Rhythm and Blues Band, Duo or Group', 'American Music Award for Favorite Soul/Rhythm and Blues Single', 'Grammy Award for Best Pop Vocal Performance by a Duo, Group or Chorus', 'American Music Award for Favorite Soul/Rhythm and Blues Album', 'Grammy Award for Best Rhythm and Blues Vocal Performance by a Duo, Group or Chorus']","['Grammy Award for Best Rhythm and Blues Vocal Performance by a Duo, Group or Chorus', 'Grammy Award for Best Pop Vocal Performance by a Duo, Group or Chorus']","['American Music Award for Favorite Soul/Rhythm and Blues Album for Imagination', 'American Music Award for Favorite Soul/Rhythm and Blues Single for ""Midnight Train to Georgia""', 'American Music Award for Favorite Soul/Rhythm and Blues Band, Duo or Group']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,4,4,0.0625,0.625,0.6875,0.546875,0.71875,0.25,0.34375,0.296875,0.53125,0.421875,0.984375
LC-QuAD-50,LC-QuAD,50,What are the moon phases?,List all the phases of the moon.,What are the waxing moon phases?,What moon phases are not waxing?,"['Waxing Gibbous', 'Waxing Crescent', 'Waning Crescent', 'New Moon', 'First Quarter', 'Full Moon', 'Waning Gibbous', 'Last Quarter']","['Waxing Gibbous', 'Waxing Crescent', 'Waning Crescent', 'New Moon', 'First Quarter', 'Full Moon', 'Waning Gibbous', 'Last Quarter']","['Waxing Gibbous', 'First Quarter', 'Waxing Crescent']","['Waning Crescent', 'New Moon', 'Full Moon', 'Waning Gibbous', 'Last Quarter']",gpt-5-mini,zero-shot,2,1,1,1,1,1,0,0,0,0,4,19,15,0.296875,0.75,0.828125,0.65625,0.84375,0.53125,0.03125,0.046875,0.3125,0.03125,0.984375
LC-QuAD-51,LC-QuAD,51,What are the annual public holidays of Denmark?,What Danish public holidays are observed annually?,What are the annual public holidays exclusive to Denmark?,What annual public holidays are observed in Denmark and other countries?,"['Easter Sunday', ""New Year's Day"", 'General Prayer Day', 'Ascension Day', 'Easter Monday', 'Christmas Day', 'Pentecost Sunday', 'Good Friday', 'Second Day of Christmas', 'Maundy Thursday', 'Pentecost Monday']","['Easter Sunday', ""New Year's Day"", 'General Prayer Day', 'Ascension Day', 'Easter Monday', 'Christmas Day', 'Pentecost Sunday', 'Good Friday', 'Second Day of Christmas', 'Maundy Thursday', 'Pentecost Monday']",['General Prayer Day'],"['Easter Sunday', ""New Year's Day"", 'Ascension Day', 'Easter Monday', 'Whit Monday', 'Christmas Day', 'Whit Sunday', 'Good Friday', 'Second Day of Christmas', 'Maundy Thursday']",o3,fixing,1,1,1,1,1,1,0,0,0,0,0,8,8,0.125,0.5625,0.6875,0.53125,0.765625,0.40625,0.046875,0.046875,0.390625,0.265625,0.90625
LC-QuAD-52,LC-QuAD,52,List all the states in India.,What are the states of India?,List all the states in India with a one-word English name.,List all the states in India with a mutli-word English name.,"['Maharashtra', 'Odisha', 'Karnataka', 'Sikkim', 'West Bengal', 'Tamil Nadu', 'Mizoram', 'Tripura', 'Nagaland', 'Rajasthan', 'Uttarakhand', 'Goa', 'Bihar', 'Arunachal Pradesh', 'Andhra Pradesh', 'Telangana', 'Assam', 'Meghalaya', 'Punjab', 'Uttar Pradesh', 'Manipur', 'Jharkhand', 'Chhattisgarh', 'Kerala', 'Himachal Pradesh', 'Madhya Pradesh', 'Haryana', 'Gujarat']","['Maharashtra', 'Odisha', 'Karnataka', 'Sikkim', 'West Bengal', 'Tamil Nadu', 'Mizoram', 'Tripura', 'Nagaland', 'Rajasthan', 'Uttarakhand', 'Goa', 'Bihar', 'Arunachal Pradesh', 'Andhra Pradesh', 'Telangana', 'Assam', 'Meghalaya', 'Punjab', 'Uttar Pradesh', 'Manipur', 'Jharkhand', 'Chhattisgarh', 'Kerala', 'Himachal Pradesh', 'Madhya Pradesh', 'Haryana', 'Gujarat']","['Maharashtra', 'Odisha', 'Karnataka', 'Sikkim', 'Mizoram', 'Tripura', 'Rajasthan', 'Nagaland', 'Uttarakhand', 'Goa', 'Bihar', 'Telangana', 'Assam', 'Meghalaya', 'Punjab', 'Manipur', 'Jharkhand', 'Chhattisgarh', 'Kerala', 'Haryana', 'Gujarat']","['Himachal Pradesh', 'Arunachal Pradesh', 'Uttar Pradesh', 'West Bengal', 'Madhya Pradesh', 'Andhra Pradesh', 'Tamil Nadu']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,8,24,11,0.375,0.9375,0.84375,0.765625,0.828125,0.515625,0.03125,0.03125,0.328125,0.0625,0.984375
LC-QuAD-53,LC-QuAD,53,What writing systems are in official use today by European countries?,What official writing systems are still used by European countries?,What writing system is in official use today by a majority of European countries?,What writing systems are in official use today by a minority of European countries?,"['Greek script', 'Latin script', 'Georgian script', 'Cyrillic script', 'Armenian script']","['Greek script', 'Latin script', 'Georgian script', 'Cyrillic script', 'Armenian script']",['Latin script'],"['Greek script', 'Cyrillic script', 'Georgian script', 'Armenian script']",gemini-2.5-flash,zero-shot,6,1,1,1,1,1,0,0,0,0,3,18,14,0.28125,0.671875,0.734375,0.703125,0.875,0.5625,0.0625,0.0625,0.3125,0.046875,0.96875
