usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_814	What are the different dialects of Chinese?	What dialects are spoken in the Chinese language?	What dialect of Chinese is the majority dialect of Hong Kong?	What dialects of Chinese are not the majority dialect of Hong Kong?		['Mandarin (Putonghua)', 'Cantonese (Yue)', 'Shanghainese (Wu)', 'Hokkien (Minnan/Taiwanese)', 'Hakka (Kejia)', 'Xiang (Hunanese)', 'Gan', 'Jin', 'Pinghua', 'Wu (including Suzhou dialect)', 'Min Dong (Fuzhounese)', 'Teochew', 'Fuzhounese', 'Hainanese', 'Shaanxi dialects', 'Sichuanese (Sichuan dialect)', 'Chongqing dialect', 'Jianghuai Mandarin', 'Northeast Mandarin', 'Southwestern Mandarin', 'Taiwanese Hokkien', 'Cantonese (Yue) dialects in Guangdong and Hong Kong', 'Various other regional dialects and subdialects across China']	['Mandarin (Putonghua)', 'Cantonese (Yue)', 'Shanghainese (Wu)', 'Hokkien (Minnan/Taiwanese)', 'Hakka (Kejia)', 'Xiang (Hunanese)', 'Gan', 'Jin', 'Pinghua', 'Wu (including Suzhou dialect)', 'Min Dong (Fuzhounese)', 'Teochew', 'Fuzhounese', 'Hainanese', 'Shaanxi dialects', 'Sichuanese (Sichuan dialect)', 'Chongqing dialect', 'Jianghuai Mandarin', 'Northeast Mandarin', 'Southwestern Mandarin', 'Taiwanese Hokkien', 'Cantonese (Yue) dialects in Guangdong and Hong Kong', 'Various other regional dialects and subdialects across China']		['Mandarin Chinese (also known as Standard Chinese or Putonghua)', 'Cantonese (Yue)', 'Shanghainese (Wu)', 'Hokkien (Minnan or Taiwanese)', 'Hakka (Kejia)', 'Xiang (Hunanese)', 'Gan', 'Jin', 'Pinghua', 'Huizhou (Hui)', 'Fuzhounese (Fuzhou dialect)', 'Teochew (Chaozhou)', 'Sichuanese (Sichuan dialect)', 'Chongqing dialect', 'Nanchang dialect', 'Shaanxi dialects', 'Henan dialects', 'Jiangxi dialects', 'Hainanese', 'Guizhou dialects']	['Yue (Cantonese)']
no_usparql_889	Which American presidents were in office during the Vietnam War?	Who were the U.S. presidents during the Vietnam War?	Which American presidents were in office during the Vietnam War but not when it ended?	Which American president was in office when the Vietnam War ended?		['Harry S. Truman', 'Dwight D. Eisenhower', 'John F. Kennedy', 'Lyndon B. Johnson', 'Richard Nixon']	['Harry S. Truman', 'Dwight D. Eisenhower', 'John F. Kennedy', 'Lyndon B. Johnson', 'Richard Nixon']		['Lyndon Baines Johnson', 'Richard Milhous Nixon']	['Lyndon Baines Johnson', 'Richard Milhous Nixon']
no_usparql_894	Which European countries have had a constitutional monarchy at some point in history?	Which European nations have had a constitutional monarchy as their form of government?	Which European countries currently have had a constitutional monarchy?	Which European countries once had a constitutional monarchy but now have a different form of government?		['United Kingdom', 'Belgium', 'Netherlands', 'Luxembourg', 'Liechtenstein', 'Monaco', 'Andorra', 'Spain', 'Sweden', 'Norway', 'Denmark', 'Liechtenstein', 'San Marino', 'Vatican City', 'Portugal', 'France', 'Italy', 'Greece', 'Bulgaria', 'Serbia', 'Montenegro', 'Albania', 'Romania', 'Bahrain', 'Qatar', 'Kuwait', 'Saudi Arabia', 'Morocco', 'Jordan', 'Thailand', 'Japan', 'Malaysia', 'Brunei', 'Cambodia', 'Vietnam', 'Thailand', 'Liechtenstein', 'Sweden', 'Norway', 'Denmark', 'Belgium', 'Netherlands', 'Luxembourg', 'Spain', 'United Kingdom', 'Monaco', 'Andorra']	['United Kingdom', 'Belgium', 'Netherlands', 'Luxembourg', 'Liechtenstein', 'Monaco', 'Andorra', 'Spain', 'Sweden', 'Norway', 'Denmark', 'San Marino', 'Vatican City', 'Portugal', 'Greece']		['Liechtenstein', 'Monaco', 'Andorra', 'San Marino', 'Vatican City']	['United Kingdom', 'Belgium', 'Netherlands', 'Luxembourg', 'Denmark', 'Sweden', 'Norway', 'Spain', 'Liechtenstein', 'Monaco', 'Andorra', 'San Marino', 'Vatican City']
no_usparql_901	Give me all professional skateboarders from Sweden.	List every professional skateboarder who is from Sweden.	Give me all male professional skateboarders from Sweden.	Give me all professional skateboarders from Sweden who are not male.			['Alex Hallberg', 'Oskar Rozenberg Hallberg']			
no_usparql_921	Which professional surfers were born in Australia?	Who are the professional surfers that were born in Australia?	Which professional surfers were born in Sydney, Australia?	Which professional surfers were born in Australia outside of Sydney?		['Mick Fanning', 'Stephanie Gilmore', 'Layne Beachley', 'Taj Burrow', 'Owen Wright', 'Julian Wilson', 'Joel Parkinson', 'Sally Fitzgibbons']	['Mick Fanning', 'Stephanie Gilmore', 'Layne Beachley', 'Taj Burrow', 'Owen Wright', 'Julian Wilson', 'Joel Parkinson', 'Sally Fitzgibbons']		['Mick Fanning', 'Stephanie Gilmore', 'Layne Beachley', 'Taj Burrow', 'Owen Wright', 'Julian Wilson', 'Joel Parkinson', 'Tyler Wright']	['Mick Fanning', 'Stephanie Gilmore', 'Joel Parkinson', 'Julian Wilson']
no_usparql_930	Which space probes were sent into orbit around the sun?	What space probes have been launched to orbit the sun?	Which space probes were sent into orbit around the sun and are still operational?	Which space probes were sent into orbit around the sun but are no longer operational?		['Venus Express', 'Solar and Heliospheric Observatory (SOHO)', 'Parker Solar Probe']	['Venus Express', 'Solar and Heliospheric Observatory (SOHO)', 'Parker Solar Probe']		['Solar and Heliospheric Observatory', 'Solar Dynamics Observatory']	['the Solar and Heliospheric Observatory', 'the Parker Solar Probe', 'the Solar Dynamics Observatory']
no_usparql_931	Which German cities have more than 250000 inhabitants?	In which German cities does the population exceed 250,000?	Which German cities have more than 250000 inhabitants but fewer than 1000000?	Which German cities have more than 1000000 inhabitants?		['Berlin', 'Hamburg', 'Munich', 'Cologne', 'Frankfurt am Main', 'Stuttgart', 'Düsseldorf', 'Dortmund', 'Essen', 'Leipzig', 'Bremen', 'Dresden', 'Hannover', 'Nuremberg', 'Duisburg', 'Bochum', 'Wuppertal', 'Bielefeld', 'Bonn', 'Münster', 'Karlsruhe', 'Mannheim', 'Augsburg', 'Wiesbaden', 'Gelsenkirchen', 'Mönchengladbach', 'Braunschweig', 'Kiel', 'Aachen', 'Chemnitz', 'Krefeld', 'Halle (Saale)', 'Magdeburg', 'Freiburg im Breisgau', 'Köln', 'Lübeck', 'Oberhausen', 'Rostock', 'Erfurt', 'Mainz', 'Kassel', 'Hagen', 'Saarbrücken', 'Hildesheim', 'Paderborn', 'Reutlingen', 'Würzburg', 'Ulm', 'Oldenburg', 'Osnabrück', 'Leverkusen', 'Solingen', 'Herne', 'Neuss', 'Darmstadt', 'Potsdam', 'Regensburg', 'Ingolstadt', 'Wolfsburg', 'Heilbronn', 'Pforzheim', 'Gera', 'Bottrop', 'Trier', 'Recklinghausen', 'Bremerhaven', 'Koblenz', 'Jena', 'Siegen', 'Hagen', 'Mülheim an der Ruhr', 'Cottbus', 'Kaiserslautern', 'Gütersloh', 'Witten', 'Flensburg', 'Ratingen', 'Ludwigshafen am Rhein', 'Düren', 'Velbert', 'Norderstedt', 'Esslingen am Neckar', 'Wilhelmshaven', 'Gießen', 'Marburg', 'Lüdenscheid', 'Detmold', 'Dinslaken', 'Lünen', 'Sindelfingen', 'Hameln', 'Tübingen', 'Rosenheim', 'Friedrichshafen', 'Schwerin', 'Kempten (Allgäu)', 'Viersen', 'Gütersloh', 'Erlangen', 'Bayreuth', 'Ravensburg', 'Hagen', 'Lüneburg', 'Neumünster', 'Friedrichshafen', 'Bergisch Gladbach', 'Wesel', 'Lippstadt', 'Hagen', 'Dachau', 'Hagen', 'Ludwigsburg', 'Aschaffenburg', 'Fulda', 'Kempten', 'Kleve', 'Lüdenscheid', 'Hagen', 'Hagen', 'Hagen', 'Hagen', 'Hagen']	['Berlin', 'Hamburg', 'Munich', 'Cologne', 'Frankfurt am Main', 'Stuttgart', 'Düsseldorf', 'Dortmund', 'Essen', 'Leipzig', 'Bremen', 'Dresden', 'Hannover', 'Nuremberg', 'Duisburg', 'Bielefeld', 'Bonn', 'Münster', 'Karlsruhe', 'Mannheim', 'Augsburg', 'Wiesbaden', 'Gelsenkirchen', 'Mönchengladbach', 'Braunschweig', 'Kiel', 'Aachen', 'Chemnitz', 'Krefeld', 'Halle (Saale)', 'Magdeburg', 'Freiburg im Breisgau', 'Köln', 'Lübeck', 'Oberhausen', 'Rostock', 'Erfurt', 'Mainz', 'Kassel', 'Hagen', 'Saarbrücken', 'Hildesheim', 'Paderborn', 'Reutlingen', 'Würzburg', 'Ulm', 'Oldenburg', 'Osnabrück', 'Leverkusen', 'Solingen', 'Herne', 'Neuss', 'Darmstadt', 'Potsdam', 'Regensburg', 'Ingolstadt', 'Wolfsburg', 'Heilbronn', 'Pforzheim', 'Gera', 'Bottrop', 'Trier', 'Recklinghausen', 'Koblenz', 'Jena', 'Siegen', 'Mülheim an der Ruhr', 'Cottbus', 'Kaiserslautern', 'Gütersloh', 'Witten', 'Flensburg', 'Ratingen', 'Ludwigshafen am Rhein', 'Düren', 'Velbert', 'Norderstedt', 'Esslingen am Neckar', 'Wilhelmshaven', 'Gießen', 'Marburg', 'Lüdenscheid', 'Detmold', 'Dinslaken', 'Lünen', 'Sindelfingen', 'Hameln', 'Tübingen', 'Rosenheim', 'Friedrichshafen', 'Schwerin', 'Kempten (Allgäu)', 'Viersen', 'Erlangen', 'Bayreuth', 'Ravensburg', 'Lüneburg', 'Neumünster', 'Bergisch Gladbach', 'Wesel', 'Lippstadt', 'Ludwigsburg', 'Aschaffenburg', 'Fulda', 'Kleve']		['Berlin', 'Hamburg', 'Munich', 'Cologne', 'Frankfurt am Main', 'Stuttgart', 'Düsseldorf', 'Dortmund', 'Essen', 'Leipzig', 'Bremen', 'Dresden', 'Hanover', 'Nuremberg', 'Duisburg', 'Bielefeld', 'Bonn', 'Mannheim', 'Karlsruhe', 'Wiesbaden', 'Münster', 'Augsburg', 'Aachen', 'Mönchengladbach', 'Braunschweig', 'Chemnitz', 'Kiel', 'Halle (Saale)', 'Magdeburg', 'Freiburg im Breisgau', 'Krefeld', 'Lübeck', 'Erfurt', 'Rostock', 'Kassel', 'Hagen', 'Saarbrücken', 'Hamm', 'Mülheim an der Ruhr', 'Potsdam', 'Ludwigshafen am Rhein', 'Oldenburg', 'Leverkusen', 'Osnabrück', 'Solingen', 'Herne', 'Neuss', 'Darmstadt', 'Paderborn', 'Regensburg', 'Ingolstadt', 'Würzburg', 'Wolfsburg', 'Ulm', 'Heilbronn', 'Pforzheim', 'Göttingen', 'Bottrop', 'Recklinghausen', 'Reutlingen', 'Koblenz', 'Bremerhaven', 'Bergisch Gladbach', 'Jena', 'Trier', 'Moers', 'Siegen', 'Hildesheim', 'Salzgitter', 'Cottbus', 'Kaiserslautern', 'Gera', 'Witten', 'Zwickau', 'Iserlohn', 'Flensburg', 'Villingen-Schwenningen', 'Konstanz', 'Esslingen am Neckar', 'Marburg', 'Velbert', 'Neumünster', 'Rüsselsheim am Main', 'Friedrichshafen', 'Düren', 'Pforzheim', 'Lüdenscheid', 'Castrop-Rauxel', 'Neubrandenburg', 'Dessau-Roßlau', 'Landshut', 'Wismar', 'Hanau', 'Minden']	['Hamburg', 'Munich', 'Cologne', 'Frankfurt am Main', 'Stuttgart', 'Düsseldorf', 'Dortmund', 'Essen', 'Leipzig', 'Bremen', 'Dresden', 'Hanover', 'Nuremberg', 'Duisburg', 'Bielefeld', 'Bonn', 'Mannheim', 'Karlsruhe', 'Wiesbaden', 'Münster', 'Augsburg', 'Aachen', 'Mönchengladbach', 'Braunschweig', 'Chemnitz', 'Kiel', 'Halle (Saale)', 'Magdeburg', 'Freiburg im Breisgau', 'Krefeld', 'Lübeck', 'Erfurt', 'Rostock', 'Kassel', 'Hagen', 'Saarbrücken', 'Hamm', 'Mülheim an der Ruhr', 'Potsdam', 'Ludwigshafen am Rhein', 'Oldenburg', 'Leverkusen', 'Osnabrück', 'Solingen', 'Herne', 'Neuss', 'Darmstadt', 'Paderborn', 'Regensburg', 'Ingolstadt', 'Würzburg', 'Wolfsburg', 'Ulm', 'Heilbronn', 'Göttingen', 'Bottrop', 'Recklinghausen', 'Reutlingen', 'Koblenz', 'Bremerhaven', 'Jena', 'Trier', 'Moers', 'Siegen', 'Hildesheim', 'Salzgitter', 'Cottbus', 'Kaiserslautern', 'Gera', 'Witten', 'Zwickau', 'Iserlohn', 'Flensburg', 'Gütersloh', 'Villingen-Schwenningen', 'Konstanz', 'Esslingen am Neckar', 'Marburg', 'Lüdenscheid', 'Velbert', 'Neumünster', 'Pforzheim', 'Friedrichshafen', 'Wilhelmshaven', 'Hanau', 'Minden', 'Düren', 'Gladbeck', 'Castrop-Rauxel', 'Dorsten']
no_usparql_943	Give me all spacecraft that flew to Mars.	List every spacecraft that has traveled to Mars.	Give me all spacecrafts that successfully landed on Mars.	Give me all spacecrafts that flew by or orbited Mars but did not land.		['Mariner 4', 'Mariner 3', 'Mariner 6', 'Mariner 7', 'Mariner 9', 'Viking 1', 'Viking 2', 'Mars Pathfinder', 'Mars Exploration Rovers (Spirit and Opportunity)', 'Mars Science Laboratory (Curiosity)', 'InSight', 'Mars 2020 (Perseverance)', 'Tianwen-1', 'Hope (Emirates Mars Mission)', 'ExoMars Trace Gas Orbiter']	['Mariner 4', 'Mariner 3', 'Mariner 6', 'Mariner 7', 'Mariner 9', 'Viking 1', 'Viking 2', 'Mars Pathfinder', 'Mars Exploration Rovers (Spirit and Opportunity)', 'Mars Science Laboratory (Curiosity)', 'InSight', 'Mars 2020 (Perseverance)', 'Tianwen-1', 'Hope (Emirates Mars Mission)', 'ExoMars Trace Gas Orbiter']		['Mars Exploration Rover Spirit', 'Mars Exploration Rover Opportunity', 'Mars Science Laboratory Curiosity', 'Mars 3', 'Viking 1 Orbiter', 'Viking 2 Orbiter', 'Mars Express', 'Mars Reconnaissance Orbiter', 'Mars Odyssey', 'Tianwen-1', 'Tianwen-1 Zhurong Rover', 'Hope Probe', 'ExoMars Trace Gas Orbiter', 'Mars Atmosphere and Volatile Evolution Mission', 'Mars Global Surveyor', 'Mars Pathfinder', 'Mars Insight', 'Mars 2020 Rover', 'Mars Sample Return (planned mission)']	['Mars Exploration Rover Spirit', 'Mars Exploration Rover Opportunity', 'Mars Science Laboratory Curiosity', 'Mars Pathfinder', 'Mars InSight Lander', 'Viking 1 Lander', 'Viking 2 Lander', 'Tianwen-1 Zhurong Rover', 'Mars 3']
no_usparql_945	Give me all taikonauts.	Provide me with a list of all taikonauts.	Give me all taikonauts who have flown in space.	Give me all taikonauts who have never flown in space.		['Yang Liwei', 'Liu Boming', 'Zhai Zhigang', 'Wang Yaping', 'Jing Haipeng', 'Nie Haisheng', 'Liu Yang', 'Chen Dong', 'Cai Xuzhe', 'Liu Xuebin', 'Tang Hongbo', 'Liu Pan', 'Ye Guangfu', 'Zhang Xiaojing', 'Liu Hong', 'Wang Xin', 'Zhang Lu', 'Chen Xiaodong', 'Liu Xinyu', 'Tang Hongbo', 'Liu Boming', 'Zhai Zhigang', 'Wang Yaping', 'Jing Haipeng', 'Nie Haisheng', 'Yang Liwei', 'Liu Yang', 'Chen Dong', 'Cai Xuzhe', 'Liu Xuebin', 'Tang Hongbo', 'Liu Pan', 'Ye Guangfu', 'Zhang Xiaojing', 'Liu Hong', 'Wang Xin', 'Zhang Lu', 'Chen Xiaodong', 'Liu Xinyu']	['Yang Liwei', 'Liu Boming', 'Zhai Zhigang', 'Wang Yaping', 'Jing Haipeng', 'Nie Haisheng', 'Liu Yang', 'Chen Dong', 'Cai Xuzhe', 'Liu Xuebin', 'Tang Hongbo', 'Liu Pan', 'Ye Guangfu', 'Zhang Xiaojing', 'Liu Hong', 'Wang Xin', 'Zhang Lu', 'Chen Xiaodong', 'Liu Xinyu']		['Yang Liwei', 'Liu Yang', 'Liu Xuezhou', 'Tang Hongbo', 'Ye Guangfu', 'Cai Xuzhe', 'Zhang Xiaojing', 'Wang Xiaojing', 'Zhang Lu']	['Yang Liwei', 'Zhai Zhigang', 'Wang Yaping', 'Jing Haipeng', 'Nie Haisheng', 'Liu Yang', 'Liu Boming', 'Tang Hongbo', 'Chen Dong', 'Cai Xuzhe', 'Ye Guangfu', 'Zhang Xiaojing']
no_usparql_946	Which countries have more than ten volcanoes in total?	Which countries have above ten volcanoes in total?	Which countries have more than ten active volcanoes?	Which countries have more than ten volcanoes but fewer than ten active ones?		['Indonesia', 'Japan', 'United States', 'Ecuador', 'Peru', 'Chile', 'Russia', 'Philippines', 'Mexico', 'Guatemala']	['Indonesia', 'Japan', 'United States', 'Ecuador', 'Peru', 'Chile', 'Russia', 'Philippines', 'Mexico', 'Guatemala']		['Ecuador', 'Mexico', 'Papua New Guinea', 'Guatemala', 'Chile']	['Indonesia', 'Japan', 'United States of America', 'Philippines', 'Mexico', 'Ecuador', 'Papua New Guinea', 'Russia', 'Guatemala', 'Chile']
no_usparql_966	Who were the crew members on the Apollo 11 mission?	Which individuals participated in the Apollo 11 mission?	Who from the Apollo 11 mission was still alive as of January 1st, 2025?	Who from the Apollo 11 mission died before January 1st, 2025?		['Neil Armstrong', 'Buzz Aldrin', 'Michael Collins']	['Neil Armstrong', 'Buzz Aldrin', 'Michael Collins']		['Michael Collins']	"['Neil Armstrong', 'Edwin ""Buzz"" Aldrin']"
no_usparql_967	Give me all B-sides of the Ramones.	Could you provide a list of all the Ramones' B-sides?	Give me all B-sides of the Ramones released before 1985.	Give me all B-sides of the Ramones released on or after 1985.		"['""Carbona Not Glue""', '""I Don\'t Want to Grow Up""', '""Sitting in My Room""', '""I Don\'t Care""', '""I Don\'t Want to Walk Around with You""', '""I Don\'t Care""', '""I Don\'t Want to Grow Up""', '""I Don\'t Want to Grow Up""', '""I Don\'t Want to Grow Up""', '""I Don\'t Want to Grow Up""']"	"['""Carbona Not Glue""', '""I Don\'t Want to Grow Up""', '""Sitting in My Room""', '""I Don\'t Care""', '""I Don\'t Want to Walk Around with You""', '""I Don\'t Care""', '""I Don\'t Want to Grow Up""', '""I Don\'t Want to Grow Up""', '""I Don\'t Want to Grow Up""', '""I Don\'t Want to Grow Up""']"			['I do not have specific information on all B-sides of the Ramones released before 1985.']
no_usparql_983	Which French politicians were married to a German?	Which French politicians had a spouse who was German?	Which French politicians were married to a German man?	Which French politicians were married to a German woman or non-binary person?						
no_usparql_989	Which movies did Kurosawa direct?	What are the movies directed by Kurosawa?	Which movies did Kurosawa direct that are dramas?	Which movies did Kurosawa direct that are not dramas?		['Rashomon', 'Seven Samurai', 'Ikiru', 'Yojimbo', 'Sanjuro', 'Throne of Blood', 'High and Low', 'Red Beard', 'Kagemusha', 'Ran', 'Dreams', 'The Hidden Fortress', 'Dersu Uzala']	['Rashomon', 'Seven Samurai', 'Ikiru', 'Yojimbo', 'Sanjuro', 'Throne of Blood', 'High and Low', 'Red Beard', 'Kagemusha', 'Ran', 'Dreams', 'The Hidden Fortress', 'Dersu Uzala']		['Rashomon', 'Ikiru', 'Throne of Blood', 'High and Low', 'Dersu Uzala']	"['""Ikiru""', '""Rashomon""', '""Dersu Uzala""']"
no_usparql_993	Give me all Frisian islands that belong to the Netherlands.	Which Frisian islands are part of the Netherlands?	Give me all Frisian islands that belong to the Netherlands and are inhabited.	Give me all Frisian islands that belong to the Netherlands and are uninhabited.		['Ameland', 'Schiermonnikoog', 'Terschelling', 'Vlieland', 'Ameland', 'Schiermonnikoog', 'Terschelling', 'Vlieland']	['Ameland', 'Schiermonnikoog', 'Terschelling', 'Vlieland']		['Terschelling', 'Schiermonnikoog']	['Ameland', 'Schiermonnikoog']
no_usparql_1051	Which officially recognized religions are present in Indonesia?	What religions do Indonesians are official recognized?	Which Abrahamic religions are officially recognized in Indonesia?	Which non-Abrahamic religions are officially recognized in Indonesia?		['Islam', 'Christianity', 'Hinduism', 'Buddhism', 'Confucianism', 'Taoism', 'indigenous beliefs']	['Islam', 'Christianity', 'Hinduism', 'Buddhism', 'Confucianism', 'Taoism', 'indigenous beliefs']		['Hinduism', 'Buddhism', 'Confucianism', 'Taoism', 'indigenous animist beliefs']	['Islam']
no_usparql_1061	What battles did Stonewall Jackson fight in during his military career?	In which battles did Stonewall Jackson participate during his military career?	What battles did Stonewall Jackson fight in during the American Civil War?	What battles did Stonewall Jackson fight in outside of the American Civil War?		['First Battle of Bull Run (First Manassas)', 'Battle of Kernstown', 'Battle of Front Royal', 'Battle of Cross Keys', 'Battle of Port Republic', 'Battle of Chancellorsville', 'Battle of Cedar Mountain', 'Battle of Second Bull Run (Second Manassas)', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville', 'Battle of Gettysburg', 'Battle of the Wilderness', 'Battle of Spotsylvania Court House', 'Battle of Cold Harbor', 'Battle of Cedar Creek']	['First Battle of Bull Run (First Manassas)', 'Battle of Kernstown', 'Battle of Front Royal', 'Battle of Cross Keys', 'Battle of Port Republic', 'Battle of Chancellorsville', 'Battle of Cedar Mountain', 'Battle of Second Bull Run (Second Manassas)', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Gettysburg', 'Battle of the Wilderness', 'Battle of Spotsylvania Court House', 'Battle of Cold Harbor', 'Battle of Cedar Creek']			['First Battle of Bull Run', 'Valley Campaign', 'Battle of Cross Keys', 'Battle of Port Republic', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville', 'Battle of Gettysburg']
no_usparql_1071	Which countries speak German officially?	In which countries is German an official language?	Which countries have German but not French as an official language?	Which countries have both German and French as official languages?		['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg', 'Belgium (German-speaking Community)', 'South Tyrol (Italy)', 'Namibia (historically, but not officially now)']	['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg', 'Belgium (German-speaking Community)', 'South Tyrol (Italy)']		['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Namibia']	['Germany', 'Austria', 'Switzerland', 'Liechtenstein', 'Luxembourg', 'Namibia', 'Italy (South Tyrol region)', 'Denmark (Southern Jutland region)']
no_usparql_1089	What basketball teams has Shaq played for?	Which basketball teams did Shaquille O'Neal play on?	What NBA basketball teams has Shaquille O'Neal played for?	What international or non-NBA basketball teams has Shaquille O'Neal played for?		['Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']	['Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']			
no_usparql_1142	What countries are considered part of the Baltic region?	Which countries belong to the Baltic region?	What landlocked countries are considered part of the Baltic region?	What countries with a coastline are considered part of the Baltic region?		['Estonia', 'Latvia', 'Lithuania']	['Estonia', 'Latvia', 'Lithuania']		['Estonia', 'Latvia', 'Lithuania']	['Estonia', 'Latvia', 'Lithuania']
no_usparql_1159	What states make up New England?	Which states constitute New England?	"Which states in New England have ""New"" in their name?"	"Which states in New England do not have ""New"" in their name?"		['Maine', 'New Hampshire', 'Vermont', 'Massachusetts', 'Rhode Island', 'Connecticut']	['Maine', 'New Hampshire', 'Vermont', 'Massachusetts', 'Rhode Island', 'Connecticut']		['Vermont', 'Rhode Island', 'Connecticut']	['Maine', 'New Hampshire', 'Massachusetts']
no_usparql_1170	Which U.S. states does the Colorado River run through?	Through which American states does the Colorado River flow?	Which U.S. states does the Colorado River run through in the Upper Basin?	Which U.S. states does the Colorado River run through in the Lower Basin?		['California', 'Arizona', 'Nevada', 'Utah', 'Colorado', 'New Mexico']	['California', 'Arizona', 'Nevada', 'Utah', 'Colorado', 'New Mexico']		['California', 'Arizona', 'Nevada']	['Wyoming', 'Utah', 'New Mexico']
no_usparql_1172	Which continents did the Roman Empire span?	What continents did the Roman Empire spread over?	On which continent did the Roman Empire start?	To which continents did the Roman Empire expand beyond the first continent?		['Europe', 'Asia', 'Africa']	['Europe', 'Asia', 'Africa']		['Africa', 'Asia']	['Europe']
no_usparql_1183	What countries have Spanish as a national language?	Which countries recognize Spanish as an official language?	What countries have Spanish as an official language and do not have a non-Indo-European official language?	What countries have Spanish and a non-Indo-European language as official languages?		['Spain', 'Mexico', 'Guatemala', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Panama', 'Cuba', 'Dominican Republic', 'Puerto Rico (U.S. territory)', 'Colombia', 'Venezuela', 'Ecuador', 'Peru', 'Bolivia', 'Paraguay', 'Chile', 'Argentina', 'Uruguay', 'Equatorial Guinea']	['Spain', 'Mexico', 'Guatemala', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Panama', 'Cuba', 'Dominican Republic', 'Puerto Rico (U.S. territory)', 'Colombia', 'Venezuela', 'Ecuador', 'Peru', 'Bolivia', 'Paraguay', 'Chile', 'Argentina', 'Uruguay', 'Equatorial Guinea']		['Spain', 'Mexico', 'Guatemala', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Panama', 'Cuba', 'Dominican Republic', 'Puerto Rico', 'Colombia', 'Venezuela', 'Ecuador', 'Peru', 'Bolivia', 'Paraguay', 'Chile', 'Argentina', 'Uruguay']	['Argentina', 'Bolivia', 'Chile', 'Colombia', 'Costa Rica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Spain', 'Uruguay', 'Venezuela']
no_usparql_1188	In what colleges did Albert Einstein teach professionally?	At which colleges did Albert Einstein work as a teacher?	At which colleges did Albert Einstein hold a permanent teaching position?	At which colleges did Albert Einstein teach as a temporary teaching position?		['Princeton University', 'The Institute for Advanced Study']	['Princeton University', 'The Institute for Advanced Study']		['the Zurich Polytechnic in Switzerland', 'the University of Prague in the former Austria-Hungary']	['the University of Prague', 'the University of Berlin']
no_usparql_1206	What TV shows did Shawnee Smith appear in?	In which TV shows did Shawnee Smith appear?	In what TV shows did Shawnee Smith appear in only one episode?	In what TV shows did Shawnee Smith appear in multiple episodes?		"['The TV shows Shawnee Smith appeared in include ""The Blob"" (1988), ""Becker"" (1998-2004), ""Saw"" (film series, but she also appeared in the TV adaptation ""Saw: The TV Series"" which was planned but never aired), and ""The Stand"" (2020 miniseries). She also appeared in ""Angie"" (1994-1995) and ""The Dead Zone"" (2002-2007).']"	['The Blob', 'Becker', 'Angie', 'The Dead Zone']		['The Blob', 'Saw']	
no_usparql_1252	What countries share a land or maritime border with Spain?	Which countries share a land or maritime border with Spain?	What countries share a land or martiime border with Spain, but not both?	What countries share both a land and maritime border with Spain?		['France', 'Andorra', 'Portugal', 'Morocco (via the Spanish enclaves of Ceuta and Melilla in North Africa)', 'Gibraltar (a British Overseas Territory, but often considered in regional context)']	['France', 'Andorra', 'Portugal', 'Morocco', 'Gibraltar']		['France', 'Andorra', 'Portugal', 'Morocco', 'Algeria', 'Gibraltar (a British Overseas Territory)', 'The Atlantic Ocean (maritime border)', 'The Mediterranean Sea (maritime border)']	['Portugal', 'Morocco', 'Algeria']
