usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_945	Give me all taikonauts.	Provide me with a list of all taikonauts.	Give me all taikonauts who have flown in space.	Give me all taikonauts who have never flown in space.		['Yang Liwei', 'Fei Junlong', 'Nie Haisheng', 'Zhai Zhigang', 'Liu Boming', 'Jing Haipeng', 'Liu Wang', 'Wang Yaping', 'Zhang Xiaoguang', 'Chen Dong', 'Tang Hongbo', 'Ye Guangfu', 'Cai Xuzhe', 'Deng Qingming', 'Zhang Lu', 'Zhu Yangzhu', 'Gui Haichao']	['Yang Liwei', 'Fei Junlong', 'Nie Haisheng', 'Zhai Zhigang', 'Liu Boming', 'Jing Haipeng', 'Liu Wang', 'Wang Yaping', 'Zhang Xiaoguang', 'Chen Dong', 'Tang Hongbo', 'Ye Guangfu', 'Cai Xuzhe', 'Deng Qingming', 'Zhang Lu', 'Zhu Yangzhu', 'Gui Haichao']			['Yang Liwei', 'Fei Junlong', 'Nie Haisheng', 'Zhai Zhigang', 'Liu Boming', 'Jing Haipeng', 'Liu Wang', 'Wang Yaping', 'Zhang Xiaoguang', 'Chen Dong', 'Tang Hongbo', 'Ye Guangfu', 'Gui Haichao']
no_usparql_946	Which countries have more than ten volcanoes in total?	Which countries have above ten volcanoes in total?	Which countries have more than ten active volcanoes?	Which countries have more than ten volcanoes but fewer than ten active ones?		['Indonesia', 'Japan', 'United States of America', 'Russia', 'Chile', 'Philippines', 'Ethiopia', 'Papua New Guinea', 'Guatemala', 'Iceland']	['Indonesia', 'Japan', 'United States of America', 'Russia', 'Chile', 'Philippines', 'Ethiopia', 'Papua New Guinea', 'Guatemala', 'Iceland']		['Mexico', 'Italy', 'Iceland']	['Indonesia', 'Japan', 'United States of America', 'Russia', 'Chile', 'Philippines', 'Papua New Guinea', 'Mexico']
no_usparql_966	Who were the crew members on the Apollo 11 mission?	Which individuals participated in the Apollo 11 mission?	Who from the Apollo 11 mission was still alive as of January 1st, 2025?	Who from the Apollo 11 mission died before January 1st, 2025?		['Neil Armstrong', 'Edwin Eugene Aldrin Junior', 'Michael Collins']	['Neil Armstrong', 'Edwin Eugene Aldrin Junior', 'Michael Collins']		['Neil Armstrong', 'Michael Collins']	
no_usparql_967	Give me all B-sides of the Ramones.	Could you provide a list of all the Ramones' B-sides?	Give me all B-sides of the Ramones released before 1985.	Give me all B-sides of the Ramones released on or after 1985.						['I do not know.']
no_usparql_983	Which French politicians were married to a German?	Which French politicians had a spouse who was German?	Which French politicians were married to a German man?	Which French politicians were married to a German woman or non-binary person?						
no_usparql_989	Which movies did Kurosawa direct?	What are the movies directed by Kurosawa?	Which movies did Kurosawa direct that are dramas?	Which movies did Kurosawa direct that are not dramas?		"['Rashomon', 'Seven Samurai', 'Ikiru', 'Throne of Blood', 'Yojimbo', 'Sanjuro', 'High and Low', 'Red Beard', 'Dersu Uzala', 'Kagemusha', 'Ran', 'Dreams', 'Rhapsody in August', 'Madadayo', 'The Bad Sleep Well', 'The Hidden Fortress', 'Stray Dog', 'Drunken Angel', 'The Lower Depths', 'The Idiot', 'Scandal', 'One Wonderful Sunday', 'No Regrets for Our Youth', 'The Quiet Duel', 'I Live in Fear', ""The Men Who Tread on the Tiger's Tail""]"	"['Rashomon', 'Seven Samurai', 'Ikiru', 'Throne of Blood', 'Yojimbo', 'Sanjuro', 'High and Low', 'Red Beard', 'Dersu Uzala', 'Kagemusha', 'Ran', 'Dreams', 'Rhapsody in August', 'Madadayo', 'The Bad Sleep Well', 'The Hidden Fortress', 'Stray Dog', 'Drunken Angel', 'The Lower Depths', 'The Idiot', 'Scandal', 'One Wonderful Sunday', 'No Regrets for Our Youth', 'The Quiet Duel', 'I Live in Fear', ""The Men Who Tread on the Tiger's Tail""]"		"['Rashomon', 'Seven Samurai', 'Throne of Blood', 'Yojimbo', 'Sanjuro', 'High and Low', 'The Hidden Fortress', 'Ran', 'Kagemusha', 'Dreams', ""The Men Who Tread on the Tiger's Tail"", 'The Most Beautiful', 'Sanshiro Sugata', 'Sanshiro Sugata Part Two']"	['Rashomon', 'Ikiru', 'Drunken Angel', 'Stray Dog', 'The Bad Sleep Well', 'Red Beard', 'Scandal', 'I Live in Fear', 'The Quiet Duel', 'One Wonderful Sunday', 'No Regrets for Our Youth', 'The Lower Depths', 'The Idiot', 'The Most Beautiful']
no_usparql_993	Give me all Frisian islands that belong to the Netherlands.	Which Frisian islands are part of the Netherlands?	Give me all Frisian islands that belong to the Netherlands and are inhabited.	Give me all Frisian islands that belong to the Netherlands and are uninhabited.		['Texel', 'Vlieland', 'Terschelling', 'Ameland', 'Schiermonnikoog', 'Rottumeroog', 'Rottumerplaat', 'Noorderhaaks']	['Texel', 'Vlieland', 'Terschelling', 'Ameland', 'Schiermonnikoog', 'Rottumeroog', 'Rottumerplaat', 'Noorderhaaks']		['Rottumerplaat', 'Rottumeroog', 'Noorderhaaks', 'Griend', 'Simonszand', 'Zuiderduintjes']	['Texel', 'Vlieland', 'Terschelling', 'Ameland', 'Schiermonnikoog']
no_usparql_1051	Which officially recognized religions are present in Indonesia?	What religions do Indonesians are official recognized?	Which Abrahamic religions are officially recognized in Indonesia?	Which non-Abrahamic religions are officially recognized in Indonesia?		['Islam', 'Protestantism', 'Catholicism', 'Hinduism', 'Buddhism', 'Confucianism']	['Islam', 'Protestantism', 'Catholicism', 'Hinduism', 'Buddhism', 'Confucianism']		['Hinduism', 'Buddhism', 'Confucianism']	['Islam', 'Protestantism', 'Catholicism']
no_usparql_1061	What battles did Stonewall Jackson fight in during his military career?	In which battles did Stonewall Jackson participate during his military career?	What battles did Stonewall Jackson fight in during the American Civil War?	What battles did Stonewall Jackson fight in outside of the American Civil War?		['First Battle of Bull Run', 'First Battle of Kernstown', 'Battle of McDowell', 'Battle of Front Royal', 'Battle of Winchester', 'Battle of Cross Keys', 'Battle of Port Republic', 'Seven Days Battles', 'Battle of Cedar Mountain', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville']	['First Battle of Bull Run', 'First Battle of Kernstown', 'Battle of McDowell', 'Battle of Front Royal', 'Battle of Winchester', 'Battle of Cross Keys', 'Battle of Port Republic', 'Seven Days Battles', 'Battle of Cedar Mountain', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville']		['Battle of Contreras', 'Battle of Chapultepec', 'Battle of Veracruz', 'Battle of Molino del Rey', 'Battle of Mexico City']	"['First Battle of Bull Run', 'First Battle of Kernstown', 'Battle of McDowell', 'Battle of Front Royal', 'Battle of Winchester', 'Battle of Cross Keys', 'Battle of Port Republic', ""Battle of Gaines's Mill"", 'Battle of White Oak Swamp', 'Battle of Cedar Mountain', 'Second Battle of Bull Run', 'Battle of Antietam', 'Battle of Fredericksburg', 'Battle of Chancellorsville']"
no_usparql_1071	Which countries speak German officially?	In which countries is German an official language?	Which countries have German but not French as an official language?	Which countries have both German and French as official languages?		['Germany', 'Austria', 'Switzerland', 'Belgium', 'Luxembourg', 'Liechtenstein']	['Germany', 'Austria', 'Switzerland', 'Belgium', 'Luxembourg', 'Liechtenstein']		['Switzerland', 'Belgium', 'Luxembourg']	['Germany', 'Austria', 'Liechtenstein']
no_usparql_1089	What basketball teams has Shaq played for?	Which basketball teams did Shaquille O'Neal play on?	What NBA basketball teams has Shaquille O'Neal played for?	What international or non-NBA basketball teams has Shaquille O'Neal played for?		['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']	['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']			['Orlando Magic', 'Los Angeles Lakers', 'Miami Heat', 'Phoenix Suns', 'Cleveland Cavaliers', 'Boston Celtics']
no_usparql_1142	What countries are considered part of the Baltic region?	Which countries belong to the Baltic region?	What landlocked countries are considered part of the Baltic region?	What countries with a coastline are considered part of the Baltic region?		['Estonia', 'Latvia', 'Lithuania']	['Estonia', 'Latvia', 'Lithuania']		['Estonia', 'Latvia', 'Lithuania']	
no_usparql_1159	What states make up New England?	Which states constitute New England?	"Which states in New England have ""New"" in their name?"	"Which states in New England do not have ""New"" in their name?"		['Maine', 'New Hampshire', 'Vermont', 'Massachusetts', 'Rhode Island', 'Connecticut']	['Maine', 'New Hampshire', 'Vermont', 'Massachusetts', 'Rhode Island', 'Connecticut']		['Maine', 'Vermont', 'Massachusetts', 'Rhode Island', 'Connecticut']	['New Hampshire', 'New Connecticut']
no_usparql_1170	Which U.S. states does the Colorado River run through?	Through which American states does the Colorado River flow?	Which U.S. states does the Colorado River run through in the Upper Basin?	Which U.S. states does the Colorado River run through in the Lower Basin?		['Colorado', 'Utah', 'Arizona', 'Nevada', 'California', 'New Mexico', 'Wyoming']	['Colorado', 'Utah', 'Arizona', 'Nevada', 'California', 'New Mexico', 'Wyoming']		['Arizona', 'Nevada', 'California']	['Colorado', 'Utah', 'New Mexico', 'Wyoming']
no_usparql_1172	Which continents did the Roman Empire span?	What continents did the Roman Empire spread over?	On which continent did the Roman Empire start?	To which continents did the Roman Empire expand beyond the first continent?		['Europe', 'Africa', 'Asia']	['Europe', 'Africa', 'Asia']		['Africa', 'Asia']	['Europe']
no_usparql_1183	What countries have Spanish as a national language?	Which countries recognize Spanish as an official language?	What countries have Spanish as an official language and do not have a non-Indo-European official language?	What countries have Spanish and a non-Indo-European language as official languages?		['Spain', 'Mexico', 'Guatemala', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Panama', 'Cuba', 'Dominican Republic', 'Puerto Rico', 'Colombia', 'Venezuela', 'Ecuador', 'Peru', 'Bolivia', 'Paraguay', 'Chile', 'Argentina', 'Uruguay', 'Equatorial Guinea']	['Spain', 'Mexico', 'Guatemala', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Panama', 'Cuba', 'Dominican Republic', 'Puerto Rico', 'Colombia', 'Venezuela', 'Ecuador', 'Peru', 'Bolivia', 'Paraguay', 'Chile', 'Argentina', 'Uruguay', 'Equatorial Guinea', 'Western Sahara', 'Belize', 'Gibraltar', 'Andorra']		['Bolivia', 'Paraguay', 'Peru', 'Equatorial Guinea']	['Spain', 'Mexico', 'Guatemala', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Panama', 'Cuba', 'Dominican Republic', 'Puerto Rico', 'Colombia', 'Venezuela', 'Ecuador', 'Peru', 'Chile', 'Argentina', 'Uruguay']
no_usparql_1188	In what colleges did Albert Einstein teach professionally?	At which colleges did Albert Einstein work as a teacher?	At which colleges did Albert Einstein hold a permanent teaching position?	At which colleges did Albert Einstein teach as a temporary teaching position?		['Swiss Federal Polytechnic', 'University of Zurich', 'Charles-Ferdinand University in Prague', 'German University in Prague', 'University of Berlin', 'Institute for Advanced Study in Princeton']	['Swiss Federal Polytechnic', 'University of Zurich', 'Charles-Ferdinand University in Prague', 'German University in Prague', 'University of Berlin', 'Institute for Advanced Study in Princeton']		['California Institute of Technology']	['Swiss Federal Polytechnic', 'University of Zurich', 'Charles-Ferdinand University in Prague', 'University of Berlin', 'Institute for Advanced Study in Princeton']
no_usparql_1206	What TV shows did Shawnee Smith appear in?	In which TV shows did Shawnee Smith appear?	In what TV shows did Shawnee Smith appear in only one episode?	In what TV shows did Shawnee Smith appear in multiple episodes?		"['Becker', 'Anger Management', 'The Stand', 'Saw: The Series', 'Murder, She Wrote', 'The X-Files', 'Law and Order: Special Victims Unit', 'The Tom Show', 'Arsenio', ""Who's the Boss?"", 'Cagney and Lacey', 'The Secret Life of the American Teenager', 'Grace Under Fire', 'The Islander', 'The Blob', 'The Shining (miniseries)', 'The Almost Perfect Bank Robbery', 'The Torkelsons', 'The Ray Bradbury Theater', 'The Event', 'The Grudge (television series)']"	"['Becker', 'Anger Management', 'The Stand', 'Saw: The Series', 'Murder, She Wrote', 'The X-Files', 'Law and Order: Special Victims Unit', 'The Tom Show', 'Arsenio', ""Who's the Boss?"", 'Cagney and Lacey', 'The Secret Life of the American Teenager', 'Grace Under Fire', 'The Islander', 'The Blob', 'The Shining (miniseries)', 'The Almost Perfect Bank Robbery', 'The Torkelsons', 'The Ray Bradbury Theater', 'The Event', 'The Grudge (television series)']"		['Becker', 'Anger Management', 'The Stand', 'Saw: The Series', 'The Tom Show', 'The Secret Life of the American Teenager', 'The Island', 'Arsenio', 'The Blob', 'The Shining (miniseries)', 'The Almost Perfect Bank Robbery', 'The Event', 'The Act']	"['Murder, She Wrote', 'The X-Files', 'Law & Order: Special Victims Unit', 'Cagney & Lacey', ""Who's the Boss?"", 'The Bernie Mac Show', 'The Secret Life of the American Teenager', 'The Torkelsons', 'The Ray Bradbury Theater', 'The Event', 'The Fosters', 'The Middle']"
no_usparql_1252	What countries share a land or maritime border with Spain?	Which countries share a land or maritime border with Spain?	What countries share a land or martiime border with Spain, but not both?	What countries share both a land and maritime border with Spain?		['Portugal', 'France', 'Andorra', 'Gibraltar', 'Morocco', 'Italy']	['Portugal', 'France', 'Andorra', 'Gibraltar', 'Morocco', 'Italy']		['Portugal', 'France', 'Morocco']	['France', 'Portugal', 'Andorra', 'Gibraltar', 'Morocco', 'Italy', 'Algeria']
no_usparql_1275	Which television shows are shot in New York?	Which TV shows are filmed in New York?	What TV shows are shot in New York and are comedies?	What TV shows are shot in New York and are not comedies?		['Friends', 'Seinfeld', 'Law and Order', 'Gossip Girl', '30 Rock', 'The Marvelous Mrs. Maisel', 'Sex and the City', 'Blue Bloods', 'The Good Wife', 'Unbreakable Kimmy Schmidt', 'Power', 'The Sopranos', 'Broad City', 'Elementary', 'The Blacklist', 'Madam Secretary', 'Person of Interest', 'The Deuce', 'Billions', 'Manifest', 'The Americans', 'Younger', 'Mr. Robot', 'The Equalizer', 'The Sinner']	['Friends', 'Seinfeld', 'Law and Order', 'Gossip Girl', '30 Rock', 'The Marvelous Mrs. Maisel', 'Sex and the City', 'Blue Bloods', 'The Good Wife', 'Unbreakable Kimmy Schmidt', 'Power', 'The Sopranos', 'Broad City', 'Elementary', 'The Blacklist', 'Madam Secretary', 'Person of Interest', 'The Deuce', 'Billions', 'Manifest', 'The Americans', 'Younger', 'Mr. Robot', 'The Equalizer', 'The Sinner']		['Gossip Girl', 'Law and Order', 'Sex and the City', 'Blue Bloods', 'The Good Wife', 'Power', 'The Sopranos', 'Mad Men', 'Elementary', 'The Deuce', 'Person of Interest', 'White Collar']	['Friends', '30 Rock', 'The Marvelous Mrs. Maisel', 'Seinfeld', 'Unbreakable Kimmy Schmidt', 'Broad City', 'The Tonight Show Starring Jimmy Fallon', 'Saturday Night Live', 'The Daily Show']
no_usparql_1294	What movies did Tupac star in?	In which movies did Tupac act?	In what movies did Tupac give a musical performance?	In what movies did Tupac star but did not give a musical performance?		"['Juice', 'Poetic Justice', 'Above the Rim', 'Bullet', ""Gridlock'd"", 'Gang Related']"	"['Juice', 'Poetic Justice', 'Above the Rim', 'Bullet', ""Gridlock'd"", 'Gang Related']"		"['Juice', 'Poetic Justice', 'Above the Rim', 'Bullet', ""Gridlock'd"", 'Gang Related']"	['Poetic Justice', 'Above the Rim']
no_usparql_1309	Who has played Lex Luthor?	Which actors have portrayed Lex Luthor?	Who has played Lex Luthor in live-action adaptations?	Who has played Lex Luthor but never in live-action adaptations?		['Gene Hackman', 'Kevin Spacey', 'Jesse Eisenberg', 'Michael Rosenbaum', 'Jon Cryer', 'Clancy Brown', 'Sherman Howard', 'Scott James Wells', 'John Shea', 'Lyle Talbot', 'Titus Welliver', 'Anthony LaPaglia', 'James Marsters', 'Mark Rolston', 'Fred Tatasciore', 'Jason Isaacs', 'Rainn Wilson', 'Giancarlo Esposito']	['Gene Hackman', 'Kevin Spacey', 'Jesse Eisenberg', 'Michael Rosenbaum', 'Jon Cryer', 'Clancy Brown', 'Sherman Howard', 'Scott James Wells', 'John Shea', 'Lyle Talbot', 'Titus Welliver', 'Anthony LaPaglia', 'James Marsters', 'Mark Rolston', 'Fred Tatasciore', 'Jason Isaacs', 'Rainn Wilson', 'Giancarlo Esposito']		['Clancy Brown', 'Mark Rolston', 'Anthony LaPaglia', 'James Marsters', 'Rainn Wilson', 'Fred Tatasciore', 'Jason Isaacs', 'Giancarlo Esposito', 'Powers Boothe', 'Chris Noth', 'Corey Burton', 'Keith Ferguson', 'Steve Blum', 'Diedrich Bader', 'Jason Alexander', 'Wallace Langham', 'John Noble', 'Ike Amadi', 'Tara Strong', 'Nolan North', 'Tony Jay', 'Maurice LaMarche', 'Brian Dobson', 'Jim Meskimen', 'David Kaye', 'Tom Gibis', 'Patrick Page', 'William Hootkins', 'John Kassir', 'John Michael Higgins', 'Kevin Michael Richardson', 'James Woods', 'Tim Daly', 'Ron Perlman', 'Phil Morris', 'John de Lancie', 'Malcolm McDowell', 'Christopher McDonald', 'David Warner', 'Jonathan Adams', 'Mark Hamill', 'Jeffrey Combs', 'Alan Tudyk', 'Jason Spisak', 'Roger Craig Smith', 'Troy Baker', 'Tom Kenny', 'Dee Bradley Baker', 'Eric Bauza', 'Grey DeLisle']	['Gene Hackman', 'Kevin Spacey', 'Michael Rosenbaum', 'Jesse Eisenberg', 'Jon Cryer', 'Sherman Howard', 'Scott James Wells', 'John Shea', 'Lyle Talbot']
no_usparql_1429	What were the names of Henry VIII's confirmed children?	Can you list the names of the confirmed children of Henry VIII?	What were the names of Henry VIII's confirmed legitimate children?	What were the names of Henry VIII's confirmed illegitimate children?		['Mary I', 'Elizabeth I', 'Edward VI']	['Mary I', 'Elizabeth I', 'Edward VI']		['Henry Fitzroy']	['Mary Tudor', 'Elizabeth Tudor', 'Edward Tudor']
no_usparql_1501	Which countries have territories in Oceania?	Which countries are located in Oceania in whole or in part?	Which countries are entirely contained in Oceania?	Which countries are only partially (not fully) contained in Oceania?		['Australia', 'Fiji', 'Kiribati', 'Marshall Islands', 'Micronesia', 'Nauru', 'New Zealand', 'Palau', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Tuvalu', 'Vanuatu', 'United States of America', 'United Kingdom', 'France', 'Chile', 'Indonesia']	['Australia', 'Fiji', 'Kiribati', 'Marshall Islands', 'Micronesia', 'Nauru', 'New Zealand', 'Palau', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Tuvalu', 'Vanuatu', 'United States of America', 'United Kingdom', 'France', 'Chile', 'Indonesia']		['United States of America', 'France', 'United Kingdom', 'Chile']	['Australia', 'Papua New Guinea', 'New Zealand', 'Fiji', 'Solomon Islands', 'Vanuatu', 'Samoa', 'Tonga', 'Kiribati', 'Federated States of Micronesia', 'Palau', 'Marshall Islands', 'Nauru', 'Tuvalu']
no_usparql_1511	What states does the Sierra Nevada run through in the United States?	Which states does the Sierra Nevada run through in the United States?	Which states with a Democratic governor does the Sierra Nevada run through in the United States?	Which states without a Democratic governor does the Sierra Nevada run through in the United States?		['California', 'Nevada']	['California', 'Nevada']		['Nevada']	['California']
no_usparql_1540	Who has Stephen Ireland played for?	For which teams has Stephen Ireland played?	Which teams has Stephen Ireland played for in the English Premier League?	Which teams has Stephen Ireland played for outside the English Premier League?		['Manchester City Football Club', 'Aston Villa Football Club', 'Newcastle United Football Club', 'Stoke City Football Club', 'Bolton Wanderers Football Club']	['Manchester City Football Club', 'Aston Villa Football Club', 'Newcastle United Football Club', 'Stoke City Football Club', 'Bolton Wanderers Football Club']		['Coventry City Football Club']	['Manchester City Football Club', 'Aston Villa Football Club', 'Newcastle United Football Club', 'Stoke City Football Club', 'Bolton Wanderers Football Club']
no_usparql_1542	Which celebrities has Brody Jenner been confirmed to have dated or rumored to have dated?	Who are the celebrities Brody Jenner has dated, either confirmed or rumored?	Which celebrities has Brody Jenner confirmed to have dated?	Which celebrities has Brody Jenner been rumored but not confirmed to have dated?		['Lauren Conrad', 'Kristin Cavallari', 'Avril Lavigne', 'Jayde Nicole', 'Kaitlynn Carter', 'Josie Canseco', 'Bryana Holly', 'Cora Skinner', 'Nicole Richie', 'Lindsay Lohan']	['Lauren Conrad', 'Kristin Cavallari', 'Avril Lavigne', 'Jayde Nicole', 'Kaitlynn Carter', 'Josie Canseco', 'Bryana Holly', 'Cora Skinner', 'Nicole Richie', 'Lindsay Lohan']		['Nicole Richie']	['Lauren Conrad', 'Kristin Cavallari', 'Avril Lavigne', 'Jayde Nicole', 'Kaitlynn Carter', 'Josie Canseco']
no_usparql_1554	What countries are members of NAFTA?	Which countries are in NAFTA?	What countries are members of NAFTA and in Latin America?	What countries are members of NAFTA but not in Latin America?		['United States of America', 'Canada', 'Mexico']	['United States of America', 'Canada', 'Mexico']		['United States of America', 'Canada']	['Mexico']
no_usparql_1562	What books did Louis Sachar write?	Which books has Louis Sachar write?	Which books did Louis Sachar write that were adapted into movies?	Which books did Louis Sachar write that were not adapted into movies?		"['Holes', 'Sideways Stories from Wayside School', 'Small Steps', ""There's a Boy in the Girls' Bathroom"", 'Wayside School is Falling Down', 'Wayside School Gets a Little Stranger', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Why Pick on Me?', 'Marvin Redpost: Is He a Girl?', ""Marvin Redpost: Alone in His Teacher's House"", 'Marvin Redpost: Class President', 'Marvin Redpost: A Flying Birthday Cake?', 'Marvin Redpost: Super Fast, Out of Control!', 'Marvin Redpost: A Magic Crystal?', ""Dogs Don't Tell Jokes"", 'The Cardturner', 'Fuzzy Mud', 'The Boy Who Lost His Face', 'The Girl Who Lost Her Smile', ""Johnny's in the Basement"", 'Someday Angeline', 'Sixth Grade Secrets', 'The Wayside School Beneath the Cloud of Doom']"	"['Holes', 'Sideways Stories from Wayside School', 'Small Steps', ""There's a Boy in the Girls' Bathroom"", 'Wayside School is Falling Down', 'Wayside School Gets a Little Stranger', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Why Pick on Me?', 'Marvin Redpost: Is He a Girl?', ""Marvin Redpost: Alone in His Teacher's House"", 'Marvin Redpost: Class President', 'Marvin Redpost: A Flying Birthday Cake?', 'Marvin Redpost: Super Fast, Out of Control!', 'Marvin Redpost: A Magic Crystal?', ""Dogs Don't Tell Jokes"", 'The Cardturner', 'Fuzzy Mud', 'The Boy Who Lost His Face', 'The Girl Who Lost Her Smile', ""Johnny's in the Basement"", 'Someday Angeline', 'Sixth Grade Secrets', 'The Wayside School Beneath the Cloud of Doom']"		"['Sideways Stories from Wayside School', 'Wayside School is Falling Down', 'Wayside School Gets a Little Stranger', 'Wayside School Beneath the Cloud of Doom', 'Small Steps', 'The Cardturner', 'Fuzzy Mud', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Why Pick on Me?', 'Marvin Redpost: Is He a Girl?', ""Marvin Redpost: Alone in His Teacher's House"", 'Marvin Redpost: Class President', 'Marvin Redpost: A Flying Birthday Cake?', 'Marvin Redpost: Super Fast, Out of Control!', 'Marvin Redpost: A Magic Crystal?', ""Dogs Don't Tell Jokes"", 'Someday Angeline', 'The Boy Who Lost His Face', ""Johnny's in the Basement"", 'Sixth Grade Secrets', 'The Girl Who Lost Her Face']"	"['Holes', ""There's a Boy in the Girls' Bathroom""]"
no_usparql_1566	What states share a border with Tennessee?	Which states does Tennessee border?	What states share a border with Tennessee but not with Illinois?	What states share a border with Tennessee and Illinois?		['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']	['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']		['Kentucky', 'Missouri']	['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas']
no_usparql_1649	What educational institutions did Sir Isaac Newton attend?	Which educational institutions did Sir Isaac Newton attend?	What tertiary-level educational institutions did Sir Isaac Newton attend?	What primary and secondary-level educational institutions did Sir Isaac Newton attend?		"[""The King's School, Grantham"", 'Trinity College, University of Cambridge']"	"[""The King's School, Grantham"", 'Trinity College, University of Cambridge']"		"[""The King's School, Grantham""]"	['Trinity College, University of Cambridge']
no_usparql_1651	What books are written by Suzanne Collins?	Which books has Suzanne Collins authored?	"What books are written by Suzanne Collins that belong to the ""Hunger Games"" series?"	"What books are written by Suzanne Collins are not part of the ""Hunger Games"" series?"		['The Hunger Games', 'Catching Fire', 'Mockingjay', 'Gregor the Overlander', 'Gregor and the Prophecy of Bane', 'Gregor and the Curse of the Warmbloods', 'Gregor and the Marks of Secret', 'Gregor and the Code of Claw', 'Year of the Jungle']	['The Hunger Games', 'Catching Fire', 'Mockingjay', 'Gregor the Overlander', 'Gregor and the Prophecy of Bane', 'Gregor and the Curse of the Warmbloods', 'Gregor and the Marks of Secret', 'Gregor and the Code of Claw', 'Year of the Jungle']		['Gregor the Overlander', 'Gregor and the Prophecy of Bane', 'Gregor and the Curse of the Warmbloods', 'Gregor and the Marks of Secret', 'Gregor and the Code of Claw', 'Year of the Jungle', 'When Charlie McButton Lost Power']	['The Hunger Games', 'Catching Fire', 'Mockingjay']
no_usparql_1744	Who were King Henry VII's children?	Who were the children of King Henry VII?	Which children of King Henry VII survived to adulthood?	Which children of King Henry VII died in childhood?		['Arthur, Prince of Wales', 'Margaret Tudor', 'Henry VIII', 'Mary Tudor']	['Arthur, Prince of Wales', 'Margaret Tudor', 'Henry VIII', 'Mary Tudor']		['Arthur Tudor', 'Elizabeth Tudor', 'Edmund Tudor', 'Edward Tudor', 'Katherine Tudor']	['Arthur Tudor', 'Margaret Tudor', 'Henry Tudor', 'Mary Tudor']
no_usparql_1923	Who were Demeter's siblings?	Who were the brothers and sisters of Demeter?	Who were the brothers of Demeter?	Who were the sisters of Demeter?		['Hestia', 'Hera', 'Hades', 'Poseidon', 'Zeus']	['Hestia', 'Hera', 'Hades', 'Poseidon', 'Zeus']		['Hestia', 'Hera']	['Hades', 'Poseidon', 'Zeus']
no_usparql_1947	Who are the U.S. senators of Pennsylvania?	Which individuals serve as U.S. senators representing Pennsylvania?	Who are the Democratic U.S. senators of Pennsylvania?	Who are the Republican U.S. senators of Pennsylvania?		['John Fetterman', 'Robert Casey Junior']	['John Fetterman', 'Robert Casey Junior']			['John Fetterman', 'Robert Casey Junior']
