dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),?SC(A1=A2),?SC(A1>A3),?SC(A1>A4),?SC(A3∅A4),?SC(A4=A1|3),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,idk,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2),p(A1=A3+A4),p(A1>A3),p(A1>A4),p(A3∅A4),p(A4=A1|3)
qawiki,classification,gpt-4o,0.98,0.9333,0.1867,0.9867,0.2733,0.2133,0.74,0.0933,0.14,0.2828,0.9743,0.7203,0.2614,0.1983,0.1749,0.2079,,,,,,0.7067,0.7133,0.74,0.7333,0.3244,0.1937,0.723325,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0023,0.0
qawiki,classification,gpt-5,0.9133,0.9267,0.7133,0.9733,0.52,0.4467,0.5267,0.6067,0.6067,0.9636,0.9644,0.48,0.4733,0.7286,0.7324,0.746,,,,,,0.4133,0.4067,0.5067,0.5333,0.58,0.7357,0.4650000000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.7084,0.0,0.9867,0.0
qawiki,classification,gpt-5-mini,0.86,0.66,0.5933,0.78,0.6267,0.32,0.52,0.5267,0.5133,0.9295,0.7907,0.3733,0.4344,0.6695,0.6549,0.6581,,,,,,0.42,0.4267,0.4267,0.48,0.52,0.6608,0.43835,,,,,,,,,,,,,,,,,0.0001,0.8129,1.0,0.7646,0.0,0.0
qawiki,classification,gpt-5-nano,0.7867,0.7067,0.04,0.7733,0.16,0.0067,0.08,0.5467,0.0667,0.7893,0.7687,0.8356,0.0694,0.08,0.5467,0.0667,,,,,,0.1133,0.1,0.04,0.0333,0.2311,0.2311,0.07164999999999999,,,,,,,,,,,,,,,,,0.0,0.0004,1.0,0.0775,1.0,1.0
qawiki,classification,gpt-oss:20b,0.7133,0.5467,0.4267,0.7267,0.7867,0.3667,0.2933,0.2333,0.2667,0.8163,0.7847,0.1779,0.5467,0.4965,0.4492,0.4766,,,,,,0.22,0.1667,0.2533,0.28,0.2644,0.4741,0.23,,,,,,,,,,,,,,,,,0.0,0.0,0.2354,0.0,0.7743,0.0
qawiki,classification,grok-3-mini,0.8867,0.7667,0.5333,0.8867,0.8,0.58,0.3467,0.38,0.34,0.966,0.9123,0.1934,0.7055,0.5385,0.5576,0.5358,,,,,,0.1667,0.1667,0.2067,0.2867,0.3556,0.544,0.2067,,,,,,,,,,,,,,,,,0.0,0.0,0.1215,0.0,0.9947,0.0
qawiki,classification,llama3.1:70b,0.8067,0.4733,0.2733,0.8267,0.9333,0.4667,0.1467,0.0933,0.1333,0.9067,0.7929,0.0377,0.7731,0.4186,0.3589,0.395,,,,,,0.0267,0.0333,0.04,0.0533,0.1244,0.3908,0.038325,,,,,,,,,,,,,,,,,0.0,0.0,0.0168,0.0,0.0,0.0
qawiki,classification,llama3.1:8b,0.1133,0.1,0.0667,0.3533,0.68,0.06,0.0133,0.0067,0.0133,0.4828,0.4791,0.1024,0.385,0.2243,0.1549,0.1793,,,,,,0.0,0.0133,0.0,0.0,0.0111,0.1862,0.003325,,,,,,,,,,,,,,,,,0.0013,0.0,0.7597,0.0,0.9785,0.002
qawiki,classification,mistral-small:24b,0.8533,0.66,0.3867,0.8667,0.6933,0.4067,0.3733,0.2333,0.24,0.9396,0.8434,0.2837,0.5736,0.5789,0.4543,0.4658,,,,,,0.1867,0.2,0.16,0.1267,0.2822,0.4997,0.16835000000000003,,,,,,,,,,,,,,,,,0.0,0.0,0.9577,0.0,0.0,0.0
qawiki,classification,o3,0.7667,0.74,0.4933,0.8733,0.86,0.6133,0.2867,0.2733,0.3067,0.9033,0.8855,0.1241,0.7496,0.5253,0.5431,0.5611,,,,,,0.14,0.1067,0.18,0.1933,0.2889,0.5432,0.155,,,,,,,,,,,,,,,,,0.0,0.0,0.0427,0.0,0.5722,0.0
qawiki,fixing,deepseek-chat,0.7933,0.7133,0.8333,0.94,0.9467,0.6933,0.38,0.42,0.38,0.8925,0.8845,0.0312,0.7526,0.5727,0.5964,0.5797,,,,,,0.1133,0.1,0.18,0.1867,0.3933,0.5829,0.145,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,deepseek-reasoner,0.5867,0.52,0.66,0.8133,0.9067,0.48,0.1,0.1133,0.0933,0.7372,0.7351,0.0802,0.7272,0.3148,0.2896,0.2818,,,,,,0.0667,0.0533,0.1133,0.1267,0.1022,0.2954,0.09,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0205,0.0
qawiki,fixing,gemini-2.0-flash,0.7533,0.6467,0.8067,0.8867,0.9467,0.6333,0.7333,0.7533,0.7267,0.803,0.8483,0.0193,0.8033,0.8361,0.8383,0.8408,,,,,,0.02,0.0067,0.0067,0.0867,0.7378,0.8384,0.030025,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gemini-2.5-flash,0.86,0.8867,0.8733,0.9667,0.9267,0.8133,0.68,0.6533,0.6133,0.8998,0.9033,0.073,0.7792,0.7605,0.7503,0.7192,,,,,,0.1333,0.0867,0.1067,0.1933,0.6489,0.7433,0.13,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2024,0.0
qawiki,fixing,gemini-2.5-pro,0.76,0.5933,0.7133,0.8667,0.98,0.58,0.4467,0.4533,0.42,0.8519,0.757,0.02,0.7066,0.6166,0.623,0.5838,,,,,,0.1,0.06,0.0267,0.1467,0.44,0.6078,0.08335000000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gpt-4.1-2025-04-14,0.76,0.7467,0.8667,0.9533,0.8933,0.6667,0.5,0.4933,0.4867,0.9013,0.9098,0.0874,0.7795,0.7944,0.789,0.7863,,,,,,0.0733,0.0733,0.1067,0.12,0.4933,0.7899,0.093325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gpt-4.1-mini-2025-04-14,0.7267,0.68,0.8133,0.98,0.8867,0.6,0.3867,0.3733,0.4133,0.869,0.8699,0.0686,0.7808,0.729,0.7245,0.721,,,,,,0.0867,0.1133,0.2133,0.1333,0.3911,0.7248,0.13665,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3089,0.0
qawiki,fixing,gpt-4.1-nano-2025-04-14,0.4733,0.1733,0.5333,0.4267,0.6267,0.1267,0.4867,0.5,0.54,0.5857,0.3823,0.2356,0.2938,0.6356,0.6437,0.6641,,,,,,0.2333,0.3267,0.3467,0.04,0.5089,0.6478,0.23667500000000002,,,,,,,,,,,,,,,,,0.0004,0.0466,0.0049,0.9323,0.7715,0.0053
qawiki,fixing,gpt-4o,0.84,0.7867,0.8067,0.9333,0.92,0.74,0.5067,0.5333,0.5133,0.5993,0.5796,0.0572,0.507,0.3598,0.3719,0.3537,,,,,,0.38,0.4067,0.34,0.3867,0.5178,0.3618,0.37835,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,gpt-5,0.8933,0.8933,0.9467,0.9867,0.62,0.5133,0.7067,0.7067,0.6867,0.9418,0.9191,0.38,0.4667,0.822,0.8343,0.8067,,,,,,0.5133,0.5267,0.5067,0.58,0.7,0.821,0.531675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1885,0.0
qawiki,fixing,gpt-5-mini,0.86,0.84,0.9467,0.9733,0.7067,0.56,0.7333,0.7667,0.7267,0.8897,0.9187,0.2933,0.4163,0.8109,0.839,0.8203,,,,,,0.6533,0.6133,0.6333,0.6333,0.7422,0.8234,0.6333,,,,,,,,,,,,,,,,,0.0001,0.0012,0.0001,0.0,0.0,0.0
qawiki,fixing,gpt-5-nano,0.7533,0.7067,0.7867,0.96,0.7267,0.44,0.6333,0.6533,0.5933,0.8314,0.8437,0.2669,0.4701,0.7281,0.7279,0.7132,,,,,,0.56,0.48,0.4467,0.5467,0.6266,0.7231,0.50835,,,,,,,,,,,,,,,,,0.0,0.0001,0.0106,0.0,0.0,0.0
qawiki,fixing,grok-3-mini,0.8533,0.8,0.8867,0.9867,0.9333,0.74,0.3867,0.32,0.38,0.9231,0.934,0.0635,0.7428,0.5878,0.5636,0.5961,,,,,,0.1267,0.1333,0.2,0.2467,0.3622,0.5825,0.176675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0946,0.0
qawiki,fixing,llama3.1:70b,0.5733,0.46,0.64,0.7733,0.8933,0.4133,0.1467,0.1733,0.1467,0.7004,0.7224,0.0639,0.708,0.3565,0.3712,0.365,,,,,,0.02,0.06,0.1067,0.04,0.1556,0.3642,0.056675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
qawiki,fixing,llama3.1:8b,0.0933,0.02,0.1467,0.12,0.66,0.0067,0.0067,0.0,0.0267,0.427,0.2836,0.0856,0.2307,0.126,0.1202,0.1375,,,,,,0.0,0.0067,0.0,0.0,0.0111,0.1279,0.001675,,,,,,,,,,,,,,,,,0.0064,0.125,0.0494,0.0262,0.9933,0.5
qawiki,fixing,mistral-small:24b,0.66,0.4867,0.6333,0.88,0.96,0.4733,0.58,0.5333,0.5467,0.7737,0.7488,0.0141,0.6267,0.7513,0.7381,0.7446,,,,,,0.26,0.1667,0.24,0.24,0.5533,0.7447,0.226675,,,,,,,,,,,,,,,,,0.0001,0.0052,0.0064,0.0,0.0,0.0
qawiki,fixing,o3,0.7067,0.7333,0.8133,0.9,0.9667,0.7,0.38,0.4133,0.4067,0.6446,0.7051,0.0333,0.6443,0.4113,0.4086,0.4298,,,,,,0.3067,0.2733,0.1533,0.26,0.4,0.4166,0.248325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0008,0.0
qawiki,zero-shot,deepseek-chat,0.2067,0.1267,0.52,0.3667,0.7067,0.0933,0.1892,,,0.4229,0.3305,0.0896,0.2393,0.3911,,,0.2267,0.4867,0.5467,0.7067,0.1533,0.0867,0.1067,0.3467,0.2133,0.1892,0.3911,0.18835000000000002,0.2108843537414966,0.0,0.4231775510204082,0.41076666666666667,0.5142857142857142,0.5217391304347826,0.2903225806451613,0.3865546218487395,0.7066666666666667,,0.089626,,0.1223021582733813,0.18181818181818182,0.3235712230215827,0.41770909090909086,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,deepseek-reasoner,0.1267,0.08,0.2867,0.2,0.82,0.0733,0.1284,,,0.3114,0.2858,0.0324,0.2096,0.3168,,,0.2333,0.3067,0.2067,0.8067,0.12,0.0467,0.0733,0.0533,0.08,0.1284,0.3168,0.063325,0.125,0.13636363636363635,0.3130390625,0.3015818181818182,0.2896551724137931,0.2,0.19310344827586207,0.4,0.8263888888888888,0.6666666666666666,0.030047916666666667,0.08888333333333333,0.08391608391608392,0.0,0.28695594405594405,0.2624714285714286,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.0-flash,0.24,0.1,0.3533,0.3467,0.7067,0.0533,0.3378,,,0.4918,0.3499,0.0783,0.1963,0.5812,,,0.26,0.4067,0.6333,0.7,0.2133,0.0,0.0133,0.0,0.18,0.3378,0.5812,0.048325,0.23776223776223776,0.2857142857142857,0.5012944055944056,0.2976142857142857,0.359375,0.3181818181818182,0.43478260869565216,0.33070866141732286,0.7194244604316546,0.5454545454545454,0.08076978417266187,0.04660909090909091,0.0967741935483871,0.11538461538461539,0.347933870967742,0.35907692307692307,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-flash,0.2667,0.1533,0.4467,0.4733,0.8933,0.1467,0.2635,,,0.5316,0.406,0.0176,0.2585,0.5294,,,0.3933,0.4533,0.4667,0.88,0.18,0.0667,0.0733,0.1067,0.3133,0.2635,0.5294,0.14,0.2857142857142857,0.1935483870967742,0.5463605042016806,0.47498709677419354,0.44755244755244755,0.42857142857142855,0.4689655172413793,0.6,0.8972602739726028,0.75,0.017764383561643834,0.010875,0.15172413793103448,0.2,0.4105255172413793,0.27372,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-pro,0.2133,0.1267,0.4067,0.2333,0.8267,0.12,0.1419,,,0.5064,0.4205,0.0274,0.3173,0.3744,,,0.3267,0.4133,0.2733,0.84,0.1533,0.0267,0.04,0.0733,0.0667,0.1419,0.3744,0.051675,0.2366412213740458,0.05263157894736842,0.5233770992366412,0.3895105263157895,0.4068965517241379,0.4,0.2357142857142857,0.2,0.8378378378378378,0.0,0.025946621621621625,0.1345,0.1310344827586207,0.0,0.4194406896551724,0.4516,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-2025-04-14,0.16,0.1267,0.4333,0.3867,0.6267,0.08,0.1554,,,0.4747,0.5152,0.1005,0.3592,0.4213,,,0.2067,0.4467,0.56,0.6267,0.08,0.0267,0.02,0.0733,0.06,0.1554,0.4213,0.045,0.16783216783216784,0.0,0.4893013986013986,0.17747142857142856,0.4391891891891892,0.0,0.4574468085106383,0.26785714285714285,0.6266666666666667,,0.10048066666666666,,0.12666666666666668,,0.5152473333333334,,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-mini-2025-04-14,0.1067,0.0733,0.42,0.2,0.86,0.0267,0.1419,,,0.2575,0.2899,0.0405,0.107,0.4164,,,0.1933,0.46,0.6933,0.86,0.0467,0.02,0.1,0.0867,0.2067,0.1419,0.4164,0.10335,0.11678832116788321,0.0,0.27345182481751823,0.08974615384615385,0.3269230769230769,0.46938775510204084,0.25,0.1864406779661017,0.86,,0.040528666666666664,,0.06896551724137931,0.2,0.2846027586206896,0.44345999999999997,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-nano-2025-04-14,0.3,0.1133,0.3933,0.5067,0.66,0.04,0.1419,,,0.4631,0.391,0.1248,0.2616,0.2796,,,0.5333,0.54,0.4933,0.5733,0.96,0.1133,0.1,0.1933,0.16,0.1419,0.2796,0.14165,0.3626373626373626,0.2033898305084746,0.5200087912087913,0.37531186440677966,0.4305555555555556,0.358974358974359,0.5,0.5147058823529411,0.6804123711340206,0.6226415094339622,0.12554639175257734,0.12341132075471697,,0.11333333333333333,,0.3909753333333334,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4o,0.3267,0.3,0.4,0.34,0.16,0.0133,0.3311,,,0.3371,0.3491,0.8251,0.0319,0.5283,,,0.3333,0.5667,0.6067,0.16,0.3667,0.2867,0.92,0.84,0.9267,0.3311,0.5283,0.74335,0.3191489361702128,0.4444444444444444,0.3302482269503546,0.4444444444444444,0.4444444444444444,0.38095238095238093,0.2777777777777778,0.3484848484848485,0.16,,0.825074,,0.2736842105263158,0.34545454545454546,0.3350157894736842,0.3735327272727273,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5,0.6867,0.58,0.7333,0.7467,0.58,0.18,0.7162,,,0.7947,0.7409,0.4064,0.3608,0.8468,,,0.7067,0.7133,0.74,0.6067,0.2333,0.5467,0.6467,0.4467,0.5933,0.7162,0.8468,0.55835,0.7251908396946565,0.42105263157894735,0.8321671755725192,0.5366526315789474,0.7278911564625851,1.0,0.7482993197278912,0.6666666666666666,0.5958904109589042,0.0,0.3959287671232877,0.789475,0.5704225352112676,0.75,0.733712676056338,0.867725,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5-mini,0.7,0.7,0.8,0.8067,0.38,0.1067,0.723,,,0.7496,0.8239,0.6102,0.2419,0.7871,,,0.66,0.7867,0.7933,0.42,0.1533,0.7133,0.6,0.66,0.7467,0.723,0.7871,0.68,0.7109375,0.6363636363636364,0.76399453125,0.6657772727272727,0.7972972972972973,1.0,0.8082191780821918,0.75,0.39436619718309857,0.125,0.5953049295774647,0.875,0.6993006993006993,0.7142857142857143,0.8191027972027972,0.9214285714285715,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5-nano,0.56,0.52,0.6733,0.6933,0.5467,0.1133,0.5878,,,0.6779,0.694,0.4489,0.2839,0.7523,,,0.5467,0.68,0.6467,0.5,0.18,0.5333,0.5067,0.5533,0.6067,0.5878,0.7523,0.55,0.5606060606060606,0.5555555555555556,0.6825121212121212,0.6438111111111111,0.6934306569343066,0.46153846153846156,0.6834532374100719,0.8181818181818182,0.5267175572519084,0.6842105263157895,0.46819312977099237,0.3157894736842105,0.5144927536231884,0.5833333333333334,0.6847115942028986,0.8004000000000001,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-oss:20b,0.2067,0.16,0.3867,0.32,0.8133,0.0933,,,,0.3622,0.3453,0.1125,0.2053,,,,0.2533,0.3733,0.3067,0.7867,0.14,0.16,0.24,0.1733,0.2867,,,0.21500000000000002,0.20863309352517986,0.18181818181818182,0.3721769784172662,0.23636363636363636,0.37142857142857144,0.6,0.3055555555555556,0.6666666666666666,0.8260869565217391,0.6666666666666666,0.10657536231884057,0.18055,0.16783216783216784,0.0,0.3583818181818182,0.07851428571428572,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,grok-3-mini,0.2533,0.2133,0.4733,0.36,0.8867,0.1667,,,,0.478,0.4822,0.0473,0.3351,,,,0.32,0.4867,0.3533,0.9,0.1933,0.0933,0.1067,0.1133,0.1733,,,0.12165000000000001,0.25757575757575757,0.2222222222222222,0.48608030303030303,0.41869999999999996,0.4791666666666667,0.3333333333333333,0.35172413793103446,0.6,0.9041095890410958,0.25,0.043828082191780825,0.1736,0.2191780821917808,0.0,0.48449041095890416,0.397725,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,llama3.1:70b,0.0933,0.0533,0.18,0.2,0.7267,0.0133,,,,0.3244,0.2956,0.0991,0.1455,,,,0.1067,0.78,0.6,0.7267,0.0267,0.0267,0.0133,0.04,0.0867,,,0.041675000000000004,0.0945945945945946,0.0,0.32598108108108104,0.20835,0.25,0.17391304347826086,0.1590909090909091,0.2169811320754717,0.7266666666666667,,0.09909133333333334,,0.05405405405405406,0.0,0.2944587837837838,0.38234999999999997,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,llama3.1:8b,0.02,0.0,0.08,0.0533,0.78,0.0,,,,0.18,0.1406,0.0613,0.0632,,,,0.9533,0.8333,0.8333,0.3733,0.9733,0.0,0.0,0.0267,0.0133,,,0.01,0.16666666666666666,0.013888888888888888,0.19048333333333334,0.17955763888888887,0.11764705882352941,0.07518796992481203,0.18518518518518517,0.024390243902439025,0.896551724137931,0.7520661157024794,0.01363103448275862,0.0726801652892562,0.0,0.0,0.024524999999999998,0.1438068493150685,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,mistral-small:24b,0.4189,0.3311,0.4797,0.4797,0.4054,0.0,,,,0.5102,0.4983,0.4368,0.1713,,,,0.473,0.5203,0.5135,0.4054,0.8514,0.6824,0.3446,0.4257,0.4189,,,0.46790000000000004,0.4411764705882353,0.16666666666666666,0.5257345588235294,0.3337333333333334,,0.4797297297297297,0.3333333333333333,0.4827586206896552,0.40540540540540543,,0.43675878378378374,,0.3181818181818182,0.3333333333333333,0.49904545454545457,0.49812460317460316,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,o3,0.25,0.1554,0.4054,0.2568,0.8581,0.0878,0.2703,,,0.4796,0.4148,0.0895,0.308,0.5218,,,0.3243,0.4054,0.2905,0.8378,0.1622,0.1622,0.1892,0.1622,0.1757,0.2703,0.5218,0.172325,0.26666666666666666,0.07692307692307693,0.49749481481481483,0.29386923076923077,0.4027777777777778,0.5,0.26573426573426573,0.0,0.8652482269503546,0.7142857142857143,0.08235602836879434,0.2330857142857143,0.16058394160583941,0.09090909090909091,0.41194452554744526,0.45020000000000004,1.0,1.0,1.0,1.0,1.0,1.0
spinach,classification,deepseek-chat,0.9667,0.84,0.58,0.8867,0.62,0.5,0.5,0.4933,0.5267,0.9946,0.9418,0.3543,0.5562,0.7006,0.6845,0.7188,,,,,,0.2,0.2,0.2533,0.42,0.5067,0.7013,0.268325,,,,,,,,,,,,,,,,,0.0,0.0,0.0088,0.0,0.3688,0.0
spinach,classification,deepseek-reasoner,0.8867,0.82,0.5267,0.8533,0.68,0.5,0.4533,0.4933,0.48,0.925,0.8933,0.315,0.4892,0.6603,0.6361,0.6065,,,,,,0.2333,0.18,0.3467,0.4067,0.4755,0.6343,0.291675,,,,,,,,,,,,,,,,,0.0,0.0,0.015,0.0,0.9998,0.0
spinach,classification,gemini-2.0-flash,0.8867,0.86,0.5333,0.9667,0.6467,0.5533,0.4267,0.38,0.3467,0.9208,0.8928,0.261,0.5597,0.6547,0.593,0.5749,,,,,,0.1467,0.14,0.3133,0.3867,0.3845,0.6075,0.24667500000000003,,,,,,,,,,,,,,,,,0.0,0.0,0.0279,0.0,0.405,0.0
spinach,classification,gemini-2.5-flash,0.9267,0.9133,0.56,0.9667,0.9,0.82,0.3667,0.3733,0.3467,0.9461,0.9416,0.0934,0.8052,0.6205,0.6056,0.624,,,,,,0.0933,0.0733,0.1467,0.1733,0.3622,0.6167,0.12165000000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0222,0.0,0.2923,0.0
spinach,classification,gemini-2.5-pro,0.8,0.7667,0.5267,0.88,0.92,0.7067,0.38,0.3467,0.3067,0.8609,0.8735,0.0743,0.7962,0.6403,0.6053,0.6075,,,,,,0.1,0.12,0.14,0.1533,0.3445,0.6177,0.128325,,,,,,,,,,,,,,,,,0.0,0.0,0.7441,0.0,0.0121,0.0
spinach,classification,gpt-4.1-2025-04-14,0.9267,0.8533,0.6,0.96,0.84,0.7067,0.2667,0.2667,0.3,0.9788,0.9758,0.1376,0.8143,0.6085,0.5578,0.6019,,,,,,0.0333,0.0333,0.0667,0.16,0.2778,0.5894,0.073325,,,,,,,,,,,,,,,,,0.0,0.0,0.1856,0.0,0.0001,0.0
spinach,classification,gpt-4.1-mini-2025-04-14,0.9467,0.82,0.5333,0.9,0.7467,0.5733,0.3667,0.3867,0.4267,0.9793,0.9461,0.2379,0.6587,0.5982,0.6016,0.6552,,,,,,0.1867,0.18,0.12,0.3067,0.3934,0.6183,0.19835,,,,,,,,,,,,,,,,,0.0,0.0,0.0019,0.0,0.8698,0.0
spinach,classification,gpt-4.1-nano-2025-04-14,0.9733,0.5867,0.6733,0.5933,0.3733,0.0,0.9867,0.9933,0.9867,0.9733,0.7567,0.6267,0.0067,0.9867,0.9933,0.9867,,,,,,1.0,0.9733,0.6667,0.5867,0.9889,0.9889,0.806675,,,,,,,,,,,,,,,,,0.0,0.0,0.001,0.1509,1.0,1.0
spinach,classification,gpt-4o,0.98,0.94,0.4133,0.9867,0.3933,0.3333,0.6867,0.2133,0.22,0.4551,0.9869,0.601,0.3765,0.3163,0.2912,0.3005,,,,,,0.54,0.54,0.54,0.62,0.3733,0.3027,0.56,,,,,,,,,,,,,,,,,0.0,0.0,0.2552,0.0,0.001,0.0
spinach,classification,gpt-5,0.9333,0.86,0.6867,0.9733,0.7,0.5667,0.62,0.6067,0.6133,0.9625,0.9308,0.2946,0.6592,0.7761,0.787,0.7876,,,,,,0.3,0.2933,0.3267,0.3867,0.6133,0.7836,0.326675,,,,,,,,,,,,,,,,,0.0,0.0,0.434,0.0,0.345,0.0
spinach,classification,gpt-5-mini,0.9,0.6267,0.62,0.76,0.6533,0.3,0.6467,0.6333,0.62,0.9204,0.7496,0.3467,0.4298,0.7631,0.7637,0.7533,,,,,,0.4667,0.4333,0.4333,0.4467,0.6333,0.76,0.44499999999999995,,,,,,,,,,,,,,,,,0.0,0.7121,0.9999,0.9231,0.0,0.0069
spinach,classification,gpt-5-nano,0.7533,0.7,0.1133,0.78,0.2067,0.0067,0.1133,0.5133,0.1,0.7567,0.7682,0.7933,0.0769,0.1208,0.5185,0.11,,,,,,0.12,0.1333,0.08,0.02,0.2422,0.2498,0.088325,,,,,,,,,,,,,,,,,0.0102,0.0,1.0,0.007,1.0,1.0
spinach,classification,gpt-oss:20b,0.6267,0.4667,0.3067,0.7,0.8467,0.3733,0.3133,0.26,0.2933,0.7483,0.7751,0.0876,0.58,0.4812,0.4713,0.4501,,,,,,0.1667,0.12,0.1,0.2533,0.2889,0.4675,0.15999999999999998,,,,,,,,,,,,,,,,,0.0,0.0,0.9061,0.0,0.6445,0.0
spinach,classification,grok-3-mini,0.9,0.7467,0.5733,0.8733,0.88,0.6333,0.4533,0.3867,0.4067,0.9583,0.9379,0.1106,0.77,0.6843,0.6474,0.6459,,,,,,0.1067,0.1067,0.1333,0.18,0.4156,0.6592,0.131675,,,,,,,,,,,,,,,,,0.0,0.0,0.3804,0.0,0.7294,0.0
spinach,classification,llama3.1:70b,0.8067,0.5933,0.4333,0.86,0.94,0.5667,0.2333,0.22,0.24,0.9024,0.8631,0.0235,0.7901,0.5097,0.4861,0.5062,,,,,,0.0067,0.02,0.0133,0.0467,0.2311,0.5007,0.021675,,,,,,,,,,,,,,,,,0.0,0.0,0.0011,0.0,0.0,0.0
spinach,classification,llama3.1:8b,0.2067,0.0533,0.1067,0.3133,0.7,0.0333,0.0467,0.0333,0.0267,0.6022,0.5033,0.0949,0.3606,0.324,0.2737,0.2779,,,,,,0.0,0.0,0.0,0.0,0.0356,0.2919,0.0,,,,,,,,,,,,,,,,,0.0003,0.1719,0.8365,0.0,0.225,0.0312
spinach,classification,mistral-small:24b,0.84,0.5067,0.48,0.74,0.78,0.3733,0.36,0.2467,0.3067,0.9167,0.7588,0.1898,0.5804,0.5832,0.4896,0.5246,,,,,,0.12,0.1267,0.1,0.1533,0.3045,0.5325,0.125,,,,,,,,,,,,,,,,,0.0,0.0,0.0249,0.0,0.0001,0.0
spinach,classification,o3,0.8,0.78,0.5133,0.88,0.94,0.7333,0.38,0.36,0.3867,0.9275,0.878,0.0537,0.8104,0.6588,0.5964,0.6194,,,,,,0.12,0.1,0.08,0.1333,0.3756,0.6249,0.108325,,,,,,,,,,,,,,,,,0.0,0.0,0.6399,0.0,0.5927,0.0
spinach,fixing,deepseek-chat,0.8267,0.7467,0.8533,0.9533,0.96,0.7333,0.4667,0.46,0.5067,0.9232,0.9161,0.0239,0.7704,0.7327,0.7319,0.752,,,,,,0.0533,0.0533,0.1,0.1733,0.4778,0.7389,0.094975,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,deepseek-reasoner,0.6467,0.5333,0.64,0.8467,0.8933,0.5,0.1933,0.1733,0.1667,0.8036,0.8206,0.0845,0.7548,0.4319,0.4514,0.4066,,,,,,0.0467,0.06,0.0667,0.0467,0.1778,0.43,0.055025,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1958,0.0
spinach,fixing,gemini-2.0-flash,0.7667,0.7733,0.8867,0.9133,0.9733,0.7667,0.7933,0.78,0.7467,0.8136,0.9152,0.014,0.8039,0.8713,0.8616,0.8323,,,,,,0.0267,0.0,0.0133,0.12,0.7733,0.8551,0.04,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
